 Diffraction intensities for potential:5x5MoS210001.in                         
#    -29     1       1.4562577185E-005
#    -29     2       1.2473232860E-005
#    -29     3       1.1194894495E-005
#    -29     4       1.2378053378E-005
#    -29     5       1.4619851296E-005
#    -29     6       1.8816617406E-005
#    -29     7       1.2664168130E-005
#    -29     8       3.7012271128E-006
#    -29     9       2.2716031817E-006
#    -29    10       5.9159720613E-006
#    -29    11       1.5819792026E-005
#    -29    12       1.7924720020E-005
#    -29    13       1.6404159782E-005
#    -29    14       2.5712910430E-005
#    -29    15       7.9106466648E-006
#    -29    16       4.2027939881E-006
#    -29    17       2.9802257524E-006
#    -29    18       1.9897203101E-006
#    -29    19       7.1581377289E-007
#    -29    20       1.3120300870E-005
#    -29    21       4.1500562880E-005
#    -29    22       3.9540610804E-005
#    -29    23       6.9227741066E-005
#    -29    24       7.1207288413E-005
#    -29    25       3.4706098676E-005
#    -29    26       2.4236985279E-005
#    -29    27       1.6901627783E-005
#    -28   -16       2.2124810744E-005
#    -28   -15       1.7965710367E-005
#    -28   -14       2.0343089071E-005
#    -28   -13       2.6957242201E-005
#    -28   -12       3.7881911378E-005
#    -28   -11       3.9662823425E-005
#    -28   -10       3.0850186267E-005
#    -28    -9       2.6236504022E-005
#    -28    -8       2.2327361379E-005
#    -28    -7       2.5974892101E-005
#    -28    -6       1.8784236451E-005
#    -28    -5       1.6901469693E-005
#    -28    -4       1.5377397346E-005
#    -28    -3       1.6553699161E-005
#    -28    -2       1.9910618602E-005
#    -28    -1       1.4562433689E-005
#    -28     0       1.3689517935E-005
#    -28     1       1.4276433875E-005
#    -28     2       1.5179626677E-005
#    -28     3       1.3035437330E-005
#    -28     4       1.7448577645E-005
#    -28     5       2.1970537138E-005
#    -28     6       2.1987422281E-005
#    -28     7       1.7896168315E-005
#    -28     8       8.2117739496E-006
#    -28     9       8.5529564012E-006
#    -28    10       2.1231951777E-005
#    -28    11       3.6211834684E-005
#    -28    12       4.7076991670E-005
#    -28    13       4.6940607060E-005
#    -28    14       4.4593448759E-005
#    -28    15       2.5036058436E-005
#    -28    16       1.4359665468E-005
#    -28    17       5.4652790741E-006
#    -28    18       1.3861948252E-005
#    -28    19       6.9918294077E-006
#    -28    20       1.1894755661E-005
#    -28    21       2.6600523592E-005
#    -28    22       6.2728584100E-005
#    -28    23       4.8201376717E-005
#    -28    24       6.2293034124E-005
#    -28    25       6.6107077607E-005
#    -28    26       3.8236736306E-005
#    -28    27       1.2388253075E-005
#    -27   -17       9.0384670339E-006
#    -27   -16       1.3818404365E-005
#    -27   -15       2.1668095713E-005
#    -27   -14       2.7375595782E-005
#    -27   -13       3.9306029430E-005
#    -27   -12       4.3814409513E-005
#    -27   -11       3.7941654861E-005
#    -27   -10       3.0763131233E-005
#    -27    -9       2.5273671075E-005
#    -27    -8       2.1783441686E-005
#    -27    -7       1.6161746944E-005
#    -27    -6       1.1962440019E-005
#    -27    -5       1.1174450218E-005
#    -27    -4       1.2488601088E-005
#    -27    -3       1.1075521638E-005
#    -27    -2       1.2469538005E-005
#    -27    -1       1.4271417686E-005
#    -27     0       1.6470197094E-005
#    -27     1       1.5990752399E-005
#    -27     2       1.3623864132E-005
#    -27     3       1.7122233527E-005
#    -27     4       1.9402160931E-005
#    -27     5       2.7562645169E-005
#    -27     6       2.8372122403E-005
#    -27     7       2.5015669424E-005
#    -27     8       1.9403046757E-005
#    -27     9       2.2826460409E-005
#    -27    10       3.9633758463E-005
#    -27    11       5.8335839257E-005
#    -27    12       8.1389708035E-005
#    -27    13       5.4689548926E-005
#    -27    14       5.0789975737E-005
#    -27    15       2.9222425704E-005
#    -27    16       1.6059298054E-005
#    -27    17       5.7043001157E-006
#    -27    18       1.1870843132E-005
#    -27    19       7.1470869447E-006
#    -27    20       1.3317050809E-005
#    -27    21       3.4378558964E-005
#    -27    22       5.4378912971E-005
#    -27    23       6.7377853225E-005
#    -27    24       6.9098025235E-005
#    -27    25       5.1786771287E-005
#    -27    26       3.4832204284E-005
#    -27    27       4.6241253412E-005
#    -26   -18       1.5909195060E-005
#    -26   -17       1.7618980101E-005
#    -26   -16       2.4557188558E-005
#    -26   -15       2.9858716474E-005
#    -26   -14       6.1901555123E-005
#    -26   -13       3.3242651154E-005
#    -26   -12       3.8123200272E-005
#    -26   -11       3.3859376695E-005
#    -26   -10       2.3159710251E-005
#    -26    -9       2.0362552169E-005
#    -26    -8       8.1140906066E-006
#    -26    -7       8.5776409422E-006
#    -26    -6       7.7605368398E-006
#    -26    -5       8.3683207086E-006
#    -26    -4       6.4934954551E-006
#    -26    -3       1.1188361180E-005
#    -26    -2       1.5166082548E-005
#    -26    -1       1.5982415139E-005
#    -26     0       1.5409884530E-005
#    -26     1       1.1075386680E-005
#    -26     2       1.0229649138E-005
#    -26     3       1.2246876756E-005
#    -26     4       2.1650905839E-005
#    -26     5       2.5488317202E-005
#    -26     6       2.7169714580E-005
#    -26     7       2.5196412071E-005
#    -26     8       2.0013895853E-005
#    -26     9       2.7794788534E-005
#    -26    10       3.2882800563E-005
#    -26    11       4.3382540702E-005
#    -26    12       5.3487972265E-005
#    -26    13       5.0606931341E-005
#    -26    14       2.8842666526E-005
#    -26    15       2.0867399623E-005
#    -26    16       1.3517088764E-005
#    -26    17       4.7242645124E-006
#    -26    18       8.5593451748E-006
#    -26    19       2.5694232522E-005
#    -26    20       2.4114899360E-005
#    -26    21       1.8141063229E-005
#    -26    22       3.6987019361E-005
#    -26    23       4.1875995694E-005
#    -26    24       1.1647832591E-004
#    -26    25       3.4841265503E-005
#    -26    26       9.5257243694E-005
#    -26    27       6.5017288994E-005
#    -25   -19       7.8679921225E-006
#    -25   -18       4.9294345609E-005
#    -25   -17       2.6478835775E-005
#    -25   -16       3.7528789370E-005
#    -25   -15       2.4658676162E-005
#    -25   -14       4.4286560085E-005
#    -25   -13       5.9181854319E-005
#    -25   -12       3.9074815995E-005
#    -25   -11       2.8021684311E-005
#    -25   -10       1.6053084840E-004
#    -25    -9       1.1926355147E-005
#    -25    -8       9.0633269725E-006
#    -25    -7       7.3244580907E-006
#    -25    -6       8.8891739990E-006
#    -25    -5       7.9475346544E-004
#    -25    -4       1.2366278854E-005
#    -25    -3       1.3016376923E-005
#    -25    -2       1.3607241670E-005
#    -25    -1       1.1067867404E-005
#    -25     0       2.3413939728E-003
#    -25     1       2.6163914765E-006
#    -25     2       4.1953752885E-006
#    -25     3       8.4934673131E-006
#    -25     4       1.2491418591E-005
#    -25     5       4.4793881982E-003
#    -25     6       1.9192186512E-005
#    -25     7       1.3482906527E-005
#    -25     8       1.4274818041E-005
#    -25     9       9.8242800754E-006
#    -25    10       4.8689481732E-003
#    -25    11       1.4738557954E-005
#    -25    12       3.3891791566E-005
#    -25    13       2.7850431475E-005
#    -25    14       1.9234956189E-005
#    -25    15       2.2847253897E-003
#    -25    16       1.4498511720E-005
#    -25    17       4.3099223349E-006
#    -25    18       1.0493414868E-005
#    -25    19       2.4111775813E-005
#    -25    20       7.7396624077E-004
#    -25    21       4.0575303129E-005
#    -25    22       5.0005602598E-005
#    -25    23       5.1942439814E-005
#    -25    24       3.1519801050E-005
#    -25    25       1.2774677380E-004
#    -25    26       5.0398632150E-005
#    -25    27       1.6601818405E-005
#    -24   -20       6.1913013521E-006
#    -24   -19       1.8423801619E-005
#    -24   -18       2.1591576178E-005
#    -24   -17       2.8459574449E-005
#    -24   -16       3.8314166731E-005
#    -24   -15       4.6325011151E-005
#    -24   -14       4.2734941450E-005
#    -24   -13       4.0426556126E-005
#    -24   -12       2.2907480901E-005
#    -24   -11       1.5267723474E-005
#    -24   -10       1.2331321978E-005
#    -24    -9       8.7145731411E-006
#    -24    -8       9.4877127064E-006
#    -24    -7       6.9602000695E-006
#    -24    -6       1.2019171783E-005
#    -24    -5       1.4606531305E-005
#    -24    -4       1.7426810686E-005
#    -24    -3       1.7097736246E-005
#    -24    -2       1.0216088732E-005
#    -24    -1       2.6129352796E-006
#    -24     0       9.0690255830E-007
#    -24     1       5.8264819343E-006
#    -24     2       1.1319251429E-005
#    -24     3       1.5573820969E-005
#    -24     4       9.6421113614E-006
#    -24     5       5.1122467988E-006
#    -24     6       2.8599503246E-006
#    -24     7       2.2639809288E-006
#    -24     8       3.7011159619E-006
#    -24     9       5.0407693080E-006
#    -24    10       1.2460112175E-005
#    -24    11       2.3262407884E-005
#    -24    12       3.8919393257E-005
#    -24    13       4.5896173337E-005
#    -24    14       2.8847120033E-005
#    -24    15       2.3029060875E-005
#    -24    16       2.3227534750E-005
#    -24    17       6.2546268318E-006
#    -24    18       1.2039886822E-005
#    -24    19       2.2169875234E-005
#    -24    20       4.4179683007E-005
#    -24    21       5.7283430700E-005
#    -24    22       5.4905623769E-005
#    -24    23       3.9295570395E-005
#    -24    24       9.8190953587E-005
#    -24    25       3.2141419401E-005
#    -24    26       4.2780945905E-005
#    -23   -20       1.7711925483E-005
#    -23   -19       2.9886678920E-005
#    -23   -18       4.1361066189E-005
#    -23   -17       4.9131077166E-005
#    -23   -16       5.2640160107E-005
#    -23   -15       4.6565884796E-005
#    -23   -14       3.6064982375E-005
#    -23   -13       3.0184787311E-005
#    -23   -12       2.5674836625E-005
#    -23   -11       1.5885368914E-005
#    -23   -10       1.1336830699E-005
#    -23    -9       6.4382199363E-006
#    -23    -8       5.6932264817E-006
#    -23    -7       1.3203769871E-005
#    -23    -6       1.8797072272E-005
#    -23    -5       2.1944790012E-005
#    -23    -4       1.9377097654E-005
#    -23    -3       1.2229815826E-005
#    -23    -2       4.1909712089E-006
#    -23    -1       5.8305630201E-006
#    -23     0       1.9647646547E-005
#    -23     1       3.3020244393E-005
#    -23     2       3.1123203192E-005
#    -23     3       2.2139696851E-005
#    -23     4       6.6576435465E-006
#    -23     5       1.1763857023E-006
#    -23     6       6.6131821819E-006
#    -23     7       1.7183160076E-005
#    -23     8       3.3847675448E-005
#    -23     9       3.7783492194E-005
#    -23    10       4.9544332824E-005
#    -23    11       6.0532341701E-005
#    -23    12       7.3727498447E-005
#    -23    13       8.8280820580E-005
#    -23    14       5.6513853495E-005
#    -23    15       3.9021372023E-005
#    -23    16       2.7124272592E-005
#    -23    17       1.7909722576E-005
#    -23    18       1.6683864826E-005
#    -23    19       3.0132339576E-005
#    -23    20       7.3853131173E-005
