 Diffraction intensities for potential:3x3ikbt_1010001.in                      
#    -23     8       6.0130994071E-005
#    -23     9       5.0729134713E-005
#    -23    10       4.7547186242E-005
#    -23    11       4.9612994684E-005
#    -23    12       2.5204153171E-005
#    -23    13       1.1634126549E-005
#    -23    14       1.9416268670E-006
#    -23    15       4.3063835367E-006
#    -22    -4       1.0253728484E-006
#    -22    -3       2.6847155643E-006
#    -22    -2       5.2388611253E-006
#    -22    -1       4.0796520855E-006
#    -22     0       6.9539681046E-006
#    -22     1       1.0877974666E-005
#    -22     2       1.8841318106E-005
#    -22     3       2.1373666452E-005
#    -22     4       2.4839662696E-005
#    -22     5       4.6842433674E-005
#    -22     6       9.3848221033E-005
#    -22     7       1.1615264288E-004
#    -22     8       9.0102203095E-005
#    -22     9       9.4836908917E-005
#    -22    10       9.4293631173E-005
#    -22    11       7.8934943816E-005
#    -22    12       5.1007661038E-005
#    -22    13       2.1337796837E-005
#    -22    14       2.3593128577E-005
#    -22    15       3.8137230900E-006
#    -22    16       6.9469118928E-006
#    -21    -5       1.4766580516E-006
#    -21    -4       4.7513968853E-006
#    -21    -3       1.4944068033E-005
#    -21    -2       9.4943735512E-006
#    -21    -1       1.0876898349E-005
#    -21     0       6.2430231273E-005
#    -21     1       4.1962384659E-005
#    -21     2       4.0643269983E-005
#    -21     3       1.1206098926E-005
#    -21     4       2.9145394198E-005
#    -21     5       4.7899796639E-005
#    -21     6       1.3894419797E-004
#    -21     7       8.0771652978E-005
#    -21     8       8.2879044727E-005
#    -21     9       3.7218780802E-004
#    -21    10       1.1100480854E-004
#    -21    11       9.7628882826E-005
#    -21    12       1.4452020217E-004
#    -21    13       3.2341135114E-005
#    -21    14       1.5937266420E-005
#    -21    15       4.3835541350E-005
#    -21    16       8.6006600189E-006
#    -20    -7       1.4785292094E-007
#    -20    -6       1.0070063516E-006
#    -20    -5       4.3590680631E-006
#    -20    -4       1.2311080346E-005
#    -20    -3       1.6996925508E-005
#    -20    -2       1.8836036930E-005
#    -20    -1       4.1957943025E-005
#    -20     0       9.5944014884E-005
#    -20     1       1.2631731672E-004
#    -20     2       9.4796393322E-005
#    -20     3       7.9814100929E-005
#    -20     4       8.8815749184E-005
#    -20     5       5.4952797025E-005
#    -20     6       2.0292905926E-005
#    -20     7       2.5064931275E-005
#    -20     8       4.6718875673E-005
#    -20     9       8.0267980879E-005
#    -20    10       1.1207318011E-004
#    -20    11       8.5983598107E-005
#    -20    12       7.2842883512E-005
#    -20    13       3.6973576109E-005
#    -20    14       6.0252243263E-005
#    -20    15       8.2813135723E-006
#    -20    16       3.9537084287E-006
#    -19    -8       1.2865129433E-006
#    -19    -7       4.6672619346E-007
#    -19    -6       4.5967720884E-006
#    -19    -5       1.1612759839E-005
#    -19    -4       2.1741247941E-005
#    -19    -3       2.1368828521E-005
#    -19    -2       4.0640483757E-005
#    -19    -1       1.2631458540E-004
#    -19     0       2.3784598884E-004
#    -19     1       2.2380742623E-004
#    -19     2       1.7527408570E-004
#    -19     3       2.1907493188E-004
#    -19     4       1.9278035768E-004
#    -19     5       6.4382955512E-005
#    -19     6       2.8729844384E-006
#    -19     7       3.0856360933E-006
#    -19     8       1.8979405189E-005
#    -19     9       5.7489157165E-005
#    -19    10       7.2271887594E-005
#    -19    11       6.5506198722E-005
#    -19    12       5.3300248314E-005
#    -19    13       4.7203722654E-005
#    -19    14       1.4736903293E-005
#    -19    15       4.3413006801E-006
#    -19    16       1.1066609881E-006
#    -18    -9       4.0549785448E-007
#    -18    -8       4.5781224301E-007
#    -18    -7       5.4440485468E-006
#    -18    -6       3.2346684440E-005
#    -18    -5       3.2326660723E-005
#    -18    -4       2.4831559856E-005
#    -18    -3       1.1210401881E-005
#    -18    -2       9.4792137486E-005
#    -18    -1       2.2380356262E-004
#    -18     0       3.7578579614E-004
#    -18     1       1.9533146233E-004
#    -18     2       2.1259175623E-004
#    -18     3       1.7994919012E-003
#    -18     4       2.7994109314E-004
#    -18     5       1.1841231891E-004
#    -18     6       1.2644123637E-003
#    -18     7       5.1159939663E-005
#    -18     8       3.1388325085E-005
#    -18     9       4.8546028608E-004
#    -18    10       1.2108458309E-005
#    -18    11       1.3256244852E-005
#    -18    12       1.0829994058E-005
#    -18    13       4.9698540829E-005
#    -18    14       2.5371938751E-005
#    -18    15       4.2869027893E-005
#    -18    16       2.9787239257E-006
#    -17   -10       6.0338264742E-007
#    -17    -9       1.4489226133E-007
#    -17    -8       3.4700529330E-006
#    -17    -7       2.1856958259E-005
#    -17    -6       5.4889132808E-005
#    -17    -5       4.6829940886E-005
#    -17    -4       2.9136376913E-005
#    -17    -3       7.9807739764E-005
#    -17    -2       1.7527006217E-004
#    -17    -1       1.9532605257E-004
#    -17     0       1.3633851206E-004
#    -17     1       8.8227139677E-005
#    -17     2       2.1448095713E-004
#    -17     3       5.0877501257E-004
#    -17     4       5.8454269959E-004
#    -17     5       4.0475564463E-004
#    -17     6       4.4266943950E-004
#    -17     7       5.4742904761E-004
#    -17     8       3.5638087205E-004
#    -17     9       1.8390214074E-004
#    -17    10       8.2780181589E-005
#    -17    11       5.1003242532E-005
#    -17    12       5.4285162453E-005
#    -17    13       6.9304442127E-005
#    -17    14       3.1019511543E-005
#    -17    15       1.0213021505E-005
#    -17    16       1.0477499895E-005
#    -16   -10       5.3706048514E-009
#    -16    -9       2.4536479608E-006
#    -16    -8       1.9483612511E-005
#    -16    -7       7.6464259716E-005
#    -16    -6       9.3833743839E-005
#    -16    -5       4.7893879449E-005
#    -16    -4       8.8808314875E-005
#    -16    -3       2.1907131339E-004
#    -16    -2       2.1258679960E-004
#    -16    -1       8.8223924640E-005
#    -16     0       5.8999081988E-005
#    -16     1       6.5413165256E-005
#    -16     2       3.9801550233E-004
#    -16     3       9.6372546946E-004
#    -16     4       9.9531054070E-004
#    -16     5       8.1869572863E-004
#    -16     6       1.1572230716E-003
#    -16     7       1.1430358842E-003
#    -16     8       7.0036145314E-004
#    -16     9       3.7597023653E-004
#    -16    10       1.7746927601E-004
#    -16    11       1.2896157969E-004
#    -16    12       1.2408721976E-004
#    -16    13       7.0348367770E-005
#    -16    14       5.5919758307E-005
#    -16    15       5.9572196949E-005
#    -16    16       2.5166597080E-005
#    -15   -11       8.5965654593E-007
#    -15   -10       1.6538180616E-006
#    -15    -9       1.0303246984E-005
#    -15    -8       6.0124939960E-005
#    -15    -7       1.1615581485E-004
#    -15    -6       1.3895048450E-004
#    -15    -5       5.4951100238E-005
#    -15    -4       1.9278509203E-004
#    -15    -3       1.7995018170E-003
#    -15    -2       2.1447995802E-004
#    -15    -1       6.5410676295E-005
#    -15     0       2.1254395538E-003
#    -15     1       6.4183493892E-005
#    -15     2       4.7103540858E-004
#    -15     3       2.9766758045E-003
#    -15     4       6.9383206458E-004
#    -15     5       6.8487645609E-004
#    -15     6       6.6696729763E-003
#    -15     7       9.6974873382E-004
#    -15     8       6.4019767242E-004
#    -15     9       3.4187303660E-003
#    -15    10       1.4862185184E-004
#    -15    11       1.6402846726E-004
#    -15    12       9.1737096400E-004
#    -15    13       5.8181556971E-005
#    -15    14       5.4268146923E-005
#    -15    15       6.4815827810E-004
#    -15    16       4.5563914709E-005
#    -14   -12       9.3897530558E-007
#    -14   -11       1.4977551810E-006
#    -14   -10       1.3430016612E-005
#    -14    -9       5.0717566597E-005
#    -14    -8       9.0109218314E-005
#    -14    -7       8.0777313637E-005
#    -14    -6       2.0292286384E-005
#    -14    -5       6.4390127281E-005
#    -14    -4       2.7995133112E-004
#    -14    -3       5.0875650332E-004
#    -14    -2       3.9799997672E-004
#    -14    -1       6.4181329512E-005
#    -14     0       1.5712104086E-004
#    -14     1       3.1986351712E-004
#    -14     2       1.6285374374E-004
#    -14     3       1.7183361103E-004
#    -14     4       2.1547846878E-004
#    -14     5       3.9223890807E-004
#    -14     6       1.0268061500E-003
#    -14     7       1.3725814012E-003
#    -14     8       8.8289392692E-004
#    -14     9       2.9301158748E-004
#    -14    10       2.3277833191E-004
#    -14    11       1.8180153766E-004
#    -14    12       1.1325617489E-004
#    -14    13       2.6803046170E-005
#    -14    14       1.5798277205E-004
#    -14    15       1.4081174585E-004
#    -14    16       3.6927245794E-005
#    -13   -13       1.4544812695E-006
#    -13   -12       6.0408458924E-007
#    -13   -11       1.4868039461E-005
#    -13   -10       4.7531401629E-005
#    -13    -9       9.4834831434E-005
#    -13    -8       8.2879668875E-005
#    -13    -7       2.5059515332E-005
#    -13    -6       2.8751817526E-006
#    -13    -5       1.1840555403E-004
#    -13    -4       5.8449548494E-004
#    -13    -3       9.6368023115E-004
#    -13    -2       4.7102097568E-004
#    -13    -1       3.1985341993E-004
#    -13     0       1.0058791308E-003
#    -13     1       5.3980675448E-004
#    -13     2       5.8694644628E-005
#    -13     3       6.3645534424E-004
#    -13     4       9.5818896459E-004
#    -13     5       1.3931897995E-003
#    -13     6       2.4380805542E-003
#    -13     7       2.5494806726E-003
#    -13     8       1.0849871038E-003
#    -13     9       5.7350474745E-004
#    -13    10       3.8797642699E-004
#    -13    11       2.4505335844E-004
#    -13    12       1.2181039673E-004
#    -13    13       1.7495667156E-004
#    -13    14       4.0602825538E-004
#    -13    15       9.1571889250E-005
#    -12   -13       6.7643982122E-007
#    -12   -12       2.2077749466E-006
#    -12   -11       4.9596284577E-005
#    -12   -10       9.4283739939E-005
#    -12    -9       3.7218350279E-004
#    -12    -8       4.6711216162E-005
#    -12    -7       3.0860575515E-006
#    -12    -6       1.2644324518E-003
#    -12    -5       4.0469823171E-004
#    -12    -4       9.9524853586E-004
#    -12    -3       2.9767989235E-003
#    -12    -2       1.6285857940E-004
#    -12    -1       5.3979505352E-004
#    -12     0       1.1823511800E-002
#    -12     1       6.9659347378E-005
#    -12     2       4.3581945252E-004
#    -12     3       9.8306214768E-003
#    -12     4       1.1140090366E-003
#    -12     5       1.3916841253E-003
#    -12     6       8.0300545032E-003
#    -12     7       1.4776744172E-003
#    -12     8       6.3996700797E-004
#    -12     9       1.5012300170E-003
#    -12    10       5.8111199114E-004
#    -12    11       2.9512317001E-004
#    -12    12       1.2813901719E-003
#    -12    13       3.2730277230E-004
#    -12    14       5.6432721010E-004
#    -12    15       3.3376577006E-004
#    -11   -14       2.7533909421E-006
#    -11   -13       3.7790067862E-006
#    -11   -12       2.5196306902E-005
#    -11   -11       7.8929489389E-005
#    -11   -10       1.1100183881E-004
#    -11    -9       8.0268547559E-005
#    -11    -8       1.8981047325E-005
#    -11    -7       5.1146227097E-005
#    -11    -6       4.4258964744E-004
#    -11    -5       8.1861194436E-004
#    -11    -4       6.9386572500E-004
#    -11    -3       1.7187749384E-004
#    -11    -2       5.8675858779E-005
#    -11    -1       6.9659214871E-005
#    -11     0       1.3322966016E-004
#    -11     1       4.0229835855E-004
#    -11     2       2.9519605309E-004
#    -11     3       2.7156753776E-004
#    -11     4       1.0808810174E-004
#    -11     5       8.1452500759E-005
#    -11     6       3.1375641881E-004
#    -11     7       2.7515754516E-004
#    -11     8       1.4340908530E-004
#    -11     9       5.7874777532E-004
#    -11    10       5.9695275154E-004
#    -11    11       2.8631773048E-004
#    -11    12       8.5298989438E-005
#    -11    13       3.4532043796E-004
#    -11    14       3.5189392151E-005
#    -10   -14       2.8671399264E-006
#    -10   -13       1.1630652169E-005
#    -10   -12       5.1005214461E-005
#    -10   -11       9.7629119651E-005
#    -10   -10       1.1207544781E-004
#    -10    -9       5.7493720881E-005
#    -10    -8       3.1371250107E-005
#    -10    -7       5.4732454472E-004
#    -10    -6       1.1571080699E-003
#    -10    -5       6.8491194524E-004
#    -10    -4       2.1553825453E-004
#    -10    -3       6.3638656903E-004
#    -10    -2       4.3575255708E-004
#    -10    -1       4.0228700093E-004
#    -10     0       1.5838100498E-003
#    -10     1       9.1940861743E-004
#    -10     2       1.8861316902E-004
#    -10     3       1.0509554275E-003
#    -10     4       1.3537571707E-003
#    -10     5       8.1882840174E-004
#    -10     6       7.8362990085E-004
#    -10     7       5.7513474011E-004
#    -10     8       5.1880200070E-005
#    -10     9       5.1508337423E-004
#    -10    10       2.6386177326E-004
#    -10    11       8.4584356067E-005
#    -10    12       3.3271682580E-005
#    -10    13       8.7229075926E-005
#    -10    14       1.4506891476E-004
#     -9   -15       9.5573442272E-007
#     -9   -14       1.9382883629E-006
#     -9   -13       2.1338691715E-005
#     -9   -12       1.4452590952E-004
#     -9   -11       8.5990995835E-005
#     -9   -10       7.2272935979E-005
#     -9    -9       4.8548975922E-004
#     -9    -8       3.5628892205E-004
#     -9    -7       1.1429459528E-003
#     -9    -6       6.6701457675E-003
#     -9    -5       3.9235222608E-004
#     -9    -4       9.5809689460E-004
#     -9    -3       9.8309521501E-003
#     -9    -2       2.9515440602E-004
#     -9    -1       9.1939595679E-004
#     -9     0       2.9300035350E-002
#     -9     1       4.4978977105E-004
#     -9     2       1.4428329021E-003
#     -9     3       1.5691199741E-002
#     -9     4       1.9694871646E-003
#     -9     5       1.3014939721E-003
#     -9     6       8.0467272905E-003
#     -9     7       5.7851702178E-004
#     -9     8       1.0556192854E-006
#     -9     9       1.5412033625E-002
#     -9    10       6.9727668430E-005
#     -9    11       2.8559944137E-005
#     -9    12       3.1099884969E-003
#     -9    13       1.3049191715E-004
#     -8   -15       4.3048557354E-006
#     -8   -14       2.3586850688E-005
#     -8   -13       3.2347748421E-005
#     -8   -12       7.2852401594E-005
#     -8   -11       6.5501040211E-005
#     -8   -10       1.2102333591E-005
#     -8    -9       1.8383572406E-004
#     -8    -8       7.0031420456E-004
#     -8    -7       9.6987868238E-004
#     -8    -6       1.0270058954E-003
#     -8    -5       1.3931644116E-003
#     -8    -4       1.1138334367E-003
#     -8    -3       2.7153339264E-004
#     -8    -2       1.8863487386E-004
#     -8    -1       4.4980106730E-004
#     -8     0       1.4701786336E-004
#     -8     1       7.1811672929E-004
#     -8     2       1.2938530600E-003
#     -8     3       9.2936464086E-004
#     -8     4       2.5392736449E-004
#     -8     5       2.3637150387E-004
#     -8     6       8.1426718355E-004
#     -8     7       4.5582614405E-004
#     -8     8       1.1166768741E-005
#     -8     9       9.1372838798E-005
#     -8    10       3.2719663568E-004
#     -8    11       1.9326430998E-004
#     -8    12       4.6528006481E-004
#     -8    13       7.4644318850E-004
#     -7   -15       3.8137811380E-006
#     -7   -14       1.5938581516E-005
#     -7   -13       3.6985687369E-005
#     -7   -12       5.3303955013E-005
#     -7   -11       1.3250890137E-005
#     -7   -10       8.2735322453E-005
#     -7    -9       3.7591918815E-004
#     -7    -8       6.4033879272E-004
#     -7    -7       1.3727874383E-003
#     -7    -6       2.4380504598E-003
#     -7    -5       1.3915025720E-003
#     -7    -4       1.0808049410E-004
#     -7    -3       1.0510460504E-003
#     -7    -2       1.4428872212E-003
#     -7    -1       7.1813851513E-004
#     -7     0       1.2757909485E-003
#     -7     1       7.5440805960E-004
#     -7     2       7.3330499051E-005
#     -7     3       6.0619388203E-004
#     -7     4       7.8462149672E-004
#     -7     5       6.3987037048E-005
#     -7     6       2.1647653769E-004
#     -7     7       2.1815206253E-004
#     -7     8       5.9213852937E-004
#     -7     9       9.1615148743E-004
#     -7    10       8.2933936743E-004
#     -7    11       2.1709262514E-003
#     -7    12       1.0350822098E-003
#     -6   -16       6.9465763086E-006
#     -6   -15       4.3843589822E-005
#     -6   -14       6.0264723634E-005
#     -6   -13       4.7213964211E-005
#     -6   -12       1.0830407477E-005
#     -6   -11       5.0986479780E-005
#     -6   -10       1.7743543018E-004
#     -6    -9       3.4191096217E-003
#     -6    -8       8.8305619348E-004
#     -6    -7       2.5494518141E-003
#     -6    -6       8.0298631898E-003
#     -6    -5       8.1408649730E-005
#     -6    -4       1.3538932386E-003
#     -6    -3       1.5690893866E-002
#     -6    -2       1.2939253246E-003
#     -6    -1       7.5443374022E-004
#     -6     0       3.9233809289E-002
#     -6     1       4.0857424949E-004
#     -6     2       1.2605055921E-003
#     -6     3       1.5409553530E-002
#     -6     4       1.1209019333E-003
#     -6     5       2.3656892181E-004
#     -6     6       1.6822583151E-002
#     -6     7       4.5465650022E-004
#     -6     8       7.4546310970E-004
#     -6     9       1.4976593276E-002
#     -6    10       4.0114300770E-003
#     -6    11       1.9518421724E-003
#     -5   -16       8.6034386902E-006
#     -5   -15       8.2883658827E-006
#     -5   -14       1.4743053242E-005
#     -5   -13       4.9700045801E-005
#     -5   -12       5.4273368618E-005
#     -5   -11       1.2895146127E-004
#     -5   -10       1.4867226229E-004
#     -5    -9       2.9310463649E-004
#     -5    -8       1.0849642238E-003
#     -5    -7       1.4774730967E-003
#     -5    -6       3.1365938800E-004
#     -5    -5       8.1894836020E-004
#     -5    -4       1.9696199761E-003
#     -5    -3       9.2942493941E-004
#     -5    -2       7.3310559005E-005
#     -5    -1       4.0857890703E-004
#     -5     0       2.9824849144E-004
#     -5     1       3.4182765751E-004
#     -5     2       1.3013045146E-003
#     -5     3       8.6025403164E-004
#     -5     4       3.7129206406E-004
#     -5     5       3.4140953663E-004
#     -5     6       1.0643398955E-003
#     -5     7       1.0355809006E-003
#     -5     8       3.4340848035E-004
#     -5     9       2.8378941738E-003
#     -5    10       5.2366444776E-003
#     -5    11       1.5842199349E-003
#     -4   -16       3.9565825593E-006
#     -4   -15       4.3443194903E-006
#     -4   -14       2.5369136589E-005
#     -4   -13       6.9300002555E-005
#     -4   -12       1.2409169408E-004
#     -4   -11       1.6407177794E-004
#     -4   -10       2.3286465278E-004
#     -4    -9       5.7351141315E-004
#     -4    -8       6.3984149677E-004
#     -4    -7       2.7507306835E-004
#     -4    -6       7.8374897255E-004
#     -4    -5       1.3016243501E-003
#     -4    -4       2.5394535778E-004
#     -4    -3       6.0612070934E-004
#     -4    -2       1.2604608183E-003
#     -4    -1       3.4182511456E-004
#     -4     0       2.9264653507E-004
#     -4     1       3.0019667719E-004
#     -4     2       5.1143784283E-005
#     -4     3       1.8633835460E-004
#     -4     4       7.8667584121E-005
#     -4     5       1.1679770392E-003
#     -4     6       2.1475816956E-003
#     -4     7       6.2715500573E-004
#     -4     8       1.5799219285E-004
#     -4     9       7.1152577759E-003
#     -4    10       4.1920628326E-003
#     -3   -16       1.1070916460E-006
#     -3   -15       4.2869195785E-005
#     -3   -14       3.1013795899E-005
#     -3   -13       7.0343225550E-005
#     -3   -12       9.1744673518E-004
#     -3   -11       1.8185460153E-004
#     -3   -10       3.8803245529E-004
#     -3    -9       1.5012475018E-003
#     -3    -8       1.4334111620E-004
#     -3    -7       5.7523377158E-004
#     -3    -6       8.0463983839E-003
#     -3    -5       2.3642040761E-004
#     -3    -4       7.8453828673E-004
#     -3    -3       1.5409620614E-002
#     -3    -2       1.3012930054E-003
#     -3    -1       3.0019454022E-004
#     -3     0       7.6069105241E-003
#     -3     1       4.4017211381E-004
#     -3     2       2.7216381701E-004
#     -3     3       3.9206629319E-003
#     -3     4       4.9871172487E-004
#     -3     5       1.4362934557E-003
#     -3     6       5.8845713928E-002
#     -3     7       3.3882818313E-003
#     -3     8       1.2294257881E-003
#     -3     9       2.4018401405E-002
#     -2   -16       2.9796402927E-006
#     -2   -15       1.0212688393E-005
#     -2   -14       5.5913216947E-005
#     -2   -13       5.8177373355E-005
#     -2   -12       1.1327256712E-004
#     -2   -11       2.4508185923E-004
#     -2   -10       5.8111691448E-004
#     -2    -9       5.7869015484E-004
#     -2    -8       5.1848986320E-005
#     -2    -7       5.7861009725E-004
#     -2    -6       8.1435121037E-004
#     -2    -5       6.3964359801E-005
#     -2    -4       1.1208350524E-003
#     -2    -3       8.6025473569E-004
#     -2    -2       5.1133144610E-005
#     -2    -1       4.4015936406E-004
#     -2     0       4.4968881828E-005
#     -2     1       1.7045697992E-004
#     -2     2       1.5497354766E-004
#     -2     3       1.0308485920E-004
#     -2     4       1.1015551096E-004
#     -2     5       4.8499413368E-004
#     -2     6       1.9559336353E-003
#     -2     7       1.0393741076E-003
#     -2     8       2.3353057682E-004
#     -1   -16       1.0478137580E-005
#     -1   -15       5.9568046168E-005
#     -1   -14       5.4258508523E-005
#     -1   -13       2.6800754627E-005
#     -1   -12       1.2182058903E-004
#     -1   -11       2.9512177390E-004
#     -1   -10       5.9692175184E-004
#     -1    -9       5.1501756141E-004
#     -1    -8       1.0572729382E-006
#     -1    -7       4.5588112876E-004
#     -1    -6       2.1652403639E-004
#     -1    -5       2.3657222367E-004
#     -1    -4       3.7129662325E-004
#     -1    -3       1.8631591107E-004
#     -1    -2       2.7213897217E-004
#     -1    -1       1.7046637560E-004
#     -1     0       7.9613074285E-004
#     -1     1       1.3926039211E-003
#     -1     2       6.6361188690E-004
#     -1     3       1.6896622895E-003
#     -1     4       1.4435457770E-003
#     -1     5       6.8604916505E-004
#     -1     6       1.0111799119E-003
#     -1     7       1.9645088135E-003
#      0   -16       2.5163996962E-005
#      0   -15       6.4812489014E-004
#      0   -14       1.5796280964E-004
#      0   -13       1.7496223605E-004
#      0   -12       1.2813761038E-003
#      0   -11       2.8629867576E-004
#      0   -10       2.6382961706E-004
#      0    -9       1.5412192098E-002
#      0    -8       1.1178077458E-005
#      0    -7       2.1820516595E-004
#      0    -6       1.6822124194E-002
#      0    -5       3.4143207507E-004
#      0    -4       7.8647827388E-005
#      0    -3       3.9207714156E-003
#      0    -2       1.5498273044E-004
#      0    -1       1.3926293595E-003
#      0     0       3.9118591931E-002
#      0     1       2.8690384239E-003
#      0     2       9.2567907826E-004
#      0     3       7.1957420205E-003
#      0     4       1.5211665574E-003
#      0     5       8.7216121273E-004
#      0     6       9.9122723507E-003
#      1   -16       4.5554776336E-005
#      1   -15       1.4079625895E-004
#      1   -14       4.0603093827E-004
#      1   -13       3.2730531417E-004
#      1   -12       8.5296059691E-005
#      1   -11       8.4563888996E-005
#      1   -10       6.9699711062E-005
#      1    -9       9.1384276793E-005
#      1    -8       5.9217800974E-004
#      1    -7       4.5474826611E-004
#      1    -6       1.0644428716E-003
#      1    -5       1.1680775306E-003
#      1    -4       4.9876737931E-004
#      1    -3       1.0309430435E-004
#      1    -2       6.6363773450E-004
#      1    -1       2.8690682106E-003
#      1     0       2.8583027754E-003
#      1     1       6.4857307199E-005
#      1     2       1.2006682626E-003
#      1     3       2.4273492697E-003
#      1     4       2.3136077969E-004
#      1     5       2.6465689027E-003
#      2   -16       3.6921645945E-005
#      2   -15       9.1574827027E-005
#      2   -14       5.6431172316E-004
#      2   -13       3.4531901182E-004
#      2   -12       3.3275267528E-005
#      2   -11       2.8562298362E-005
#      2   -10       3.2723977101E-004
#      2    -9       9.1622695832E-004
#      2    -8       7.4554785219E-004
#      2    -7       1.0356998202E-003
#      2    -6       2.1476752786E-003
#      2    -5       1.4363498943E-003
#      2    -4       1.1014548120E-004
#      2    -3       1.6896385299E-003
#      2    -2       9.2566577997E-004
#      2    -1       6.4853435864E-005
#      2     0       1.9816040775E-004
#      2     1       3.5122500756E-003
#      2     2       3.4473667317E-003
#      2     3       1.0650738292E-003
#      3   -15       3.3376616551E-004
#      3   -14       3.5185699127E-005
#      3   -13       8.7222291569E-005
#      3   -12       3.1100855243E-003
#      3   -11       1.9329952781E-004
#      3   -10       8.2943852637E-004
#      3    -9       1.4976150346E-002
#      3    -8       3.4344580473E-004
#      3    -7       6.2715072696E-004
#      3    -6       5.8845618017E-002
#      3    -5       4.8499072572E-004
#      3    -4       1.4435222254E-003
#      3    -3       7.1957625223E-003
#      3    -2       1.2006390925E-003
#      3    -1       3.5122616864E-003
#      3     0       5.8332325665E-002
#      3     1       3.3944424060E-003
#      3     2       1.1794469070E-003
#      4   -14       1.4505782538E-004
#      4   -13       1.3047983862E-004
#      4   -12       4.6528670269E-004
#      4   -11       2.1710094381E-003
#      4   -10       4.0115795384E-003
#      4    -9       2.8380054855E-003
#      4    -8       1.5799143697E-004
#      4    -7       3.3882605715E-003
#      4    -6       1.9559260713E-003
#      4    -5       6.8605167847E-004
#      4    -4       1.5211384223E-003
#      4    -3       2.4273163411E-003
#      4    -2       3.4473475762E-003
#      4    -1       3.3944418758E-003
#      4     0       9.7792961266E-003
#      5   -13       7.4641756256E-004
#      5   -12       1.0350739928E-003
#      5   -11       1.9519338251E-003
#      5   -10       5.2368066781E-003
#      5    -9       7.1153688129E-003
#      5    -8       1.2294130963E-003
#      5    -7       1.0393380559E-003
#      5    -6       1.0112025701E-003
#      5    -5       8.7215825811E-004
#      5    -4       2.3135270537E-004
#      5    -3       1.0650871897E-003
#      5    -2       1.1794587552E-003
#      6   -11       1.5842613894E-003
#      6   -10       4.1921444860E-003
#      6    -9       2.4018185735E-002
#      6    -8       2.3353619756E-004
#      6    -7       1.9645059695E-003
#      6    -6       9.9122547954E-003
#      6    -5       2.6465806740E-003
