 Diffraction intensities for potential:6x6MoS2_ikbt_4_mu_half10001.in          
#    -20    24       3.3863127711E-006
#    -20    25       9.1332010089E-006
#    -20    26       8.6862028213E-006
#    -20    27       9.4442268761E-006
#    -20    28       6.1190083024E-006
#    -19   -29       8.7993170492E-008
#    -19   -28       8.7462310667E-008
#    -19   -27       2.7743922206E-007
#    -19   -26       4.3283456508E-007
#    -19   -25       6.1119211902E-007
#    -19   -24       5.4367963649E-007
#    -19   -23       8.8350415794E-007
#    -19   -22       1.0211178951E-006
#    -19   -21       2.5228744014E-006
#    -19   -20       6.0174851835E-006
#    -19   -19       1.3759238229E-005
#    -19   -18       2.8583914992E-005
#    -19   -17       3.7317158356E-005
#    -19   -16       2.5031750514E-005
#    -19   -15       1.5088996487E-005
#    -19   -14       2.1142438233E-005
#    -19   -13       3.3210927785E-005
#    -19   -12       7.5643368934E-005
#    -19   -11       9.8485572124E-005
#    -19   -10       3.5225233572E-005
#    -19    -9       1.2480518927E-005
#    -19    -8       5.8045587264E-005
#    -19    -7       1.0399658125E-004
#    -19    -6       2.1151262768E-004
#    -19    -5       2.4714011027E-004
#    -19    -4       6.9481714036E-005
#    -19    -3       1.5238821995E-005
#    -19    -2       1.1947368479E-004
#    -19    -1       2.3196993623E-004
#    -19     0       4.7648096253E-004
#    -19     1       5.3424394523E-004
#    -19     2       1.9981006642E-004
#    -19     3       4.9471858205E-005
#    -19     4       6.6906955016E-005
#    -19     5       7.7027804119E-005
#    -19     6       1.5067883754E-004
#    -19     7       1.5757693030E-004
#    -19     8       1.1696680135E-004
#    -19     9       1.8014026251E-004
#    -19    10       1.4167529848E-004
#    -19    11       4.5520718619E-005
#    -19    12       7.8703611768E-005
#    -19    13       5.9554867927E-005
#    -19    14       3.4368603598E-005
#    -19    15       8.6349209311E-005
#    -19    16       1.2288818719E-006
#    -19    17       1.0617505146E-004
#    -19    18       3.1064580439E-004
#    -19    19       3.2709520021E-004
#    -19    20       1.1479376281E-004
#    -19    21       6.6011973668E-006
#    -19    22       5.3137911498E-006
#    -19    23       6.1993405397E-006
#    -19    24       1.8602516971E-005
#    -19    25       2.4316884487E-006
#    -19    26       2.5232387979E-005
#    -19    27       2.2384225467E-005
#    -19    28       1.5714966993E-005
#    -18   -30       3.3684147142E-007
#    -18   -29       5.7941008131E-008
#    -18   -28       9.6201105991E-008
#    -18   -27       4.0306575398E-007
#    -18   -26       4.4415723962E-007
#    -18   -25       7.3141506239E-007
#    -18   -24       1.5873651007E-005
#    -18   -23       9.3440751019E-007
#    -18   -22       1.8900872611E-006
#    -18   -21       5.1119869953E-006
#    -18   -20       1.1685155953E-005
#    -18   -19       2.7510372200E-005
#    -18   -18       4.3292767387E-004
#    -18   -17       4.1967346570E-005
#    -18   -16       2.3582556372E-005
#    -18   -15       2.5373179355E-005
#    -18   -14       3.5819337903E-005
#    -18   -13       7.8948746442E-005
#    -18   -12       3.4160465606E-003
#    -18   -11       1.2193879010E-004
#    -18   -10       3.1426285482E-005
#    -18    -9       4.3534534381E-005
#    -18    -8       8.8708426396E-005
#    -18    -7       2.1847360291E-004
#    -18    -6       1.2417609602E-002
#    -18    -5       3.0133967128E-004
#    -18    -4       3.0180104236E-005
#    -18    -3       3.8236400463E-005
#    -18    -2       1.6796210957E-004
#    -18    -1       5.3424754276E-004
#    -18     0       3.1840532378E-002
#    -18     1       6.5884937857E-004
#    -18     2       1.3350395916E-004
#    -18     3       2.7081155860E-005
#    -18     4       6.1614405557E-005
#    -18     5       2.1606824239E-004
#    -18     6       2.5266961713E-002
#    -18     7       2.8872026524E-004
#    -18     8       1.7394184980E-004
#    -18     9       1.6204160464E-004
#    -18    10       8.0845446732E-005
#    -18    11       1.1935273611E-004
#    -18    12       1.2976252101E-002
#    -18    13       8.1882506763E-005
#    -18    14       3.3123022915E-005
#    -18    15       8.5659160765E-006
#    -18    16       5.3018283526E-005
#    -18    17       2.8690221624E-004
#    -18    18       1.2355062131E-002
#    -18    19       3.0680772871E-004
#    -18    20       7.0608218275E-005
#    -18    21       7.9676667100E-006
#    -18    22       4.6774842667E-007
#    -18    23       2.8642500667E-005
#    -18    24       1.9790156667E-003
#    -18    25       4.7556809682E-005
#    -18    26       1.4618758224E-005
#    -18    27       3.1146622916E-005
#    -17   -30       1.8172278109E-007
#    -17   -29       2.5464348224E-008
#    -17   -28       1.6054661736E-007
#    -17   -27       3.9733965245E-007
#    -17   -26       5.1761951967E-007
#    -17   -25       6.2989192634E-007
#    -17   -24       4.1838392683E-007
#    -17   -23       9.3020792825E-007
#    -17   -22       2.8271240624E-006
#    -17   -21       7.5400148445E-006
#    -17   -20       1.5479518181E-005
#    -17   -19       3.4424816374E-005
#    -17   -18       4.0754583611E-005
#    -17   -17       2.8531206294E-005
#    -17   -16       3.0328400299E-005
#    -17   -15       3.8853830783E-005
#    -17   -14       5.6350809507E-005
#    -17   -13       1.1228412117E-004
#    -17   -12       1.6904473472E-004
#    -17   -11       7.5863517636E-005
#    -17   -10       5.8485858984E-005
#    -17    -9       9.3533125884E-005
#    -17    -8       1.2762619596E-004
#    -17    -7       3.1228787804E-004
#    -17    -6       4.7423597828E-004
#    -17    -5       1.6390718167E-004
#    -17    -4       4.0899979111E-006
#    -17    -3       5.5317393191E-005
#    -17    -2       1.9978516844E-004
#    -17    -1       6.5885569618E-004
#    -17     0       9.1430801110E-004
#    -17     1       3.3380184008E-004
#    -17     2       2.2661825402E-005
#    -17     3       9.0413639016E-006
#    -17     4       4.7551388270E-005
#    -17     5       2.8916045337E-004
#    -17     6       5.4324836997E-004
#    -17     7       2.4499487327E-004
#    -17     8       1.2095514476E-004
#    -17     9       5.9066163393E-005
#    -17    10       6.4554497935E-005
#    -17    11       1.4533739367E-004
#    -17    12       2.2157488692E-004
#    -17    13       3.2064880619E-005
#    -17    14       4.0474559881E-005
#    -17    15       1.3715942489E-005
#    -17    16       1.3797723426E-004
#    -17    17       3.4862138399E-004
#    -17    18       1.2062597886E-004
#    -17    19       5.9173366289E-005
#    -17    20       6.0233912535E-007
#    -17    21       8.0135520562E-006
#    -17    22       1.9321231493E-005
#    -17    23       2.4887400008E-005
#    -17    24       1.1527134291E-004
#    -17    25       5.9953150702E-005
#    -17    26       2.3645321624E-005
#    -17    27       1.9384034188E-005
#    -16   -31       2.3659146261E-008
#    -16   -30       8.4469056657E-008
#    -16   -29       1.3085423922E-007
#    -16   -28       1.6884801977E-007
#    -16   -27       3.3621935125E-007
#    -16   -26       2.4986427061E-007
#    -16   -25       1.7031488538E-007
#    -16   -24       2.3793869102E-007
#    -16   -23       1.1726982985E-006
#    -16   -22       3.8808339720E-006
#    -16   -21       8.7243990707E-006
#    -16   -20       1.4066226178E-005
#    -16   -19       1.8218952210E-005
#    -16   -18       1.9554572668E-005
#    -16   -17       2.4500279556E-005
#    -16   -16       3.9747340500E-005
#    -16   -15       5.2068000021E-005
#    -16   -14       5.4179146183E-005
#    -16   -13       7.4791949728E-005
#    -16   -12       6.4967897755E-005
#    -16   -11       7.1941674268E-005
#    -16   -10       1.2522966935E-004
#    -16    -9       1.3973894182E-004
#    -16    -8       1.4115643262E-004
#    -16    -7       2.1685001666E-004
#    -16    -6       1.6115219496E-004
#    -16    -5       4.4054320962E-005
#    -16    -4       3.8953694158E-005
#    -16    -3       4.9434499580E-005
#    -16    -2       1.3349055085E-004
#    -16    -1       3.3380432860E-004
#    -16     0       2.6571836142E-004
#    -16     1       7.4542479485E-005
#    -16     2       3.4947980128E-005
#    -16     3       2.1937857693E-005
#    -16     4       1.7598995292E-005
#    -16     5       1.4420614807E-004
#    -16     6       1.5773848057E-004
#    -16     7       1.0080388759E-004
#    -16     8       2.3047420991E-005
#    -16     9       2.4862687752E-005
#    -16    10       5.8841189573E-005
#    -16    11       5.2977694415E-005
#    -16    12       3.3460870020E-006
#    -16    13       7.8140124977E-005
#    -16    14       6.5920033775E-005
#    -16    15       3.4973183073E-005
#    -16    16       7.3016539560E-005
#    -16    17       8.6272805128E-005
#    -16    18       3.0325900084E-005
#    -16    19       1.5533671343E-005
#    -16    20       4.1281886712E-005
#    -16    21       7.9315932623E-005
#    -16    22       5.3587473757E-005
#    -16    23       1.2353308007E-005
#    -16    24       3.1716412983E-005
#    -16    25       3.0439421848E-005
#    -16    26       2.3239571367E-005
#    -15   -31       1.2499925856E-010
#    -15   -30       9.6077356328E-009
#    -15   -29       1.0784637439E-007
#    -15   -28       1.3075155470E-007
#    -15   -27       8.9703387550E-008
#    -15   -26       3.3299773319E-008
#    -15   -25       8.5833630465E-008
#    -15   -24       6.0922247696E-007
#    -15   -23       1.8403281023E-006
#    -15   -22       3.2286959507E-006
#    -15   -21       4.7715796834E-006
#    -15   -20       7.0223020775E-006
#    -15   -19       8.9984739203E-006
#    -15   -18       1.4601276860E-005
#    -15   -17       2.6860961438E-005
#    -15   -16       3.5259032471E-005
#    -15   -15       3.1752226143E-005
#    -15   -14       2.4897367972E-005
#    -15   -13       3.0203590527E-005
#    -15   -12       5.9811848899E-005
#    -15   -11       1.1455864923E-004
#    -15   -10       1.5740909615E-004
#    -15    -9       1.2225787161E-004
#    -15    -8       8.1474703229E-005
#    -15    -7       7.1171376578E-005
#    -15    -6       4.0298741237E-005
#    -15    -5       4.4496933933E-005
#    -15    -4       6.6874309437E-005
#    -15    -3       2.7059155742E-005
#    -15    -2       2.2664685498E-005
#    -15    -1       7.4548162473E-005
#    -15     0       6.3807784116E-005
#    -15     1       6.6863412556E-005
#    -15     2       8.8474397881E-005
#    -15     3       4.1405092998E-005
#    -15     4       8.6195145168E-006
#    -15     5       4.2378190547E-005
#    -15     6       4.0338135112E-005
#    -15     7       1.5053040369E-005
#    -15     8       3.2112081923E-005
#    -15     9       6.8466301027E-005
#    -15    10       6.5486785182E-005
#    -15    11       1.0693966332E-005
#    -15    12       4.9729843203E-005
#    -15    13       1.2100725549E-004
#    -15    14       9.8301826057E-005
#    -15    15       5.5198927768E-005
#    -15    16       3.3290218753E-005
#    -15    17       1.3914512226E-005
#    -15    18       3.0749260978E-005
#    -15    19       1.0191153627E-004
#    -15    20       1.3787028025E-004
#    -15    21       1.1508758422E-004
#    -15    22       3.7326510608E-005
#    -15    23       1.7231518929E-005
#    -15    24       2.4174366487E-005
#    -15    25       5.1587857315E-006
#    -14   -31       7.3793682945E-008
#    -14   -30       6.4217348037E-008
#    -14   -29       6.8158521973E-008
#    -14   -28       2.8525473786E-007
#    -14   -27       2.2295230490E-008
#    -14   -26       1.8489297889E-007
#    -14   -25       7.4100815487E-007
#    -14   -24       1.7313630452E-006
#    -14   -23       2.9543726177E-006
#    -14   -22       4.8444539607E-006
#    -14   -21       5.6308879901E-006
#    -14   -20       7.3877184645E-006
#    -14   -19       1.0134684444E-005
#    -14   -18       1.7263972180E-005
#    -14   -17       2.6437393592E-005
#    -14   -16       2.7477901847E-005
#    -14   -15       1.4837428435E-005
#    -14   -14       2.1155358399E-005
#    -14   -13       4.8449768524E-005
#    -14   -12       8.9490181506E-005
#    -14   -11       1.5595215989E-004
#    -14   -10       1.5322704559E-004
#    -14    -9       6.4354574645E-005
#    -14    -8       1.7762960051E-005
#    -14    -7       1.8186441775E-005
#    -14    -6       2.7706557362E-005
#    -14    -5       7.6998170646E-005
#    -14    -4       6.1587891715E-005
#    -14    -3       9.0370679989E-006
#    -14    -2       3.4953660655E-005
#    -14    -1       6.6866631093E-005
#    -14     0       6.7572262409E-005
#    -14     1       1.0476408894E-004
#    -14     2       9.3251902687E-005
#    -14     3       6.9965219188E-005
#    -14     4       7.1565095493E-005
#    -14     5       5.5118632566E-005
#    -14     6       2.5263609368E-005
#    -14     7       4.6900743646E-005
#    -14     8       7.9389593857E-005
#    -14     9       1.3302215755E-004
#    -14    10       9.7296158639E-005
#    -14    11       4.0664578032E-005
#    -14    12       1.1559321315E-004
#    -14    13       1.4875128444E-004
#    -14    14       1.5114377559E-004
#    -14    15       1.0854249894E-004
#    -14    16       4.6850969461E-005
#    -14    17       5.0654822977E-005
#    -14    18       1.3899429659E-004
#    -14    19       2.0075147969E-004
#    -14    20       1.2614417094E-004
#    -14    21       1.5201765639E-004
#    -14    22       4.0456256080E-005
#    -14    23       3.6354759454E-005
#    -14    24       5.4967947872E-005
#    -14    25       3.8738301530E-005
#    -13   -32       1.2057237859E-008
#    -13   -31       7.6881093492E-008
#    -13   -30       3.7043253983E-007
#    -13   -29       9.0271903040E-008
#    -13   -28       6.6066211325E-008
#    -13   -27       2.6923700685E-007
#    -13   -26       7.9999164299E-007
#    -13   -25       2.0526377482E-006
#    -13   -24       4.5668807765E-006
#    -13   -23       7.2369177579E-006
#    -13   -22       8.0748168109E-006
#    -13   -21       9.9122067927E-006
#    -13   -20       9.8905187031E-006
#    -13   -19       1.6131266555E-005
#    -13   -18       3.4015016221E-005
#    -13   -17       4.8336599937E-005
#    -13   -16       3.2289872439E-005
#    -13   -15       2.4276886194E-005
#    -13   -14       5.1602210979E-005
#    -13   -13       9.2362161956E-005
#    -13   -12       2.0448079449E-004
#    -13   -11       2.8689722185E-004
#    -13   -10       1.3928814353E-004
#    -13    -9       2.7687978056E-005
#    -13    -8       2.4622775263E-005
#    -13    -7       3.5252711027E-005
#    -13    -6       1.5065207183E-004
#    -13    -5       2.1603935312E-004
#    -13    -4       4.7539239001E-005
#    -13    -3       2.1938550058E-005
#    -13    -2       8.8472217771E-005
#    -13    -1       1.0476622074E-004
#    -13     0       1.9662991529E-004
#    -13     1       2.3820955176E-004
#    -13     2       1.0282390185E-004
#    -13     3       1.0011438533E-004
#    -13     4       1.3189469512E-004
#    -13     5       1.0177032473E-004
#    -13     6       6.9594153515E-005
#    -13     7       1.4812292855E-004
#    -13     8       2.0480642091E-004
#    -13     9       1.9789569638E-004
#    -13    10       6.8573294285E-005
#    -13    11       5.8808072556E-005
#    -13    12       3.5937549117E-004
#    -13    13       2.6204602840E-004
#    -13    14       1.4398022152E-004
#    -13    15       1.6231794118E-004
#    -13    16       5.3367180203E-005
#    -13    17       1.4540424714E-004
#    -13    18       3.3320159548E-004
#    -13    19       5.1837321465E-004
#    -13    20       2.4115786590E-004
#    -13    21       1.7183848416E-006
#    -13    22       7.8564095716E-005
#    -13    23       6.9001960281E-005
#    -13    24       9.9565469306E-005
#    -12   -32       4.3335726867E-008
#    -12   -31       9.0527471482E-008
#    -12   -30       3.0384094369E-006
#    -12   -29       2.8318847643E-007
#    -12   -28       1.6149586070E-007
#    -12   -27       4.2497162281E-007
#    -12   -26       1.1442748051E-006
#    -12   -25       4.0213372675E-006
#    -12   -24       6.8560920599E-005
#    -12   -23       9.1022776485E-006
#    -12   -22       9.0395042601E-006
#    -12   -21       1.1891492274E-005
#    -12   -20       1.6749212390E-005
#    -12   -19       3.7611095967E-005
#    -12   -18       1.4773749322E-003
#    -12   -17       6.0006523296E-005
#    -12   -16       3.3460045056E-005
#    -12   -15       5.6075602454E-005
#    -12   -14       1.0128003955E-004
#    -12   -13       2.0856267150E-004
#    -12   -12       9.9046202290E-003
#    -12   -11       3.2619999240E-004
#    -12   -10       1.0018021121E-004
#    -12    -9       5.3732586012E-005
#    -12    -8       5.0534568468E-005
#    -12    -7       1.5756340680E-004
#    -12    -6       2.5267112820E-002
#    -12    -5       2.8914785574E-004
#    -12    -4       1.7598777385E-005
#    -12    -3       4.1400876169E-005
#    -12    -2       9.3249538610E-005
#    -12    -1       2.3821717876E-004
#    -12     0       4.3196269224E-002
#    -12     1       3.2299059010E-004
#    -12     2       1.1621429570E-004
#    -12     3       1.4887734129E-004
#    -12     4       1.4976126594E-004
#    -12     5       2.2449912270E-004
#    -12     6       2.2722053135E-002
#    -12     7       3.3885668251E-004
#    -12     8       2.6811975482E-004
#    -12     9       1.9109800962E-004
#    -12    10       7.5657591211E-005
#    -12    11       2.2034809248E-004
#    -12    12       1.6049791539E-002
#    -12    13       2.4260246525E-004
#    -12    14       7.9246083739E-005
#    -12    15       8.6823164657E-006
#    -12    16       6.7374598092E-005
#    -12    17       2.9898386961E-004
#    -12    18       2.2721951718E-002
#    -12    19       4.3253366798E-004
#    -12    20       2.7622226591E-004
#    -12    21       1.4724641686E-004
#    -12    22       9.3018914118E-005
#    -12    23       1.4931056504E-004
#    -11   -32       3.8123089313E-008
#    -11   -31       3.0067435432E-007
#    -11   -30       2.5511700202E-007
#    -11   -29       2.7491983036E-007
#    -11   -28       4.4045657753E-007
#    -11   -27       7.3950755342E-007
#    -11   -26       1.9950026115E-006
#    -11   -25       3.5113325469E-006
#    -11   -24       3.6646194680E-006
#    -11   -23       6.0150078707E-006
#    -11   -22       9.2794880963E-006
#    -11   -21       1.4037850983E-005
#    -11   -20       1.8432226130E-005
#    -11   -19       3.8462173361E-005
#    -11   -18       4.3299263929E-005
#    -11   -17       2.5337260288E-005
#    -11   -16       4.8749215189E-005
#    -11   -15       9.1762388408E-005
#    -11   -14       1.5497882242E-004
#    -11   -13       2.9252020919E-004
#    -11   -12       4.4677994401E-004
#    -11   -11       1.7190992187E-004
#    -11   -10       9.3044201988E-005
#    -11    -9       1.2287176328E-004
#    -11    -8       1.1697250455E-004
#    -11    -7       2.8871786279E-004
#    -11    -6       5.4324643633E-004
#    -11    -5       1.4421237917E-004
#    -11    -4       8.6164223617E-006
#    -11    -3       6.9950442260E-005
#    -11    -2       1.0282174620E-004
#    -11    -1       3.2300210171E-004
#    -11     0       6.5222678710E-004
#    -11     1       2.3788890127E-004
#    -11     2       1.0431402394E-004
#    -11     3       1.3007116728E-004
#    -11     4       1.4151241901E-004
#    -11     5       3.1211954623E-004
#    -11     6       5.9566339256E-004
#    -11     7       3.4795701022E-004
#    -11     8       2.3632339140E-004
#    -11     9       9.9536724934E-005
#    -11    10       1.6028688866E-004
#    -11    11       3.1962820728E-004
#    -11    12       2.6929772405E-004
#    -11    13       3.9302678172E-005
#    -11    14       3.8727198097E-005
#    -11    15       2.0129827486E-006
#    -11    16       1.2337000795E-004
#    -11    17       4.3361396364E-004
#    -11    18       1.4578450548E-004
#    -11    19       2.6969689970E-004
#    -11    20       9.9928992277E-005
#    -11    21       1.1623891173E-004
#    -11    22       8.9758554222E-005
#    -11    23       8.5964790514E-005
#    -10   -32       2.1155236980E-008
#    -10   -31       2.5553285954E-008
#    -10   -30       9.3651679242E-008
#    -10   -29       2.2614239033E-007
#    -10   -28       1.8154583408E-007
#    -10   -27       3.0566392791E-007
#    -10   -26       1.0832427009E-006
#    -10   -25       1.6855078846E-006
#    -10   -24       1.5344617342E-006
#    -10   -23       2.6190858132E-006
#    -10   -22       5.6942201268E-006
#    -10   -21       1.4114769878E-005
#    -10   -20       1.2328722165E-005
#    -10   -19       8.2624745187E-006
#    -10   -18       3.3051685375E-006
#    -10   -17       1.6960685560E-005
#    -10   -16       6.1963129843E-005
#    -10   -15       1.3618940147E-004
#    -10   -14       1.4739629635E-004
#    -10   -13       1.7944239332E-004
#    -10   -12       1.0844592364E-004
#    -10   -11       7.3942232246E-005
#    -10   -10       1.5267358587E-004
#    -10    -9       1.8015063235E-004
#    -10    -8       1.7395148056E-004
#    -10    -7       2.4500906163E-004
#    -10    -6       1.5775185787E-004
#    -10    -5       4.2381292914E-005
#    -10    -4       7.1543797546E-005
#    -10    -3       1.0008944322E-004
#    -10    -2       1.1620784937E-004
#    -10    -1       2.3789218393E-004
#    -10     0       2.4745722175E-004
#    -10     1       1.8081145164E-004
#    -10     2       6.9861972514E-005
#    -10     3       6.5766832264E-005
#    -10     4       1.0228284400E-004
#    -10     5       1.7586479697E-004
#    -10     6       2.1096985876E-004
#    -10     7       2.6752203392E-004
#    -10     8       9.6454990303E-005
#    -10     9       1.0056704020E-004
#    -10    10       1.7424620202E-004
#    -10    11       1.8415009065E-004
#    -10    12       1.9966960672E-005
#    -10    13       9.7616667575E-005
#    -10    14       5.7159298263E-005
#    -10    15       2.4337805188E-005
#    -10    16       5.4434653347E-005
#    -10    17       7.1022886086E-005
#    -10    18       2.5169987093E-004
#    -10    19       1.4525382206E-004
#    -10    20       1.9235670279E-004
#    -10    21       8.1475188155E-005
#    -10    22       4.6675307067E-005
#     -9   -33       2.2644573826E-008
#     -9   -32       7.6105798285E-008
#     -9   -31       1.3010450917E-007
#     -9   -30       2.3555206873E-007
#     -9   -29       2.9754855410E-007
#     -9   -28       7.4872012437E-007
#     -9   -27       6.1071049351E-007
#     -9   -26       1.4681417089E-007
#     -9   -25       3.0345759328E-007
#     -9   -24       6.4290762848E-007
#     -9   -23       1.2280639645E-006
#     -9   -22       1.7491278000E-006
#     -9   -21       1.5981181305E-006
#     -9   -20       1.1295593278E-006
#     -9   -19       2.1590014747E-006
#     -9   -18       9.2478909575E-006
#     -9   -17       2.6638107357E-005
#     -9   -16       4.3381368332E-005
#     -9   -15       6.2570638246E-005
#     -9   -14       6.8079857013E-005
#     -9   -13       3.6075834231E-005
#     -9   -12       2.8619496275E-005
#     -9   -11       7.2223387854E-005
#     -9   -10       1.4167723092E-004
#     -9    -9       1.6204534875E-004
#     -9    -8       1.2096578284E-004
#     -9    -7       1.0081899407E-004
#     -9    -6       4.0341105195E-005
#     -9    -5       5.5101176904E-005
#     -9    -4       1.3185856266E-004
#     -9    -3       1.4884552903E-004
#     -9    -2       1.0430306904E-004
#     -9    -1       1.8081273171E-004
#     -9     0       1.1843140829E-004
#     -9     1       5.9992400889E-005
#     -9     2       2.1894428947E-005
#     -9     3       2.0401835192E-005
#     -9     4       4.6517073285E-005
#     -9     5       1.0909101182E-004
#     -9     6       9.3633928596E-005
#     -9     7       5.7490821836E-005
#     -9     8       8.5410565058E-005
#     -9     9       1.2986497808E-004
#     -9    10       8.3854689557E-005
#     -9    11       1.4552444734E-005
#     -9    12       9.2129054260E-005
#     -9    13       1.7628853872E-004
#     -9    14       1.8756960828E-004
#     -9    15       1.0932715238E-004
#     -9    16       4.4104036118E-006
#     -9    17       5.7332220186E-005
#     -9    18       1.4191610591E-004
#     -9    19       2.4344016755E-004
#     -9    20       1.4385785217E-004
#     -9    21       3.4527029401E-005
#     -8   -33       1.5542128675E-007
#     -8   -32       9.5515093606E-008
#     -8   -31       4.9813236747E-007
#     -8   -30       7.5013651669E-007
#     -8   -29       1.4692275693E-006
#     -8   -28       1.2202266095E-006
#     -8   -27       5.4238702142E-007
#     -8   -26       7.5336070179E-007
#     -8   -25       1.8201713322E-006
#     -8   -24       3.0373403284E-006
#     -8   -23       3.3055430553E-006
#     -8   -22       1.7879559606E-006
#     -8   -21       1.7287189429E-006
#     -8   -20       8.1737658072E-006
#     -8   -19       2.1633996291E-005
#     -8   -18       3.6124665213E-005
#     -8   -17       4.0532283148E-005
#     -8   -16       4.5344917390E-005
#     -8   -15       3.3103099867E-005
#     -8   -14       1.6415840848E-005
#     -8   -13       1.1045863955E-005
#     -8   -12       1.5861748270E-005
#     -8   -11       4.5522857198E-005
#     -8   -10       8.0847509417E-005
#     -8    -9       5.9069404947E-005
#     -8    -8       2.3053555026E-005
#     -8    -7       1.5053377253E-005
#     -8    -6       2.5251264336E-005
#     -8    -5       1.0174089237E-004
#     -8    -4       1.4972784457E-004
#     -8    -3       1.3004490088E-004
#     -8    -2       6.9853071563E-005
#     -8    -1       5.9991557540E-005
#     -8     0       5.1572180651E-005
#     -8     1       7.1658690939E-006
#     -8     2       1.0887900884E-005
#     -8     3       3.8562591287E-005
#     -8     4       6.5347188205E-005
#     -8     5       5.9460474275E-005
#     -8     6       4.0083525271E-005
#     -8     7       7.8084086146E-005
#     -8     8       4.0167944361E-005
#     -8     9       4.3501255117E-005
#     -8    10       1.7029380738E-005
#     -8    11       7.8088345819E-005
#     -8    12       2.7631115209E-004
#     -8    13       3.6596304103E-004
#     -8    14       2.2726002793E-004
#     -8    15       1.5975896843E-004
#     -8    16       4.6592132017E-006
#     -8    17       5.1331858450E-005
#     -8    18       2.0499296888E-004
#     -8    19       1.9327570969E-004
#     -8    20       9.3036400813E-005
#     -7   -33       2.1881631632E-008
#     -7   -32       2.1975366404E-007
#     -7   -31       6.2143876155E-007
#     -7   -30       1.8156473745E-006
#     -7   -29       1.9338768666E-006
#     -7   -28       1.7057584918E-006
#     -7   -27       9.9430313025E-007
#     -7   -26       3.0407248480E-006
#     -7   -25       4.5199186001E-006
#     -7   -24       1.1790921329E-005
#     -7   -23       1.4941827059E-005
#     -7   -22       8.8348828412E-006
#     -7   -21       1.1975895553E-005
#     -7   -20       2.4009411396E-005
#     -7   -19       5.1235689736E-005
#     -7   -18       1.1193790254E-004
#     -7   -17       1.1672339347E-004
#     -7   -16       8.7352542852E-005
#     -7   -15       4.1188836121E-005
#     -7   -14       1.9674606528E-005
#     -7   -13       1.3064417608E-005
#     -7   -12       7.8712332008E-005
#     -7   -11       1.1936066439E-004
#     -7   -10       6.4559527678E-005
#     -7    -9       2.4867192078E-005
#     -7    -8       3.2112468553E-005
#     -7    -7       4.6886269229E-005
#     -7    -6       6.9579739360E-005
#     -7    -5       2.2447168999E-004
#     -7    -4       1.4148712844E-004
#     -7    -3       6.5754920450E-005
#     -7    -2       2.1894704319E-005
#     -7    -1       7.1663913308E-006
#     -7     0       4.4825645293E-005
#     -7     1       1.0851009254E-006
#     -7     2       5.4106038165E-005
#     -7     3       9.0463547520E-005
#     -7     4       8.9986899992E-005
#     -7     5       1.1158364181E-004
#     -7     6       3.0786645727E-005
#     -7     7       4.8329640067E-005
#     -7     8       1.0380048103E-004
#     -7     9       4.4133734187E-006
#     -7    10       2.7149948282E-005
#     -7    11       3.4182827043E-004
#     -7    12       8.7989665963E-004
#     -7    13       7.2026968753E-004
#     -7    14       3.6527053310E-004
#     -7    15       2.6802129953E-004
#     -7    16       7.5409037707E-006
#     -7    17       1.8701447456E-004
#     -7    18       4.3116960721E-004
#     -7    19       2.1291261686E-004
#     -6   -33       4.8637950995E-007
#     -6   -32       9.8568159594E-007
#     -6   -31       2.8218302156E-007
#     -6   -30       2.2804321075E-005
#     -6   -29       2.9758041035E-006
#     -6   -28       2.8135332575E-006
#     -6   -27       2.4644537019E-006
#     -6   -26       3.6933808766E-006
#     -6   -25       8.1596967070E-006
#     -6   -24       4.0676813182E-004
#     -6   -23       1.4553453048E-005
#     -6   -22       1.0283711141E-005
#     -6   -21       1.6590160997E-005
#     -6   -20       4.4291050345E-005
#     -6   -19       1.2601983087E-004
#     -6   -18       2.7074194675E-003
#     -6   -17       1.6342312883E-004
#     -6   -16       7.9706562266E-005
#     -6   -15       4.2171076539E-005
#     -6   -14       3.0820341384E-005
#     -6   -13       5.9561493083E-005
#     -6   -12       1.2976197259E-002
#     -6   -11       1.4534342033E-004
#     -6   -10       5.8845763808E-005
#     -6    -9       6.8467975897E-005
#     -6    -8       7.9375593177E-005
#     -6    -7       1.4810027140E-004
#     -6    -6       2.2722368708E-002
#     -6    -5       3.1209807476E-004
#     -6    -4       1.0227561716E-004
#     -6    -3       2.0404438721E-005
#     -6    -2       1.0889916837E-005
#     -6    -1       1.0852237826E-006
#     -6     0       9.5361502021E-003
#     -6     1       5.7551100914E-005
#     -6     2       6.9386975975E-005
#     -6     3       8.0199557849E-005
#     -6     4       5.3902092254E-005
#     -6     5       7.1765265347E-005
#     -6     6       4.4360480428E-003
#     -6     7       1.4398645900E-004
#     -6     8       5.8279069922E-005
#     -6     9       2.2844622434E-005
#     -6    10       1.6104093102E-004
#     -6    11       5.1440349173E-004
#     -6    12       7.4205611874E-002
#     -6    13       8.0683805334E-004
#     -6    14       3.5460862983E-004
#     -6    15       1.8254068241E-005
#     -6    16       1.0689561271E-004
#     -6    17       6.0128803036E-004
#     -6    18       2.2129360900E-002
#     -5   -33       5.0987167331E-007
#     -5   -32       5.3537694147E-007
#     -5   -31       2.3381035394E-006
#     -5   -30       2.0906239104E-006
#     -5   -29       1.5214419157E-006
