 Diffraction intensities for potential:restest_64_5010001.in                   
#    -41     2       5.0115670063E-006
#    -41     3       1.1756961308E-005
#    -41     4       7.4459513181E-006
#    -41     5       9.9768893563E-006
#    -41     6       1.1200833056E-005
#    -41     7       1.5368191448E-005
#    -41     8       1.3195941134E-005
#    -41     9       1.9859181950E-005
#    -41    10       2.0971173652E-005
#    -41    11       3.2198034932E-005
#    -41    12       2.3389848421E-005
#    -41    13       2.6977311650E-005
#    -41    14       2.7394334018E-005
#    -41    15       2.9874227869E-005
#    -41    16       3.7538636427E-005
#    -41    17       2.8464472082E-005
#    -41    18       4.1357560330E-005
#    -41    19       3.2222213879E-005
#    -41    20       3.2007870407E-005
#    -41    21       3.0320417561E-005
#    -41    22       2.9326843630E-005
#    -41    23       1.6197756104E-005
#    -41    24       1.5133957570E-005
#    -40    -2       6.5015244416E-006
#    -40    -1       6.0012705878E-006
#    -40     0       1.3398253825E-005
#    -40     1       1.5061043594E-005
#    -40     2       2.6272468301E-005
#    -40     3       8.7020540734E-006
#    -40     4       1.6981208457E-005
#    -40     5       1.6435346497E-005
#    -40     6       1.4824114572E-005
#    -40     7       3.7435484792E-005
#    -40     8       2.2361815799E-005
#    -40     9       1.1366861231E-005
#    -40    10       4.0051745018E-005
#    -40    11       2.6205867757E-005
#    -40    12       3.7909816716E-005
#    -40    13       3.9335263453E-005
#    -40    14       6.1925630504E-005
#    -40    15       2.4671921945E-005
#    -40    16       3.8324977721E-005
#    -40    17       4.9131428398E-005
#    -40    18       4.5016344386E-005
#    -40    19       4.5478490162E-005
#    -40    20       2.0314731499E-005
#    -40    21       4.7231266744E-005
#    -40    22       4.8522923124E-006
#    -40    23       1.2916922384E-005
#    -40    24       2.6895593191E-005
#    -40    25       5.0439991956E-006
#    -39    -4       5.5249753066E-006
#    -39    -3       7.2760609402E-006
#    -39    -2       5.0115681625E-006
#    -39    -1       1.5060381325E-005
#    -39     0       4.3946342701E-006
#    -39     1       1.2320123242E-005
#    -39     2       1.1488762952E-005
#    -39     3       8.7696767249E-006
#    -39     4       1.9307784661E-005
#    -39     5       1.2779595965E-005
#    -39     6       1.6246931391E-005
#    -39     7       2.2212056537E-005
#    -39     8       1.8219304676E-005
#    -39     9       2.7025654343E-005
#    -39    10       2.3588327457E-005
#    -39    11       3.9687489238E-005
#    -39    12       4.3837513321E-005
#    -39    13       3.3260563077E-005
#    -39    14       4.4299871924E-005
#    -39    15       4.6333564775E-005
#    -39    16       5.2640714211E-005
#    -39    17       4.3034770631E-005
#    -39    18       6.5622797357E-005
#    -39    19       4.8974648031E-005
#    -39    20       2.9593456440E-005
#    -39    21       3.1091077111E-005
#    -39    22       2.6485576884E-005
#    -39    23       4.3148716599E-005
#    -39    24       4.1680350631E-005
#    -39    25       5.4677090205E-005
#    -39    26       1.2106380591E-005
#    -38    -5       5.8390320202E-006
#    -38    -4       7.3382538419E-006
#    -38    -3       1.1759357669E-005
#    -38    -2       2.6274630557E-005
#    -38    -1       1.2320563754E-005
#    -38     0       1.0195097777E-005
#    -38     1       6.5205721333E-006
#    -38     2       1.5103867941E-005
#    -38     3       2.4350798896E-005
#    -38     4       2.0540306630E-005
#    -38     5       2.0212397482E-005
#    -38     6       1.6352030565E-005
#    -38     7       2.1833036300E-005
#    -38     8       1.6951469973E-005
#    -38     9       2.9065209155E-005
#    -38    10       3.0855914669E-005
#    -38    11       3.7944676973E-005
#    -38    12       3.8123859256E-005
#    -38    13       5.9169678261E-005
#    -38    14       4.2730102668E-005
#    -38    15       4.6554813423E-005
#    -38    16       3.6952657449E-005
#    -38    17       5.1260190359E-005
#    -38    18       9.9291837483E-005
#    -38    19       5.1269605426E-005
#    -38    20       4.4884938840E-005
#    -38    21       4.0165003702E-005
#    -38    22       4.3719538976E-005
#    -38    23       1.2112512788E-005
#    -38    24       5.3289341728E-005
#    -38    25       1.5245989986E-005
#    -38    26       1.9303706948E-005
#    -37    -7       6.9684975069E-006
#    -37    -6       7.0631048742E-006
#    -37    -5       5.7818741600E-006
#    -37    -4       7.4473505695E-006
#    -37    -3       8.7019048859E-006
#    -37    -2       1.1488496982E-005
#    -37    -1       6.5199636475E-006
#    -37     0       9.2742643927E-006
#    -37     1       1.0340095641E-005
#    -37     2       1.5363141545E-005
#    -37     3       2.0266532992E-005
#    -37     4       2.2352899569E-005
#    -37     5       2.0904196373E-005
#    -37     6       1.7379595358E-005
#    -37     7       2.3101181466E-005
#    -37     8       3.4518199172E-005
#    -37     9       2.6228106770E-005
#    -37    10       3.0747911961E-005
#    -37    11       3.3837976615E-005
#    -37    12       3.9048197834E-005
#    -37    13       4.0397122310E-005
#    -37    14       3.6037890967E-005
#    -37    15       3.9702826245E-005
#    -37    16       4.4962781615E-005
#    -37    17       4.7693082991E-005
#    -37    18       4.3534446297E-005
#    -37    19       5.0514736237E-005
#    -37    20       4.4032318475E-005
#    -37    21       3.6609245751E-005
#    -37    22       2.5604277790E-005
#    -37    23       4.5572038920E-005
#    -37    24       3.0241651469E-005
#    -37    25       1.5195931641E-005
#    -37    26       1.2011935251E-005
#    -37    27       3.0415924627E-005
#    -36    -8       6.5588322450E-006
#    -36    -7       1.0066699297E-005
#    -36    -6       1.6521948700E-006
#    -36    -5       9.9768121946E-006
#    -36    -4       1.6981479551E-005
#    -36    -3       8.7686725039E-006
#    -36    -2       1.5101765219E-005
#    -36    -1       1.0338958619E-005
#    -36     0       1.1805585144E-005
#    -36     1       1.3897562040E-005
#    -36     2       1.8139585085E-005
#    -36     3       2.6599499389E-005
#    -36     4       2.4878147518E-005
#    -36     5       2.3551264915E-005
#    -36     6       2.4176691907E-005
#    -36     7       2.3388540300E-005
#    -36     8       2.2308576633E-005
#    -36     9       2.5248183663E-005
#    -36    10       2.3125392870E-005
#    -36    11       2.7976237656E-005
#    -36    12       2.2869153071E-005
#    -36    13       3.0144415868E-005
#    -36    14       2.9754432936E-005
#    -36    15       4.0331664643E-005
#    -36    16       4.5365153797E-005
#    -36    17       4.7160670224E-005
#    -36    18       4.8942997495E-005
#    -36    19       4.7306818299E-005
#    -36    20       4.0947609605E-005
#    -36    21       4.6027233232E-005
#    -36    22       3.6895190432E-005
#    -36    23       3.4745382120E-005
#    -36    24       4.5581291557E-005
#    -36    25       1.7436930994E-005
#    -36    26       1.2136063951E-005
#    -36    27       1.9009869543E-005
#    -35    -9       1.1881222818E-005
#    -35    -8       1.2358958116E-005
#    -35    -7       5.5357245662E-006
#    -35    -6       1.1197923981E-005
#    -35    -5       1.6429669123E-005
#    -35    -4       1.9303170269E-005
#    -35    -3       2.4346656299E-005
#    -35    -2       1.5360965213E-005
#    -35    -1       1.3896276274E-005
#    -35     0       5.0411627861E-005
#    -35     1       2.4271000970E-005
#    -35     2       4.1138879923E-005
#    -35     3       2.6874125891E-005
#    -35     4       2.1957501460E-005
#    -35     5       2.7463846876E-006
#    -35     6       2.2807160068E-005
#    -35     7       2.5945019216E-005
#    -35     8       2.1749610886E-005
#    -35     9       2.0321105549E-005
#    -35    10       1.6042807998E-004
#    -35    11       1.5234328377E-005
#    -35    12       2.5635651914E-005
#    -35    13       2.1469810129E-005
#    -35    14       3.2403579551E-005
#    -35    15       1.7165032859E-004
#    -35    16       3.9099428623E-005
#    -35    17       2.3799384469E-005
#    -35    18       2.9332126528E-005
#    -35    19       4.5704163138E-005
#    -35    20       8.1503988913E-005
#    -35    21       6.6125269014E-005
#    -35    22       3.2222775435E-005
#    -35    23       5.9585009508E-005
#    -35    24       4.9281768661E-005
#    -35    25       3.6471970481E-005
#    -35    26       6.3215305631E-005
#    -35    27       6.2265950251E-005
#    -34   -11       7.9538117861E-007
#    -34   -10       5.4539049263E-006
#    -34    -9       1.2498551009E-005
#    -34    -8       2.3353196798E-005
#    -34    -7       1.5363486447E-005
#    -34    -6       1.4817301936E-005
#    -34    -5       1.2772434246E-005
#    -34    -4       2.0532578127E-005
#    -34    -3       2.0258787107E-005
#    -34    -2       1.8136932294E-005
#    -34    -1       2.4268442028E-005
#    -34     0       2.1731259167E-005
#    -34     1       2.7964295484E-005
#    -34     2       2.8425905106E-005
#    -34     3       2.7557843444E-005
#    -34     4       2.7412408557E-005
#    -34     5       1.8439900187E-005
#    -34     6       1.8756362009E-005
#    -34     7       1.6127689859E-005
#    -34     8       8.0860508580E-006
#    -34     9       1.1896098707E-005
#    -34    10       1.2310955885E-005
#    -34    11       1.5868504130E-005
#    -34    12       1.4880457935E-005
#    -34    13       2.2102696893E-005
#    -34    14       2.4151657649E-005
#    -34    15       2.2891284809E-005
#    -34    16       2.5653546041E-005
#    -34    17       3.3895899357E-005
#    -34    18       4.7763188454E-005
#    -34    19       2.3183888266E-005
#    -34    20       3.8395325575E-005
#    -34    21       2.7744331033E-005
#    -34    22       4.1359946790E-005
#    -34    23       6.0575333226E-005
#    -34    24       8.4805771443E-005
#    -34    25       1.5518144886E-005
#    -34    26       4.9450915817E-005
#    -34    27       1.4400673580E-005
#    -33   -12       1.5783082398E-005
#    -33   -11       8.1433542151E-006
#    -33   -10       1.2290731731E-005
#    -33    -9       1.4846140328E-005
#    -33    -8       1.3189827692E-005
#    -33    -7       3.7423712604E-005
#    -33    -6       1.6235849075E-005
#    -33    -5       2.0202057859E-005
#    -33    -4       2.2345243377E-005
#    -33    -3       2.6594614591E-005
#    -33    -2       4.1139817914E-005
#    -33    -1       2.7964694458E-005
#    -33     0       2.8626808116E-005
#    -33     1       2.5485472146E-005
#    -33     2       3.3661235825E-005
#    -33     3       3.3072125798E-005
#    -33     4       2.3689950820E-005
#    -33     5       1.6874131173E-005
#    -33     6       1.1932398167E-005
#    -33     7       8.5505981761E-006
#    -33     8       9.0547748658E-006
#    -33     9       8.7087171053E-006
#    -33    10       1.1345767859E-005
#    -33    11       1.0355309667E-005
#    -33    12       1.3407355762E-005
#    -33    13       2.1319624717E-005
#    -33    14       2.0906925595E-005
#    -33    15       1.8196323893E-005
#    -33    16       2.4760890628E-005
#    -33    17       3.3309718203E-005
#    -33    18       1.7613113029E-005
#    -33    19       2.0978837742E-005
#    -33    20       1.5778115466E-005
#    -33    21       2.8345479738E-005
#    -33    22       4.6934703489E-005
#    -33    23       4.3036701064E-005
#    -33    24       2.2493837406E-005
#    -33    25       6.7067661944E-005
#    -33    26       3.8698242345E-005
#    -33    27       2.3796722293E-005
#    -32   -13       1.0859452170E-005
#    -32   -12       2.2608453042E-005
#    -32   -11       1.8735042402E-005
#    -32   -10       1.8954792144E-005
#    -32    -9       1.9847073222E-005
#    -32    -8       2.2344114585E-005
#    -32    -7       2.2195739453E-005
#    -32    -6       1.6342615586E-005
#    -32    -5       2.0895988542E-005
#    -32    -4       2.4874430812E-005
#    -32    -3       2.6875251130E-005
#    -32    -2       2.8430418820E-005
#    -32    -1       2.5488514913E-005
#    -32     0       2.9918305939E-005
#    -32     1       2.9743193995E-005
#    -32     2       2.4523822253E-005
#    -32     3       2.2440873179E-005
#    -32     4       1.5352230964E-005
#    -32     5       1.1147837617E-005
#    -32     6       7.7383895074E-006
#    -32     7       7.3109997085E-006
#    -32     8       9.4860744713E-006
#    -32     9       6.4551026086E-006
#    -32    10       6.5842235089E-006
#    -32    11       7.4024678516E-006
#    -32    12       7.2041045346E-006
#    -32    13       8.6528582519E-006
#    -32    14       1.1366061217E-005
#    -32    15       1.1322415547E-005
#    -32    16       1.3084949529E-005
#    -32    17       9.2981569730E-006
#    -32    18       2.8356037858E-005
#    -32    19       9.4615118775E-006
#    -32    20       1.1395764731E-005
#    -32    21       1.5018250669E-005
#    -32    22       3.1554717933E-005
#    -32    23       5.8717306916E-005
#    -32    24       4.2823976399E-005
#    -32    25       5.0625721134E-005
#    -32    26       4.5272266452E-005
#    -32    27       4.9801893790E-005
#    -32    28       7.4039463301E-005
#    -31   -14       1.6463948304E-005
#    -31   -13       1.0518507858E-005
#    -31   -12       2.2284259712E-005
#    -31   -11       2.1296475544E-005
#    -31   -10       2.0954289224E-005
#    -31    -9       1.1350668324E-005
#    -31    -8       1.8201860950E-005
#    -31    -7       2.1818996368E-005
#    -31    -6       1.7373215687E-005
#    -31    -5       2.3550748959E-005
#    -31    -4       2.1960844016E-005
#    -31    -3       2.7566794214E-005
#    -31    -2       3.3670467352E-005
#    -31    -1       2.9748407655E-005
#    -31     0       2.8744559239E-005
#    -31     1       2.3410814178E-005
#    -31     2       2.2390579564E-005
#    -31     3       1.6534250671E-005
#    -31     4       1.2467843330E-005
#    -31     5       8.3522374240E-006
#    -31     6       8.8854816788E-006
#    -31     7       6.9633446641E-006
#    -31     8       5.7083630388E-006
#    -31     9       3.1204060818E-006
#    -31    10       3.1611284605E-006
#    -31    11       3.7815109268E-006
#    -31    12       3.3078494056E-006
#    -31    13       3.3754319081E-006
#    -31    14       1.6604228723E-006
#    -31    15       2.6281338478E-006
#    -31    16       6.8009439471E-006
#    -31    17       6.0449905354E-006
#    -31    18       3.6588075344E-006
#    -31    19       5.9737453786E-006
#    -31    20       4.9955237386E-006
#    -31    21       2.5953563965E-005
#    -31    22       4.6796553694E-005
#    -31    23       3.2913762088E-005
#    -31    24       4.7817653489E-005
#    -31    25       4.3112398279E-005
#    -31    26       2.8854610727E-005
#    -31    27       8.7884452069E-006
#    -31    28       4.1979826352E-005
#    -30   -15       1.0528887493E-005
#    -30   -14       2.0922129516E-005
#    -30   -13       1.4310757063E-005
#    -30   -12       3.2234407278E-005
#    -30   -11       3.2173164698E-005
#    -30   -10       4.0020174239E-005
#    -30    -9       2.7004114916E-005
#    -30    -8       1.6939342249E-005
#    -30    -7       2.3099677779E-005
#    -30    -6       2.4188131475E-005
#    -30    -5       2.7434680619E-006
#    -30    -4       2.7427065062E-005
#    -30    -3       3.3088745479E-005
#    -30    -2       2.4534669537E-005
#    -30    -1       2.3416024369E-005
#    -30     0       3.9856336433E-004
#    -30     1       2.0397266891E-005
#    -30     2       1.9900750054E-005
#    -30     3       1.1069766105E-005
#    -30     4       6.4912043331E-006
#    -30     5       7.9447016243E-004
#    -30     6       1.2026768014E-005
#    -30     7       1.3222141036E-005
#    -30     8       6.1140886860E-006
#    -30     9       1.5276848469E-006
#    -30    10       9.0317400795E-004
#    -30    11       5.0299836190E-006
#    -30    12       5.2271767498E-006
#    -30    13       7.6273942937E-006
#    -30    14       2.1190613359E-006
#    -30    15       6.3510573007E-004
#    -30    16       4.2931622757E-006
#    -30    17       3.8077164843E-006
#    -30    18       5.1190078571E-006
#    -30    19       1.7482881588E-007
#    -30    20       4.5320523537E-005
#    -30    21       4.9583081021E-005
#    -30    22       4.6338605381E-005
#    -30    23       1.1482841300E-004
#    -30    24       8.6087385840E-005
#    -30    25       4.3469959998E-005
#    -30    26       3.0384067315E-005
#    -30    27       3.2092817028E-005
#    -30    28       2.5670390738E-006
#    -29   -16       1.4088427037E-005
#    -29   -15       1.2252721040E-005
#    -29   -14       2.2535663479E-005
#    -29   -13       4.9548180133E-005
#    -29   -12       2.3369778755E-005
#    -29   -11       2.6182845071E-005
#    -29   -10       2.3569169444E-005
#    -29    -9       2.9055054601E-005
#    -29    -8       3.4524232974E-005
#    -29    -7       2.3399585217E-005
#    -29    -6       2.2825337170E-005
#    -29    -5       1.8457668606E-005
#    -29    -4       2.3711053739E-005
#    -29    -3       2.2456942195E-005
#    -29    -2       2.2402693188E-005
#    -29    -1       2.0400515638E-005
#    -29     0       1.6586231372E-005
#    -29     1       1.4564832307E-005
#    -29     2       1.2477590845E-005
#    -29     3       1.1199901501E-005
#    -29     4       1.2384189755E-005
#    -29     5       1.4626779360E-005
#    -29     6       1.8824504835E-005
#    -29     7       1.2670441531E-005
#    -29     8       3.7041093566E-006
#    -29     9       2.2730041708E-006
#    -29    10       5.9139091085E-006
#    -29    11       1.5816651310E-005
#    -29    12       1.7921110355E-005
#    -29    13       1.6401095402E-005
#    -29    14       2.5709586977E-005
#    -29    15       7.9092656570E-006
#    -29    16       4.2015663441E-006
#    -29    17       2.9795021085E-006
#    -29    18       1.9893941663E-006
#    -29    19       7.1601961508E-007
#    -29    20       1.3119775041E-005
#    -29    21       4.1500719084E-005
#    -29    22       3.9540889647E-005
#    -29    23       6.9228067954E-005
#    -29    24       7.1206894423E-005
#    -29    25       3.4706277004E-005
#    -29    26       2.4236848290E-005
#    -29    27       1.6901414266E-005
#    -28   -16       2.2124236253E-005
#    -28   -15       1.7965498940E-005
#    -28   -14       2.0342993117E-005
#    -28   -13       2.6957620741E-005
#    -28   -12       3.7882775770E-005
#    -28   -11       3.9663793646E-005
#    -28   -10       3.0850926461E-005
#    -28    -9       2.6236699340E-005
#    -28    -8       2.2326846994E-005
#    -28    -7       2.5973287964E-005
#    -28    -6       1.8781939641E-005
#    -28    -5       1.6898505450E-005
#    -28    -4       1.5373685578E-005
#    -28    -3       1.6549970080E-005
#    -28    -2       1.9908752754E-005
#    -28    -1       1.4564683256E-005
#    -28     0       1.3694610489E-005
#    -28     1       1.4283227933E-005
#    -28     2       1.5186910618E-005
#    -28     3       1.3042176654E-005
#    -28     4       1.7456895680E-005
#    -28     5       2.1979906781E-005
#    -28     6       2.1996703484E-005
#    -28     7       1.7904365533E-005
#    -28     8       8.2169950159E-006
#    -28     9       8.5556965169E-006
#    -28    10       2.1232995076E-005
#    -28    11       3.6211160397E-005
#    -28    12       4.7075051645E-005
#    -28    13       4.6939816161E-005
#    -28    14       4.4592148756E-005
#    -28    15       2.5034390553E-005
#    -28    16       1.4358137984E-005
#    -28    17       5.4644517923E-006
#    -28    18       1.3861071831E-005
#    -28    19       6.9910591690E-006
#    -28    20       1.1894546775E-005
#    -28    21       2.6601056506E-005
#    -28    22       6.2729470189E-005
#    -28    23       4.8201991252E-005
#    -28    24       6.2293533338E-005
#    -28    25       6.6107476168E-005
#    -28    26       3.8236752975E-005
#    -28    27       1.2387684371E-005
#    -27   -17       9.0382667082E-006
#    -27   -16       1.3818278277E-005
#    -27   -15       2.1668075976E-005
#    -27   -14       2.7375894224E-005
#    -27   -13       3.9306813514E-005
#    -27   -12       4.3815429072E-005
#    -27   -11       3.7942294800E-005
#    -27   -10       3.0763042072E-005
#    -27    -9       2.5272786734E-005
#    -27    -8       2.1781481474E-005
#    -27    -7       1.6159180887E-005
#    -27    -6       1.1959653279E-005
#    -27    -5       1.1171366621E-005
#    -27    -4       1.2485852463E-005
#    -27    -3       1.1075734762E-005
#    -27    -2       1.2473882373E-005
#    -27    -1       1.4278204535E-005
#    -27     0       1.6477214877E-005
#    -27     1       1.5996504317E-005
#    -27     2       1.3628244130E-005
#    -27     3       1.7128155993E-005
#    -27     4       1.9410113885E-005
#    -27     5       2.7572320857E-005
#    -27     6       2.8381969900E-005
#    -27     7       2.5025201653E-005
#    -27     8       1.9411459406E-005
#    -27     9       2.2833499008E-005
#    -27    10       3.9640141633E-005
#    -27    11       5.8341568053E-005
#    -27    12       8.1394384145E-005
#    -27    13       5.4691766771E-005
#    -27    14       5.0791662977E-005
#    -27    15       2.9222872523E-005
#    -27    16       1.6058759592E-005
#    -27    17       5.7035549006E-006
#    -27    18       1.1870760516E-005
#    -27    19       7.1470088927E-006
#    -27    20       1.3317377437E-005
#    -27    21       3.4379388750E-005
#    -27    22       5.4379599072E-005
#    -27    23       6.7378958583E-005
#    -27    24       6.9098837289E-005
#    -27    25       5.1787395939E-005
#    -27    26       3.4832701036E-005
#    -27    27       4.6241848684E-005
#    -26   -18       1.5908876400E-005
#    -26   -17       1.7618881490E-005
#    -26   -16       2.4557259962E-005
#    -26   -15       2.9859101713E-005
#    -26   -14       6.1901852777E-005
#    -26   -13       3.3243290582E-005
#    -26   -12       3.8123578302E-005
#    -26   -11       3.3859120753E-005
#    -26   -10       2.3158510174E-005
#    -26    -9       2.0360330489E-005
#    -26    -8       8.1122888691E-006
#    -26    -7       8.5755715397E-006
#    -26    -6       7.7587560320E-006
#    -26    -5       8.3673332177E-006
#    -26    -4       6.4948795397E-006
#    -26    -3       1.1193345921E-005
#    -26    -2       1.5173352409E-005
#    -26    -1       1.5988162491E-005
#    -26     0       1.5412744545E-005
#    -26     1       1.1075830654E-005
#    -26     2       1.0231857967E-005
#    -26     3       1.2251445061E-005
#    -26     4       2.1657510272E-005
#    -26     5       2.5495902677E-005
#    -26     6       2.7177670948E-005
#    -26     7       2.5205249846E-005
#    -26     8       2.0022595965E-005
#    -26     9       2.7804429268E-005
#    -26    10       3.2892165518E-005
#    -26    11       4.3391414267E-005
#    -26    12       5.3495769539E-005
#    -26    13       5.0614188945E-005
#    -26    14       2.8847164142E-005
#    -26    15       2.0870272389E-005
#    -26    16       1.3519099997E-005
#    -26    17       4.7253398076E-006
#    -26    18       8.5596547225E-006
#    -26    19       2.5694762336E-005
#    -26    20       2.4115938905E-005
#    -26    21       1.8141872509E-005
#    -26    22       3.6987672186E-005
#    -26    23       4.1876995322E-005
#    -26    24       1.1648019111E-004
#    -26    25       3.4841889238E-005
#    -26    26       9.5257790129E-005
#    -26    27       6.5017826384E-005
#    -25   -19       7.8679207764E-006
#    -25   -18       4.9294298717E-005
#    -25   -17       2.6478966467E-005
#    -25   -16       3.7529211251E-005
#    -25   -15       2.4658960876E-005
#    -25   -14       4.4287229237E-005
#    -25   -13       5.9181954862E-005
#    -25   -12       3.9074567574E-005
#    -25   -11       2.8020220667E-005
#    -25   -10       1.6052649248E-004
#    -25    -9       1.1924798611E-005
#    -25    -8       9.0633008306E-006
#    -25    -7       7.3242542308E-006
#    -25    -6       8.8907033951E-006
#    -25    -5       7.9472933324E-004
#    -25    -4       1.2372384196E-005
#    -25    -3       1.3023097861E-005
#    -25    -2       1.3611615874E-005
#    -25    -1       1.1068311997E-005
#    -25     0       2.3413153854E-003
#    -25     1       2.6163582970E-006
#    -25     2       4.1983130578E-006
#    -25     3       8.4976285948E-006
#    -25     4       1.2496222074E-005
#    -25     5       4.4792414539E-003
#    -25     6       1.9197088248E-005
#    -25     7       1.3486523355E-005
#    -25     8       1.4280011540E-005
#    -25     9       9.8293534159E-006
#    -25    10       4.8689723473E-003
#    -25    11       1.4745092784E-005
#    -25    12       3.3900677794E-005
#    -25    13       2.7857475930E-005
#    -25    14       1.9239882128E-005
#    -25    15       2.2847703067E-003
#    -25    16       1.4501012324E-005
#    -25    17       4.3110587981E-006
#    -25    18       1.0494773229E-005
#    -25    19       2.4113242282E-005
#    -25    20       7.7397146635E-004
#    -25    21       4.0576467322E-005
#    -25    22       5.0006511875E-005
#    -25    23       5.1942994815E-005
#    -25    24       3.1520116355E-005
#    -25    25       1.2774662096E-004
#    -25    26       5.0398779157E-005
#    -25    27       1.6602165346E-005
#    -24   -20       6.1911720768E-006
#    -24   -19       1.8423685007E-005
#    -24   -18       2.1591788969E-005
#    -24   -17       2.8460005140E-005
#    -24   -16       3.8314575187E-005
#    -24   -15       4.6325553714E-005
#    -24   -14       4.2735278602E-005
#    -24   -13       4.0426340029E-005
#    -24   -12       2.2906531902E-005
#    -24   -11       1.5266467874E-005
#    -24   -10       1.2330706030E-005
#    -24    -9       8.7149613619E-006
#    -24    -8       9.4890590757E-006
#    -24    -7       6.9624204263E-006
#    -24    -6       1.2023602962E-005
#    -24    -5       1.4613415282E-005
#    -24    -4       1.7435094252E-005
#    -24    -3       1.7103642646E-005
#    -24    -2       1.0218293273E-005
#    -24    -1       2.6129023355E-006
#    -24     0       9.0914393930E-007
#    -24     1       5.8322489708E-006
#    -24     2       1.1326720772E-005
#    -24     3       1.5580932762E-005
#    -24     4       9.6461564329E-006
#    -24     5       5.1137866179E-006
#    -24     6       2.8586686369E-006
#    -24     7       2.2615764290E-006
#    -24     8       3.6973538407E-006
#    -24     9       5.0379653415E-006
#    -24    10       1.2457376411E-005
#    -24    11       2.3261862835E-005
#    -24    12       3.8922671131E-005
#    -24    13       4.5899972667E-005
#    -24    14       2.8849476106E-005
#    -24    15       2.3031671596E-005
#    -24    16       2.3230387855E-005
#    -24    17       6.2553349365E-006
#    -24    18       1.2040502253E-005
#    -24    19       2.2170893165E-005
#    -24    20       4.4180758486E-005
#    -24    21       5.7284240789E-005
#    -24    22       5.4906255010E-005
#    -24    23       3.9296170320E-005
#    -24    24       9.8191607724E-005
#    -24    25       3.2141651255E-005
#    -24    26       4.2781256828E-005
#    -23   -20       1.7711904305E-005
#    -23   -19       2.9886917951E-005
#    -23   -18       4.1361322861E-005
#    -23   -17       4.9131615439E-005
#    -23   -16       5.2640453072E-005
#    -23   -15       4.6566163579E-005
#    -23   -14       3.6064906164E-005
#    -23   -13       3.0183843282E-005
#    -23   -12       2.5673578485E-005
#    -23   -11       1.5884939863E-005
#    -23   -10       1.1338150919E-005
#    -23    -9       6.4403970340E-006
#    -23    -8       5.6959587825E-006
#    -23    -7       1.3209047521E-005
#    -23    -6       1.8804905394E-005
#    -23    -5       2.1954111876E-005
#    -23    -4       1.9385017927E-005
#    -23    -3       1.2234366632E-005
#    -23    -2       4.1938999312E-006
#    -23    -1       5.8363232197E-006
#    -23     0       1.9658200693E-005
#    -23     1       3.3033221424E-005
#    -23     2       3.1134105027E-005
#    -23     3       2.2148398647E-005
#    -23     4       6.6628265350E-006
#    -23     5       1.1784577617E-006
#    -23     6       6.6119507308E-006
#    -23     7       1.7178622739E-005
#    -23     8       3.3838148360E-005
#    -23     9       3.7770797166E-005
#    -23    10       4.9531001271E-005
#    -23    11       6.0522579923E-005
#    -23    12       7.3721494555E-005
#    -23    13       8.8277849432E-005
#    -23    14       5.6513419073E-005
#    -23    15       3.9022742957E-005
#    -23    16       2.7125167841E-005
#    -23    17       1.7910316003E-005
#    -23    18       1.6684478652E-005
#    -23    19       3.0133137526E-005
#    -23    20       7.3853590707E-005
