 Diffraction intensities for potential:-1x1interp10001.in                      
#     -6     2       9.1381324001E-004
#     -6     3       6.1038147497E-004
#     -6     4       1.7970028062E-004
#     -6     5       3.6671788037E-005
#     -5    -3       1.5013159348E-005
#     -5    -2       1.4329667454E-004
#     -5    -1       5.7810697873E-004
#     -5     0       1.0024626919E-003
#     -5     1       2.7652350334E-003
#     -5     2       3.0382481021E-003
#     -5     3       1.2991605639E-003
#     -5     4       2.2198358632E-004
#     -5     5       8.7041702711E-005
#     -4    -4       8.2241782082E-005
#     -4    -3       2.4903982916E-004
#     -4    -2       9.4384203121E-004
#     -4    -1       2.7245448327E-003
#     -4     0       1.1196875116E-002
#     -4     1       1.4415481196E-002
#     -4     2       1.3633778422E-002
#     -4     3       3.3243423890E-003
#     -4     4       2.1963360106E-003
#     -4     5       2.6011608017E-004
#     -3    -5       3.8223957653E-006
#     -3    -4       6.0022082868E-005
#     -3    -3       7.0052772628E-004
#     -3    -2       3.0037242548E-003
#     -3    -1       1.4589428650E-002
#     -3     0       3.3186555548E-002
#     -3     1       3.0867089951E-002
#     -3     2       1.7899573583E-002
#     -3     3       9.3525019542E-003
#     -3     4       4.8395091540E-003
#     -2    -5       3.6677862856E-005
#     -2    -4       1.7825915709E-004
#     -2    -3       1.6097418913E-003
#     -2    -2       1.3125706773E-002
#     -2    -1       3.1303199202E-002
#     -2     0       5.0636065487E-002
#     -2     1       3.4269626254E-002
#     -2     2       2.0243172864E-002
#     -2     3       2.1860192915E-002
#     -1    -5       8.4799031038E-005
#     -1    -4       1.3763361569E-004
#     -1    -3       4.1651242547E-003
#     -1    -2       1.6375095255E-002
#     -1    -1       3.3790435136E-002
#     -1     0       1.7220271130E-002
#     -1     1       1.1006347061E-002
#     -1     2       8.6891472814E-002
#     -1     3       1.1868100362E-002
#      0    -5       2.0690315278E-004
#      0    -4       1.0284674218E-003
#      0    -3       1.2888785736E-002
#      0    -2       2.0887887961E-002
#      0    -1       6.7657733606E-003
#      0     0       8.1361444950E-002
#      0     1       1.0834462537E-002
#      0     2       4.2814041764E-002
#      1    -5       1.0059348808E-003
#      1    -4       1.2111054906E-003
#      1    -3       2.8452739451E-002
#      1    -2       9.1158385801E-002
#      1    -1       2.6789172107E-002
#      1     0       1.0447351654E-001
#      2    -4       2.7802223405E-003
#      2    -3       1.8288115199E-002
#      2    -2       1.8221840044E-002
#     -8     0       9.7296689424E-008
#     -8     1       1.9888793460E-006
#     -8     2       1.0901082720E-005
#     -8     3       1.3574757460E-006
#     -8     4       9.2231630699E-005
#     -7    -2       7.5315045362E-007
#     -7    -1       4.5766688910E-006
#     -7     0       1.6845810174E-005
#     -7     1       2.3133900573E-005
#     -7     2       1.2888864729E-004
#     -7     3       2.6314752664E-004
#     -7     4       3.7994096326E-005
#     -7     5       3.7190666464E-005
#     -6    -3       3.7191334316E-007
#     -6    -2       1.7476249667E-005
#     -6    -1       2.8408664827E-005
#     -6     0       2.8620734993E-004
#     -6     1       5.7604783033E-004
#     -6     2       8.8292887814E-004
#     -6     3       6.2151428651E-004
#     -6     4       2.1310655410E-004
#     -6     5       7.6917195500E-005
#     -5    -3       1.9980517579E-005
#     -5    -2       1.4605260833E-004
#     -5    -1       5.6085512420E-004
#     -5     0       1.0331985568E-003
#     -5     1       2.8004608400E-003
#     -5     2       2.9540683947E-003
#     -5     3       1.4015019185E-003
#     -5     4       1.4768203440E-004
#     -5     5       6.7672543318E-005
#     -4    -4       1.0599993171E-004
#     -4    -3       2.6397669694E-004
#     -4    -2       8.9832466406E-004
#     -4    -1       2.8650916523E-003
#     -4     0       1.1418919284E-002
#     -4     1       1.4870569038E-002
#     -4     2       1.3310173514E-002
#     -4     3       3.8453667739E-003
#     -4     4       1.4985247486E-003
#     -4     5       1.0157949970E-004
#     -3    -5       1.9245175592E-005
#     -3    -4       7.3919723926E-005
#     -3    -3       5.8177065737E-004
#     -3    -2       3.1552053088E-003
#     -3    -1       1.4850529559E-002
#     -3     0       3.4457796486E-002
#     -3     1       3.3929584932E-002
#     -3     2       1.8395892409E-002
#     -3     3       1.0808885624E-002
#     -3     4       2.0729256934E-003
#     -2    -5       3.3981839198E-005
#     -2    -4       2.1787099720E-004
#     -2    -3       1.4558644716E-003
#     -2    -2       1.3189195043E-002
#     -2    -1       3.1489999772E-002
#     -2     0       5.3512685007E-002
#     -2     1       4.1151853318E-002
#     -2     2       1.5511243606E-002
#     -2     3       2.4593022311E-002
#     -1    -5       6.2856027268E-005
#     -1    -4       2.9980546852E-004
#     -1    -3       3.6885192800E-003
#     -1    -2       1.6633665654E-002
#     -1    -1       3.2612186621E-002
#     -1     0       1.6930024065E-002
#     -1     1       1.5538460185E-002
#     -1     2       5.3846847365E-002
#     -1     3       2.7869946323E-002
#      0    -5       6.0126561589E-005
#      0    -4       2.0372730828E-003
#      0    -3       1.2494694618E-002
#      0    -2       2.3645361730E-002
#      0    -1       5.5362777220E-003
#      0     0       6.1034588567E-002
#      0     1       1.3346576249E-002
#      0     2       7.3371189828E-002
#      1    -5       1.1549617278E-004
#      1    -4       2.8403525885E-003
#      1    -3       2.7737100983E-002
#      1    -2       9.6649426621E-002
#      1    -1       3.5364674240E-002
#      1     0       7.4132683500E-002
#      2    -4       3.7519298355E-003
#      2    -3       2.0371230830E-002
#      2    -2       1.8894743951E-002
#     -8     0       3.0898544933E-007
#     -8     1       2.1102176130E-006
#     -8     2       1.0374321420E-005
#     -8     3       7.0388853833E-006
#     -8     4       5.9458376797E-005
#     -7    -2       4.3344353401E-007
#     -7    -1       6.4495729384E-006
#     -7     0       1.3785830749E-005
#     -7     1       2.8086739015E-005
#     -7     2       1.1468620745E-004
#     -7     3       2.1947177052E-004
#     -7     4       6.7866904291E-005
#     -7     5       5.7989594860E-005
#     -6    -3       6.1505747472E-006
#     -6    -2       1.8961156789E-005
#     -6    -1       2.1278514919E-005
#     -6     0       2.8761714658E-004
#     -6     1       5.8044267540E-004
#     -6     2       9.2169689786E-004
#     -6     3       5.6581024617E-004
#     -6     4       2.4716627133E-004
#     -6     5       5.1175978047E-005
#     -5    -4       1.1342048822E-005
#     -5    -3       1.4795102968E-005
#     -5    -2       1.2618495117E-004
#     -5    -1       5.6834221286E-004
#     -5     0       1.0127540890E-003
#     -5     1       2.8430598172E-003
#     -5     2       3.1918791826E-003
#     -5     3       1.2885412649E-003
#     -5     4       3.1482062399E-004
#     -5     5       7.8169654136E-005
#     -4    -4       8.8589039481E-005
#     -4    -3       2.3207606425E-004
#     -4    -2       9.1090150907E-004
#     -4    -1       2.8152416677E-003
#     -4     0       1.1114665576E-002
#     -4     1       1.4890330245E-002
#     -4     2       1.4887470113E-002
#     -4     3       3.2371595817E-003
#     -4     4       2.4283054161E-003
#     -3    -5       2.3170359473E-005
#     -3    -4       6.1902323332E-005
#     -3    -3       5.6029281835E-004
#     -3    -2       3.0787367958E-003
#     -3    -1       1.4120041457E-002
#     -3     0       3.2604647893E-002
#     -3     1       3.2397767752E-002
#     -3     2       2.2611004761E-002
#     -3     3       8.1854610938E-003
#     -3     4       4.3941986356E-003
#     -2    -5       4.6823148286E-005
#     -2    -4       2.4184621013E-004
#     -2    -3       1.4437711472E-003
#     -2    -2       1.2269671792E-002
#     -2    -1       2.8480631630E-002
#     -2     0       4.8458521914E-002
#     -2     1       3.4513775031E-002
#     -2     2       2.8210405547E-002
#     -2     3       1.6971102920E-002
#     -1    -5       5.0968352870E-005
#     -1    -4       3.1729239975E-004
#     -1    -3       3.7401613883E-003
#     -1    -2       1.4400527054E-002
#     -1    -1       2.6217556038E-002
#     -1     0       9.8012896314E-003
#     -1     1       6.9234609706E-003
#     -1     2       9.4164755489E-002
#     -1     3       2.3039555150E-002
#      0    -5       3.1962568186E-005
#      0    -4       2.1053098351E-003
#      0    -3       1.4239530963E-002
#      0    -2       2.4959936885E-002
#      0    -1       1.8169980777E-003
#      0     0       6.0602215176E-002
#      0     1       4.9694500371E-002
#      0     2       4.3552946828E-002
#      1    -5       2.4515069238E-005
#      1    -4       2.7739327189E-003
#      1    -3       3.1280288026E-002
#      1    -2       1.0252998623E-001
#      1    -1       4.5717653631E-002
#      1     0       4.3311210077E-002
#      2    -4       3.6772714833E-003
#      2    -3       2.1109684793E-002
#      2    -2       2.1899323959E-002
#     -8     0       3.4252346246E-007
#     -8     1       3.0740476978E-006
#     -8     2       9.6628576361E-006
#     -8     3       4.1438791964E-006
#     -8     4       2.5818381762E-005
#     -7    -2       4.7895697912E-007
#     -7    -1       2.2058904831E-006
#     -7     0       1.3382153646E-005
#     -7     1       2.6701044030E-005
#     -7     2       1.3051353087E-004
#     -7     3       2.7297097505E-004
#     -7     4       6.8325085815E-005
#     -7     5       2.5181789428E-005
#     -6    -3       3.0681418915E-006
#     -6    -2       1.6424252159E-005
#     -6    -1       2.5665104961E-005
#     -6     0       2.7226823728E-004
#     -6     1       5.5384490946E-004
#     -6     2       8.9845991962E-004
#     -6     3       6.6524981223E-004
#     -6     4       1.3263396918E-004
#     -6     5       8.7062054349E-005
#     -5    -4       9.1632177094E-006
#     -5    -3       1.0376353125E-005
#     -5    -2       1.4903384653E-004
#     -5    -1       5.6302821720E-004
#     -5     0       9.6384359856E-004
#     -5     1       2.6151883823E-003
#     -5     2       3.0247457811E-003
#     -5     3       1.9170632082E-003
#     -5     4       8.3404367792E-005
#     -5     5       1.3877520807E-004
#     -4    -4       8.7368365265E-005
#     -4    -3       2.7302340266E-004
#     -4    -2       9.0582769883E-004
#     -4    -1       2.8287243586E-003
#     -4     0       1.0845710947E-002
#     -4     1       1.3867897826E-002
#     -4     2       1.3419676072E-002
#     -4     3       5.4995056214E-003
#     -4     4       3.1867932939E-004
#     -3    -5       2.8023858308E-005
#     -3    -4       6.8629606831E-005
#     -3    -3       5.8337497526E-004
#     -3    -2       3.0472062072E-003
#     -3    -1       1.3852723827E-002
#     -3     0       3.2029791149E-002
#     -3     1       3.1093486255E-002
#     -3     2       1.8069616725E-002
#     -3     3       1.4557818029E-002
#     -3     4       2.7903481446E-004
#     -2    -5       5.9088972558E-005
#     -2    -4       2.1349036463E-004
#     -2    -3       1.5265041277E-003
#     -2    -2       1.1574950154E-002
#     -2    -1       2.7076959333E-002
#     -2     0       4.7048716808E-002
#     -2     1       3.4441015895E-002
#     -2     2       2.1253910245E-002
#     -2     3       3.4944267011E-002
#     -1    -5       5.7878909590E-005
#     -1    -4       2.1378795650E-004
#     -1    -3       3.9091546570E-003
#     -1    -2       1.2875976525E-002
#     -1    -1       2.3376630787E-002
#     -1     0       8.7257304435E-003
#     -1     1       4.9353518885E-003
#     -1     2       9.4806738243E-002
#     -1     3       2.6959904617E-003
#      0    -5       1.1259057603E-004
#      0    -4       1.7872036804E-003
#      0    -3       1.5932809796E-002
#      0    -2       2.4893251533E-002
#      0    -1       1.0486751009E-003
#      0     0       8.2393725343E-002
#      0     1       5.5243498867E-002
#      0     2       1.9165924171E-002
#      1    -5       3.7218802750E-004
#      1    -4       2.3740416006E-003
#      1    -3       3.4347926974E-002
#      1    -2       1.0611694317E-001
#      1    -1       4.1037205052E-002
#      1     0       7.4464017502E-002
#      2    -4       2.0426537138E-003
#      2    -3       1.9926359990E-002
#      2    -2       1.4636832291E-002
#     -8     0       5.3745780732E-008
#     -8     1       1.9568888106E-006
#     -8     2       1.0658458935E-005
#     -8     3       1.4293302611E-005
#     -8     4       4.8374010526E-005
#     -7    -2       1.9558592524E-007
#     -7    -1       4.6419469636E-006
#     -7     0       1.4123879281E-005
#     -7     1       2.3394264967E-005
#     -7     2       1.0363173612E-004
#     -7     3       2.0321492231E-004
#     -7     4       4.6109356025E-005
#     -7     5       6.1182629626E-005
#     -6    -3       2.0275224233E-006
#     -6    -2       1.7042004040E-005
#     -6    -1       2.8688213128E-005
#     -6     0       2.6640743340E-004
#     -6     1       5.3579575963E-004
#     -6     2       8.6516369722E-004
#     -6     3       5.4994385660E-004
#     -6     4       2.0642700448E-004
#     -6     5       7.6692723282E-005
#     -5    -4       8.2491860055E-006
#     -5    -3       1.2451731005E-005
#     -5    -2       1.5407161376E-004
#     -5    -1       5.6350010436E-004
#     -5     0       9.4355299194E-004
#     -5     1       2.4828405708E-003
#     -5     2       2.8016280920E-003
#     -5     3       1.3713253939E-003
#     -5     4       3.0120381198E-004
#     -5     5       4.2440460453E-005
#     -4    -4       8.9519166205E-005
#     -4    -3       2.6904094069E-004
#     -4    -2       9.0762746936E-004
#     -4    -1       2.8632289972E-003
#     -4     0       1.0557816025E-002
#     -4     1       1.3349432292E-002
#     -4     2       1.2847815134E-002
#     -4     3       3.9064982696E-003
#     -4     4       2.1313884576E-003
#     -3    -5       3.6013210468E-005
#     -3    -4       5.9787571191E-005
#     -3    -3       5.3048506443E-004
#     -3    -2       3.0792426364E-003
#     -3    -1       1.3565972035E-002
#     -3     0       3.0671789487E-002
#     -3     1       2.9234942921E-002
#     -3     2       1.7218875240E-002
#     -3     3       1.4060056068E-002
#     -3     4       3.7486571959E-003
#     -2    -5       7.4950102794E-005
#     -2    -4       2.0117859375E-004
#     -2    -3       1.3812041508E-003
#     -2    -2       1.1427967136E-002
#     -2    -1       2.5733685524E-002
#     -2     0       4.4481035344E-002
#     -2     1       2.9771210040E-002
#     -2     2       2.5324018145E-002
#     -2     3       3.9849088870E-002
#     -1    -5       7.2341285865E-005
#     -1    -4       3.3828855267E-004
#     -1    -3       3.7597479886E-003
#     -1    -2       1.3066777182E-002
#     -1    -1       2.0767919703E-002
#     -1     0       8.1917567168E-003
#     -1     1       2.8138630839E-003
#     -1     2       1.3202637536E-001
#      0    -5       7.2965023169E-005
#      0    -4       2.6322033072E-003
#      0    -3       1.6682647123E-002
#      0    -2       3.0525113312E-002
#      0    -1       2.3024608765E-004
#      0     0       7.8501141780E-002
#      0     1       5.2066930135E-002
#      1    -5       1.2677730681E-004
#      1    -4       3.2996244293E-003
#      1    -3       3.4228482544E-002
#      1    -2       1.2095502157E-001
#      1    -1       5.4539541555E-002
#      1     0       5.1398595853E-002
#      2    -4       3.4985045743E-003
#      2    -3       1.4467482077E-002
#      2    -2       6.6037419398E-003
#     -8     0       1.4196804929E-007
#     -8     1       1.7899847899E-006
#     -8     2       7.7830979262E-006
#     -8     3       5.2594776004E-006
#     -8     4       1.7326761734E-005
#     -7    -2       1.0000012617E-007
#     -7    -1       5.7881338291E-006
#     -7     0       1.5539628226E-005
#     -7     1       2.2175403456E-005
#     -7     2       9.8231026767E-005
#     -7     3       2.1805570768E-004
#     -7     4       3.5247839668E-005
#     -7     5       5.9203099981E-005
#     -6    -3       3.3990818533E-006
#     -6    -2       2.2304330177E-005
#     -6    -1       2.9521521400E-005
#     -6     0       2.5989846656E-004
#     -6     1       5.0523463903E-004
#     -6     2       8.0632601631E-004
#     -6     3       5.4485067144E-004
#     -6     4       1.9248230641E-004
#     -6     5       4.3530494002E-005
#     -5    -4       1.2321063971E-005
#     -5    -3       1.8942528299E-005
#     -5    -2       1.5062125947E-004
#     -5    -1       5.7471887884E-004
#     -5     0       9.6614530145E-004
#     -5     1       2.4418255829E-003
#     -5     2       2.6791256007E-003
#     -5     3       1.3023741070E-003
#     -5     4       2.5427522096E-004
#     -5     5       2.3672063840E-005
#     -4    -4       1.0835106619E-004
#     -4    -3       2.4600519301E-004
#     -4    -2       9.0558845865E-004
#     -4    -1       2.9156644192E-003
#     -4     0       1.0695117081E-002
#     -4     1       1.3421190981E-002
#     -4     2       1.2580890336E-002
#     -4     3       3.5535159336E-003
#     -4     4       2.0235370760E-003
#     -3    -5       2.0586692459E-005
#     -3    -4       6.4616543130E-005
#     -3    -3       5.2420476385E-004
#     -3    -2       3.0254249361E-003
#     -3    -1       1.3534755235E-002
#     -3     0       3.1124760483E-002
#     -3     1       3.0434433458E-002
#     -3     2       1.6309105558E-002
#     -3     3       1.3380529462E-002
#     -3     4       4.5505830840E-003
#     -2    -5       3.5166412096E-005
#     -2    -4       2.1574553141E-004
#     -2    -3       1.3890584579E-003
#     -2    -2       1.1001829397E-002
#     -2    -1       2.5242956483E-002
#     -2     0       4.4769776068E-002
#     -2     1       3.2281721585E-002
#     -2     2       2.0169104755E-002
#     -2     3       4.1078280851E-002
#     -1    -5       4.5591940905E-005
#     -1    -4       4.5621219234E-004
#     -1    -3       4.5133357323E-003
#     -1    -2       1.3313548516E-002
#     -1    -1       1.9091342853E-002
#     -1     0       6.3292739782E-003
#     -1     1       3.3696558571E-003
#     -1     2       1.1897302486E-001
#      0    -6       2.5398105424E-004
#      0    -5       1.3730682642E-004
#      0    -4       2.5636458145E-003
#      0    -3       1.9298356569E-002
#      0    -2       3.5581718185E-002
#      0    -1       1.0070164287E-003
#      0     0       7.2505250127E-002
#      0     1       5.5526556072E-002
#      1    -5       1.1711800643E-004
#      1    -4       2.9106771557E-003
#      1    -3       3.4515177463E-002
#      1    -2       1.2620062587E-001
#      1    -1       7.6119616127E-002
#      1     0       3.7843492398E-002
#      2    -4       2.8484931316E-003
#      2    -3       1.3867722437E-002
#      2    -2       5.6905411575E-003
#     -8     0       2.1471285657E-007
#     -8     1       1.5125187123E-006
#     -8     2       9.2750712065E-006
#     -8     3       1.4578915975E-005
#     -8     4       1.4526540824E-005
#     -7    -2       4.5872798171E-007
#     -7    -1       4.6553435970E-006
#     -7     0       1.2573533335E-005
#     -7     1       1.4917085568E-005
#     -7     2       6.1996640603E-005
#     -7     3       1.5544393329E-004
#     -7     4       9.1602405599E-005
#     -6    -3       6.3162612322E-006
#     -6    -2       1.9113184228E-005
#     -6    -1       2.7597224922E-005
#     -6     0       2.6606004298E-004
#     -6     1       5.3258633756E-004
#     -6     2       8.4815616107E-004
#     -6     3       6.0197800383E-004
#     -6     4       1.8471889593E-004
#     -6     5       3.0336355458E-005
#     -5    -4       1.8735881008E-005
#     -5    -3       1.7155430850E-005
#     -5    -2       1.6177677114E-004
#     -5    -1       5.9911163121E-004
#     -5     0       1.0161488821E-003
#     -5     1       2.5363922584E-003
#     -5     2       2.9402611402E-003
#     -5     3       1.4941529667E-003
#     -5     4       1.7979665775E-004
#     -5     5       3.7908039768E-006
#     -4    -4       1.2471983996E-004
#     -4    -3       2.8547983311E-004
#     -4    -2       9.2163844244E-004
#     -4    -1       3.1097842693E-003
#     -4     0       1.1153597551E-002
#     -4     1       1.4356550451E-002
#     -4     2       1.4656319933E-002
#     -4     3       3.7715301012E-003
#     -4     4       1.1742663307E-003
#     -3    -5       2.6442740649E-005
#     -3    -4       9.6186171924E-005
#     -3    -3       5.3508099029E-004
#     -3    -2       3.3020895980E-003
#     -3    -1       1.4564466249E-002
#     -3     0       3.3556787641E-002
#     -3     1       3.4536642171E-002
#     -3     2       2.2252821840E-002
#     -3     3       9.7031628363E-003
#     -3     4       2.3527795286E-003
#     -2    -5       2.0786922221E-005
#     -2    -4       2.0067387970E-004
#     -2    -3       1.5891970361E-003
#     -2    -2       1.2397642842E-002
#     -2    -1       2.9858404009E-002
#     -2     0       5.3515409716E-002
#     -2     1       4.1333749499E-002
#     -2     2       2.5047008079E-002
#     -2     3       2.5705585194E-002
#     -1    -6       1.9822664901E-005
#     -1    -5       9.6356959973E-005
#     -1    -4       3.9498624115E-004
#     -1    -3       4.3758710336E-003
#     -1    -2       1.7283997461E-002
#     -1    -1       3.0977873517E-002
#     -1     0       1.6984584963E-002
#     -1     1       1.0521316116E-002
#     -1     2       1.2174751689E-001
#      0    -6       5.9567035118E-006
#      0    -5       3.5135842104E-005
#      0    -4       2.3442161466E-003
#      0    -3       1.3004785209E-002
#      0    -2       2.8637190126E-002
#      0    -1       9.7424011402E-003
#      0     0       4.0750787159E-002
#      0     1       2.8927460156E-002
#      1    -5       1.4552498056E-005
#      1    -4       1.5684573742E-003
#      1    -3       1.5107816433E-002
#      1    -2       6.1136816323E-002
#      1    -1       4.0117123883E-002
#      1     0       5.0460406237E-002
#      2    -4       1.0245232647E-002
#      2    -3       3.7923321434E-002
#      2    -2       8.5561234501E-002
#     -8     0       2.9063861503E-008
#     -8     1       9.3965069458E-007
#     -8     2       6.9376865349E-006
#     -8     3       1.1936577919E-005
#     -8     4       4.7581008950E-005
#     -7    -2       7.4057323229E-007
#     -7    -1       5.3602192707E-006
#     -7     0       1.6480373286E-005
#     -7     1       1.8949072674E-005
#     -7     2       8.7068505243E-005
#     -7     3       2.2648915760E-004
#     -7     4       7.9617781981E-005
#     -6    -3       7.3638238960E-006
#     -6    -2       2.1091267910E-005
#     -6    -1       3.1956043537E-005
#     -6     0       2.6127035627E-004
#     -6     1       5.1722169764E-004
#     -6     2       7.6907299604E-004
#     -6     3       4.7594782657E-004
#     -6     4       1.8786769529E-004
#     -6     5       1.5264736530E-004
#     -5    -4       2.1605041017E-005
#     -5    -3       2.4110804714E-005
#     -5    -2       1.8128376907E-004
#     -5    -1       5.7779357442E-004
#     -5     0       1.0265175507E-003
#     -5     1       2.4931152788E-003
#     -5     2       2.7628989341E-003
#     -5     3       1.4878270727E-003
#     -5     4       1.5565165420E-004
#     -4    -4       1.4966327682E-004
#     -4    -3       2.9138085377E-004
#     -4    -2       8.7771820530E-004
#     -4    -1       3.0388501256E-003
#     -4     0       1.1080466113E-002
#     -4     1       1.4030857318E-002
#     -4     2       1.3363368375E-002
#     -4     3       3.4014321868E-003
#     -4     4       9.1963744682E-004
#     -3    -5       1.9357565293E-005
#     -3    -4       6.8299612578E-005
#     -3    -3       5.2809292178E-004
#     -3    -2       3.0603826487E-003
#     -3    -1       1.4114448372E-002
#     -3     0       3.3392763821E-002
#     -3     1       3.5063984061E-002
#     -3     2       1.9131136556E-002
#     -3     3       1.0693606761E-002
#     -3     4       1.1479421178E-003
#     -2    -5       4.3574148475E-005
#     -2    -4       1.8807969263E-004
#     -2    -3       1.3995350864E-003
#     -2    -2       1.0952441566E-002
#     -2    -1       2.7766869211E-002
#     -2     0       5.1601600003E-002
#     -2     1       4.3877985766E-002
#     -2     2       1.3959972597E-002
#     -2     3       3.8177954816E-002
#     -1    -6       1.1958378636E-006
#     -1    -5       5.3593293953E-005
#     -1    -4       4.2140255369E-004
#     -1    -3       3.9860475832E-003
#     -1    -2       1.2475820795E-002
#     -1    -1       2.6766080176E-002
#     -1     0       1.7949262962E-002
#     -1     1       1.7072589780E-002
#     -1     2       1.1993835614E-001
#      0    -6       7.1169627497E-006
#      0    -5       8.8283521544E-005
#      0    -4       2.4626353090E-003
#      0    -3       1.4866481891E-002
#      0    -2       2.1814358682E-002
#      0    -1       3.3664960787E-003
#      0     0       8.0511471080E-002
#      0     1       1.6124895046E-002
#      1    -5       1.7162146361E-004
#      1    -4       2.6338880387E-003
#      1    -3       2.4942622066E-002
#      1    -2       7.0983913532E-002
#      1    -1       2.2514723868E-002
#      1     0       8.1438273174E-002
#      2    -5       6.8698482704E-004
#      2    -4       7.9453290145E-003
#      2    -3       3.6407036886E-002
#      2    -2       5.0370556680E-002
#     -8     0       7.6658470874E-008
#     -8     1       2.5390737735E-007
#     -8     2       2.1398980343E-006
#     -8     3       4.1883005692E-006
#     -8     4       1.1668531035E-005
#     -7    -2       8.3641500684E-007
#     -7    -1       5.6536679856E-006
#     -7     0       1.6558762446E-005
#     -7     1       1.8516227541E-005
#     -7     2       8.0570872203E-005
#     -7     3       1.7446290094E-004
#     -7     4       6.9382000066E-005
#     -6    -3       8.7447867723E-006
#     -6    -2       1.8766011629E-005
#     -6    -1       3.1272118273E-005
#     -6     0       2.6320210944E-004
#     -6     1       5.2855164779E-004
#     -6     2       8.0778693454E-004
#     -6     3       6.0442234478E-004
#     -6     4       2.4998563469E-004
#     -5    -4       2.2512883863E-005
#     -5    -3       1.6763175539E-005
#     -5    -2       1.6096189019E-004
#     -5    -1       5.7232884459E-004
#     -5     0       1.0406828008E-003
#     -5     1       2.5035642587E-003
#     -5     2       2.7367957654E-003
#     -5     3       1.1875435336E-003
#     -5     4       1.9673131780E-004
#     -4    -4       1.3567816589E-004
#     -4    -3       2.7260152966E-004
#     -4    -2       8.3266285624E-004
#     -4    -1       2.9778754080E-003
#     -4     0       1.0915851370E-002
#     -4     1       1.4259868806E-002
#     -4     2       1.4616384408E-002
#     -4     3       3.4730170370E-003
#     -4     4       1.1928048287E-003
#     -3    -5       2.7875113095E-005
#     -3    -4       7.0611979646E-005
#     -3    -3       4.9540186465E-004
#     -3    -2       2.9597089886E-003
#     -3    -1       1.3411082131E-002
#     -3     0       3.2210838290E-002
#     -3     1       3.5696207797E-002
#     -3     2       2.2807891348E-002
#     -3     3       8.9666485442E-003
#     -3     4       1.9661978858E-003
#     -2    -5       4.7900477259E-005
#     -2    -4       2.0770101577E-004
#     -2    -3       1.3712110428E-003
#     -2    -2       1.0340333361E-002
#     -2    -1       2.4956815392E-002
#     -2     0       4.7168336163E-002
#     -2     1       4.3116047107E-002
#     -2     2       1.8911959445E-002
#     -2     3       2.6596398888E-002
#     -1    -6       3.3341209479E-006
#     -1    -5       8.0423007990E-005
#     -1    -4       5.2387723824E-004
#     -1    -3       4.1503307551E-003
#     -1    -2       1.1657565242E-002
#     -1    -1       2.1914464486E-002
#     -1     0       1.1223603369E-002
#     -1     1       9.5392684993E-003
#     -1     2       9.1331397001E-002
#      0    -6       3.2437750080E-006
#      0    -5       8.4362979867E-005
#      0    -4       2.8890060651E-003
#      0    -3       1.5967957440E-002
#      0    -2       2.4263872170E-002
#      0    -1       1.8172065733E-003
#      0     0       9.3160067181E-002
#      0     1       3.8522090286E-002
#      1    -5       1.4759320757E-004
#      1    -4       3.2428753495E-003
#      1    -3       2.6881432138E-002
#      1    -2       8.2352656380E-002
#      1    -1       2.5001994576E-002
#      1     0       1.1285137793E-001
#      2    -5       4.8503244555E-004
#      2    -4       7.6986302548E-003
#      2    -3       3.0157988902E-002
#      2    -2       3.2706957685E-002
#     -8     0       1.5181385101E-007
#     -8     1       9.2461881095E-007
#     -8     2       3.8772969659E-006
#     -8     3       3.7125779300E-006
#     -8     4       8.8575454038E-006
#     -7    -2       9.9958568085E-007
#     -7    -1       5.9686885313E-006
#     -7     0       1.6785489062E-005
#     -7     1       2.0545486086E-005
#     -7     2       8.5231280785E-005
#     -7     3       2.0743874043E-004
#     -7     4       6.1811839722E-006
#     -6    -3       7.2289913983E-006
#     -6    -2       1.9277748002E-005
#     -6    -1       3.3889363260E-005
#     -6     0       2.5978978677E-004
#     -6     1       5.0950191347E-004
#     -6     2       7.8235105538E-004
#     -6     3       6.2297673196E-004
#     -6     4       8.5007721919E-005
#     -5    -4       1.7212523786E-005
#     -5    -3       2.0806439852E-005
#     -5    -2       1.6734107386E-004
#     -5    -1       5.5739741873E-004
#     -5     0       1.0552509605E-003
#     -5     1       2.5097445265E-003
#     -5     2       2.8297574113E-003
#     -5     3       1.4764597724E-003
#     -5     4       6.5313804484E-006
#     -4    -4       1.4650548432E-004
#     -4    -3       2.7687670995E-004
#     -4    -2       8.0678149455E-004
#     -4    -1       2.9376754348E-003
#     -4     0       1.0771595642E-002
#     -4     1       1.3996999655E-002
#     -4     2       1.4254334662E-002
#     -4     3       2.9735732647E-003
#     -4     4       1.2198528874E-003
#     -3    -5       3.5024508132E-005
#     -3    -4       7.3317937354E-005
#     -3    -3       4.8461665238E-004
#     -3    -2       2.9289137975E-003
#     -3    -1       1.3247243561E-002
#     -3     0       3.1755269184E-002
#     -3     1       3.5725058532E-002
#     -3     2       2.2381827163E-002
#     -3     3       8.2785064564E-003
#     -3     4       2.7469778045E-003
#     -2    -5       5.4291608936E-005
#     -2    -4       2.3206912012E-004
#     -2    -3       1.3921607418E-003
#     -2    -2       1.0113989679E-002
#     -2    -1       2.4080956697E-002
#     -2     0       4.5755461127E-002
#     -2     1       4.3060227861E-002
#     -2     2       1.5510514799E-002
#     -2     3       3.3683657694E-002
#     -1    -6       1.3356173208E-006
