 Diffraction intensities for potential:-1x1interp10001.in                      
#     -1    -5       6.8677114094E-005
#     -1    -4       6.1637920839E-004
#     -1    -3       4.3188476879E-003
#     -1    -2       1.1416222321E-002
#     -1    -1       2.0131560756E-002
#     -1     0       1.1003069117E-002
#     -1     1       9.0947530278E-003
#     -1     2       9.3630296843E-002
#      0    -6       1.1610085883E-005
#      0    -5       6.8577431855E-005
#      0    -4       3.1497213149E-003
#      0    -3       1.6784021047E-002
#      0    -2       2.6486667477E-002
#      0    -1       9.8956081084E-004
#      0     0       9.6198977395E-002
#      0     1       4.1186562675E-002
#      1    -6       1.7452396419E-005
#      1    -5       9.6731941322E-005
#      1    -4       3.6897334001E-003
#      1    -3       2.7883746116E-002
#      1    -2       8.9946814617E-002
#      1    -1       3.1912057258E-002
#      1     0       9.6259332770E-002
#      2    -5       3.0716892627E-004
#      2    -4       7.3634855215E-003
#      2    -3       3.0386124277E-002
#      2    -2       2.6734745212E-002
#     -8     0       1.8828648160E-008
#     -8     1       9.2637909993E-007
#     -8     2       5.4423924512E-006
#     -8     3       7.1253977278E-006
#     -7    -2       2.0697193484E-007
#     -7    -1       5.5529204399E-006
#     -7     0       1.7841966898E-005
#     -7     1       2.0206511866E-005
#     -7     2       6.8022809095E-005
#     -7     3       1.7213846120E-004
#     -7     4       4.2814891696E-005
#     -6    -3       6.7026753966E-006
#     -6    -2       2.2879871927E-005
#     -6    -1       3.1664009098E-005
#     -6     0       2.7124266452E-004
#     -6     1       5.3486100097E-004
#     -6     2       8.1318587880E-004
#     -6     3       6.4782352820E-004
#     -6     4       1.2953208510E-004
#     -5    -4       1.3697699299E-005
#     -5    -3       2.9383833609E-005
#     -5    -2       1.5778237610E-004
#     -5    -1       5.3243857094E-004
#     -5     0       1.0176444572E-003
#     -5     1       2.4038519331E-003
#     -5     2       2.7316394049E-003
#     -5     3       1.3694786372E-003
#     -5     4       6.6343669121E-005
#     -4    -5       4.5307390120E-006
#     -4    -4       1.4863385627E-004
#     -4    -3       2.6180171552E-004
#     -4    -2       7.8255353134E-004
#     -4    -1       2.8563238357E-003
#     -4     0       1.0472732508E-002
#     -4     1       1.3469064034E-002
#     -4     2       1.4890911035E-002
#     -4     3       3.6609871068E-003
#     -4     4       5.3815760381E-004
#     -3    -5       4.4719795232E-005
#     -3    -4       7.4100505336E-005
#     -3    -3       4.8389542226E-004
#     -3    -2       2.8340071093E-003
#     -3    -1       1.2935947878E-002
#     -3     0       3.0791492574E-002
#     -3     1       3.3630203923E-002
#     -3     2       2.2971812088E-002
#     -3     3       8.3057139350E-003
#     -3     4       1.2034352322E-003
#     -2    -6       9.6611224273E-007
#     -2    -5       7.1051689575E-005
#     -2    -4       2.8338001277E-004
#     -2    -3       1.4981047862E-003
#     -2    -2       9.5149747108E-003
#     -2    -1       2.3256124408E-002
#     -2     0       4.4258680029E-002
#     -2     1       4.0769257836E-002
#     -2     2       1.9385441003E-002
#     -2     3       2.5413747155E-002
#     -1    -6       5.3387612335E-006
#     -1    -5       6.6616970323E-005
#     -1    -4       7.0919244660E-004
#     -1    -3       5.2495260830E-003
#     -1    -2       1.0513105127E-002
#     -1    -1       1.8545248855E-002
#     -1     0       1.0555151823E-002
#     -1     1       9.7510874428E-003
#     -1     2       1.1155042301E-001
#      0    -6       8.8565555183E-006
#      0    -5       5.5544215152E-005
#      0    -4       3.1967198060E-003
#      0    -3       2.1643189484E-002
#      0    -2       2.8804436056E-002
#      0    -1       3.6963834373E-004
#      0     0       9.4584821894E-002
#      0     1       3.5263615491E-002
#      1    -6       2.3253659811E-006
#      1    -5       7.1042045899E-007
#      1    -4       2.3279097766E-003
#      1    -3       3.8482077897E-002
#      1    -2       9.5055935643E-002
#      1    -1       4.4892415295E-002
#      1     0       8.5836808014E-002
#      2    -5       1.0272533887E-003
#      2    -4       3.0999334806E-003
#      2    -3       2.5444330091E-002
#      2    -2       1.7024397417E-002
#     -8     0       1.8601409685E-008
#     -8     1       3.0209777886E-007
#     -8     2       1.6435343355E-006
#     -8     3       2.8088028214E-006
#     -7    -2       7.2582047272E-007
#     -7    -1       5.8180533864E-006
#     -7     0       1.5582926952E-005
#     -7     1       2.1092032369E-005
#     -7     2       7.0269257202E-005
#     -7     3       1.7353295460E-004
#     -7     4       2.4700394531E-005
#     -6    -3       9.3429125884E-006
#     -6    -2       2.3603687413E-005
#     -6    -1       3.0993774030E-005
#     -6     0       2.5874297523E-004
#     -6     1       5.1028007060E-004
#     -6     2       7.5632319647E-004
#     -6     3       5.6040307346E-004
#     -6     4       1.6079815277E-004
#     -5    -4       2.1892370938E-005
#     -5    -3       2.3488784429E-005
#     -5    -2       1.6051883395E-004
#     -5    -1       5.2120642856E-004
#     -5     0       9.9426425532E-004
#     -5     1       2.3057281157E-003
#     -5     2       2.5480031161E-003
#     -5     3       1.2637532129E-003
#     -5     4       1.1969615124E-004
#     -4    -5       1.2103629693E-006
#     -4    -4       1.2079043324E-004
#     -4    -3       2.6446143791E-004
#     -4    -2       7.8196683249E-004
#     -4    -1       2.8355219996E-003
#     -4     0       1.0173240733E-002
#     -4     1       1.2797148703E-002
#     -4     2       1.4182917034E-002
#     -4     3       3.4735575131E-003
#     -4     4       5.8494828434E-004
#     -3    -5       6.7495944984E-005
#     -3    -4       7.8763517917E-005
#     -3    -3       4.8382145635E-004
#     -3    -2       2.9436758852E-003
#     -3    -1       1.2632312495E-002
#     -3     0       2.9343377748E-002
#     -3     1       3.1590375818E-002
#     -3     2       2.1072968431E-002
#     -3     3       8.7633245578E-003
#     -3     4       1.5214991397E-003
#     -2    -6       7.9622841764E-006
#     -2    -5       8.9307848191E-005
#     -2    -4       2.9338723021E-004
#     -2    -3       1.6246958298E-003
#     -2    -2       9.7054782940E-003
#     -2    -1       2.1622337984E-002
#     -2     0       4.0065915579E-002
#     -2     1       3.6898380273E-002
#     -2     2       1.8390177511E-002
#     -2     3       3.0355869425E-002
#     -1    -6       1.0590806678E-006
#     -1    -5       1.0253539399E-004
#     -1    -4       6.7917390535E-004
#     -1    -3       5.4740529649E-003
#     -1    -2       1.2323847711E-002
#     -1    -1       1.4204932082E-002
#     -1     0       6.7663997951E-003
#     -1     1       7.3792179088E-003
#     -1     2       1.2138792753E-001
#      0    -6       4.6022234193E-006
#      0    -5       9.2983733066E-005
#      0    -4       3.3280803169E-003
#      0    -3       2.1391867193E-002
#      0    -2       4.0511220619E-002
#      0    -1       1.2866114994E-003
#      0     0       8.7501766054E-002
#      0     1       3.9400085223E-002
#      1    -6       8.1623262355E-007
#      1    -5       1.2764078422E-004
#      1    -4       3.1143796459E-003
#      1    -3       3.3012879127E-002
#      1    -2       1.2679048881E-001
#      1    -1       7.7806570463E-002
#      1     0       4.7264567898E-002
#      2    -5       4.9413299812E-004
#      2    -4       6.7707627074E-003
#      2    -3       1.6875245308E-002
#      2    -2       2.5540837070E-003
#     -8     0       5.9774100655E-007
#     -8     1       7.7300106916E-007
#     -8     2       2.3189379853E-006
#     -8     3       5.6979128315E-006
#     -7    -2       1.1236886939E-006
#     -7    -1       6.6492983242E-006
#     -7     0       1.3988082241E-005
#     -7     1       2.0203071999E-005
#     -7     2       5.5155579498E-005
#     -7     3       1.4272709206E-004
#     -7     4       3.6058591907E-005
#     -6    -3       1.0738920131E-005
#     -6    -2       2.5412250427E-005
#     -6    -1       3.3194390150E-005
#     -6     0       2.6292522110E-004
#     -6     1       5.4163191835E-004
#     -6     2       7.7843797373E-004
#     -6     3       5.2607764915E-004
#     -6     4       1.4968572778E-004
#     -5    -4       2.1463880839E-005
#     -5    -3       3.2610847490E-005
#     -5    -2       1.6731019140E-004
#     -5    -1       5.2714480757E-004
#     -5     0       1.0062774195E-003
#     -5     1       2.3217368090E-003
#     -5     2       2.6261348559E-003
#     -5     3       1.1106186781E-003
#     -5     4       1.8094277573E-004
#     -4    -5       7.3674124938E-006
#     -4    -4       1.6427973164E-004
#     -4    -3       2.8203180160E-004
#     -4    -2       8.1203025553E-004
#     -4    -1       2.9660131195E-003
#     -4     0       1.0470731532E-002
#     -4     1       1.2960780528E-002
#     -4     2       1.4618581061E-002
#     -4     3       3.2317845494E-003
#     -4     4       8.7704443317E-004
#     -3    -5       3.9319135857E-005
#     -3    -4       7.6964416854E-005
#     -3    -3       5.2536542270E-004
#     -3    -2       3.1166345108E-003
#     -3    -1       1.3374054062E-002
#     -3     0       3.1413073299E-002
#     -3     1       3.3866186013E-002
#     -3     2       2.2446330059E-002
#     -3     3       7.6909812619E-003
#     -3     4       1.7376270579E-003
#     -2    -6       8.8442954355E-008
#     -2    -5       6.1351626907E-005
#     -2    -4       2.7133981883E-004
#     -2    -3       1.5950341432E-003
#     -2    -2       1.0200312693E-002
#     -2    -1       2.3979989564E-002
#     -2     0       4.5448178368E-002
#     -2     1       4.4535679018E-002
#     -2     2       1.6737246283E-002
#     -2     3       2.8656152486E-002
#     -1    -6       2.3165658959E-006
#     -1    -5       6.6081824243E-005
#     -1    -4       5.7578153913E-004
#     -1    -3       4.7500953030E-003
#     -1    -2       1.2172785996E-002
#     -1    -1       1.8132398911E-002
#     -1     0       1.0623391737E-002
#     -1     1       1.3559536185E-002
#     -1     2       1.1598182239E-001
#      0    -6       1.0211930957E-005
#      0    -5       7.3018582386E-005
#      0    -4       2.9071518004E-003
#      0    -3       1.7613386360E-002
#      0    -2       3.2771422111E-002
#      0    -1       8.9165769966E-004
#      0     0       7.7883543251E-002
#      0     1       3.5702847641E-002
#      1    -6       4.6451532012E-006
#      1    -5       1.6057347720E-004
#      1    -4       3.3410370852E-003
#      1    -3       2.7578327235E-002
#      1    -2       9.7360086985E-002
#      1    -1       6.0152548769E-002
#      1     0       5.8593039750E-002
#      2    -5       6.9588061169E-004
#      2    -4       9.5268981993E-003
#      2    -3       3.3064942370E-002
#      2    -2       1.8947352771E-002
#      2    -1       4.0869830869E-003
#     -8     0       1.1308049725E-007
#     -8     1       5.2630671567E-007
#     -8     2       2.2530198422E-006
#     -8     3       3.8670342479E-006
#     -7    -2       1.6330342712E-006
#     -7    -1       6.9317454329E-006
#     -7     0       1.1552828378E-005
#     -7     1       1.9018329959E-005
#     -7     2       5.8767396545E-005
#     -7     3       1.5402236624E-004
#     -7     4       3.8561606292E-005
#     -6    -3       1.8281765152E-005
#     -6    -2       2.3029065772E-005
#     -6    -1       3.2793624353E-005
#     -6     0       2.6697482140E-004
#     -6     1       5.6012875105E-004
#     -6     2       7.7376091747E-004
#     -6     3       5.9006859009E-004
#     -6     4       1.5992479923E-004
#     -5    -4       2.1800207437E-005
#     -5    -3       2.2687051028E-005
#     -5    -2       1.5362780430E-004
#     -5    -1       5.4556475049E-004
#     -5     0       1.0806546271E-003
#     -5     1       2.4838531626E-003
#     -5     2       2.9007431475E-003
#     -5     3       1.4084100895E-003
#     -5     4       7.1814037530E-005
#     -4    -5       7.1755279131E-006
#     -4    -4       1.6617729873E-004
#     -4    -3       2.7248026556E-004
#     -4    -2       8.0483156999E-004
#     -4    -1       3.1162524428E-003
#     -4     0       1.1102761417E-002
#     -4     1       1.4317059916E-002
#     -4     2       1.6249933466E-002
#     -4     3       4.0738164882E-003
#     -4     4       1.3982198891E-004
#     -3    -5       3.0584217750E-005
#     -3    -4       7.9023913650E-005
#     -3    -3       5.2761076358E-004
#     -3    -2       3.1479198838E-003
#     -3    -1       1.3388842752E-002
#     -3     0       3.3671696720E-002
#     -3     1       4.1430580616E-002
#     -3     2       3.1050065070E-002
#     -3     3       5.3117178567E-003
#     -2    -6       4.0924523672E-007
#     -2    -5       6.3462931815E-005
#     -2    -4       2.5533168785E-004
#     -2    -3       1.5012796056E-003
#     -2    -2       9.9946610231E-003
#     -2    -1       2.3211809028E-002
#     -2     0       4.7549638637E-002
#     -2     1       6.1101365363E-002
#     -2     2       2.3985753880E-002
#     -2     3       8.7670360099E-003
#     -1    -6       2.1687041933E-006
#     -1    -5       7.2934764389E-005
#     -1    -4       5.6297632850E-004
#     -1    -3       4.4244654403E-003
