 Diffraction intensities for potential:x6x6_03D10005.in                        
#    -48    -3       3.3010800933E-005
#    -48    -2       1.3131391717E-007
#    -48    -1       6.6032086497E-008
#    -48     0       4.4326709792E-005
#    -48     1       6.8867291683E-008
#    -48     2       5.3946364829E-007
#    -48     3       3.7895579575E-005
#    -48     4       7.8579194275E-008
#    -48     5       1.5712253850E-008
#    -48     6       4.7935419728E-005
#    -48     7       3.0886474111E-008
#    -48     8       7.5122270585E-007
#    -48     9       1.1802299673E-004
#    -48    10       2.0671761236E-007
#    -48    11       1.7085594526E-007
#    -48    12       1.8913755871E-004
#    -48    13       1.8797973765E-006
#    -48    14       1.0557917610E-007
#    -48    15       1.6261129610E-004
#    -48    16       3.6966277474E-007
#    -48    17       5.7124961318E-007
#    -48    18       1.3586917797E-004
#    -48    19       1.4624132166E-007
#    -48    20       2.0167592146E-007
#    -48    21       1.5645140480E-004
#    -48    22       9.1022799719E-007
#    -48    23       7.7284683799E-007
#    -48    24       1.4129973592E-004
#    -48    25       2.1841531806E-006
#    -48    26       2.3451944470E-007
#    -48    27       1.2392208861E-004
#    -48    28       4.6075277002E-007
#    -48    29       3.7267510561E-007
#    -48    30       2.1245947671E-005
#    -47    -4       1.0623856905E-005
#    -47    -3       1.9157764437E-005
#    -47    -2       4.9222750094E-006
#    -47    -1       2.4836762927E-005
#    -47     0       1.9258268222E-005
#    -47     1       1.1388354487E-005
#    -47     2       1.2804142951E-005
#    -47     3       2.7222569646E-005
#    -47     4       5.1442951817E-006
#    -47     5       2.5018804369E-005
#    -47     6       3.4623659915E-005
#    -47     7       1.0023859924E-005
#    -47     8       2.0206039657E-005
#    -47     9       4.0758730363E-005
#    -47    10       1.1707129958E-005
#    -47    11       5.2228349194E-005
#    -47    12       5.3431152047E-005
#    -47    13       2.2738733041E-005
#    -47    14       7.7149230560E-005
#    -47    15       8.5993397025E-005
#    -47    16       2.0215694661E-005
#    -47    17       9.0257569099E-005
#    -47    18       6.8210416328E-005
#    -47    19       2.8656953288E-005
#    -47    20       8.9756730416E-005
#    -47    21       1.0432509404E-004
#    -47    22       1.9754857428E-005
#    -47    23       8.1788844439E-005
#    -47    24       9.5066836284E-005
#    -47    25       9.1579735595E-006
#    -47    26       3.2734108937E-005
#    -47    27       2.7630252274E-005
#    -47    28       1.3947952440E-005
#    -47    29       3.5315203229E-005
#    -47    30       4.4825787554E-005
#    -47    31       1.2797529519E-005
#    -46    -6       4.9737658548E-007
#    -46    -5       5.9756008318E-008
#    -46    -4       2.3324189333E-005
#    -46    -3       1.4062442807E-008
#    -46    -2       1.0296972941E-007
#    -46    -1       7.5923667071E-005
#    -46     0       1.3755414933E-008
#    -46     1       2.3788389693E-007
#    -46     2       4.2916691041E-005
#    -46     3       3.3123387052E-007
#    -46     4       9.2924324986E-009
#    -46     5       4.5358619326E-005
#    -46     6       3.7806900312E-007
#    -46     7       2.2354004195E-007
#    -46     8       6.1983351745E-005
#    -46     9       1.2651650279E-007
#    -46    10       1.0787078441E-007
#    -46    11       1.1034767518E-004
#    -46    12       7.0770172799E-007
#    -46    13       1.8110024473E-007
#    -46    14       1.4744233465E-004
#    -46    15       4.5161282510E-009
#    -46    16       2.3414371449E-007
#    -46    17       1.9110012864E-004
#    -46    18       6.3617119381E-007
#    -46    19       1.4617043264E-006
#    -46    20       1.8646661607E-004
#    -46    21       2.5742217790E-007
#    -46    22       6.2471138956E-007
#    -46    23       1.4636551342E-004
#    -46    24       9.3908467905E-007
#    -46    25       3.7336085576E-007
#    -46    26       2.1008689994E-004
#    -46    27       3.0668434395E-007
#    -46    28       3.2868568314E-006
#    -46    29       7.3070032680E-005
#    -46    30       6.9900968504E-007
#    -46    31       3.4642618721E-006
#    -45    -7       5.7119040864E-006
#    -45    -6       3.4083361853E-006
#    -45    -5       1.5826748927E-005
#    -45    -4       2.0238286724E-005
#    -45    -3       5.1173076212E-006
#    -45    -2       1.4826608933E-005
#    -45    -1       2.3110755565E-005
#    -45     0       7.6267619475E-006
#    -45     1       2.5446460603E-005
#    -45     2       2.7620053661E-005
#    -45     3       1.0012803152E-005
#    -45     4       2.8920933078E-005
#    -45     5       2.7620030424E-005
#    -45     6       9.6586140980E-006
#    -45     7       2.8623161157E-005
#    -45     8       2.6517390497E-005
#    -45     9       1.0343166725E-005
#    -45    10       3.4397526037E-005
#    -45    11       5.5591983700E-005
#    -45    12       1.1175176039E-005
#    -45    13       4.6683154666E-005
#    -45    14       7.7921525666E-005
#    -45    15       2.0245144103E-005
#    -45    16       9.6370334942E-005
#    -45    17       8.0693527770E-005
#    -45    18       2.9995169500E-005
#    -45    19       9.3149561414E-005
#    -45    20       7.8434371549E-005
#    -45    21       2.0204986734E-005
#    -45    22       7.1547360471E-005
#    -45    23       6.8244211330E-005
#    -45    24       1.3793385845E-005
#    -45    25       1.0069111012E-004
#    -45    26       8.0989577415E-005
#    -45    27       2.0641898518E-005
#    -45    28       7.9093711913E-005
#    -45    29       5.4911404812E-005
#    -45    30       2.0289538095E-005
#    -45    31       2.5305918430E-005
#    -45    32       1.7847629645E-005
#    -44    -9       4.1594111077E-007
#    -44    -8       1.0101106009E-005
#    -44    -7       7.5044042445E-007
#    -44    -6       5.2270789127E-006
#    -44    -5       3.5162423404E-005
#    -44    -4       2.4767970282E-007
#    -44    -3       5.8990102673E-008
#    -44    -2       4.5550559368E-005
#    -44    -1       3.5108623479E-007
#    -44     0       2.4484045378E-006
#    -44     1       6.6028844954E-005
#    -44     2       7.3018589375E-007
#    -44     3       4.0128099215E-008
#    -44     4       7.0324400331E-005
#    -44     5       1.0319921956E-006
#    -44     6       3.9063437943E-007
#    -44     7       6.4720548213E-005
#    -44     8       8.6866071197E-007
#    -44     9       3.3606065502E-007
#    -44    10       6.7422554554E-005
#    -44    11       2.7434140467E-007
#    -44    12       3.0923113335E-008
#    -44    13       1.2780807677E-004
#    -44    14       4.3208293738E-008
#    -44    15       3.2090826712E-007
#    -44    16       1.9255013033E-004
#    -44    17       9.4978965054E-007
#    -44    18       8.3145144862E-007
#    -44    19       1.3415226799E-004
#    -44    20       4.3289129319E-007
#    -44    21       2.1457883272E-007
#    -44    22       1.7837998741E-004
#    -44    23       5.2281192202E-008
#    -44    24       2.1175670315E-006
#    -44    25       1.8905211135E-004
#    -44    26       1.3814840776E-006
#    -44    27       2.2021068537E-006
#    -44    28       2.8356842224E-004
#    -44    29       1.2891364924E-006
#    -44    30       7.4117596574E-007
#    -44    31       8.7449985595E-005
#    -44    32       3.3316386786E-007
#    -43   -10       1.7414657575E-006
#    -43    -9       1.4378398946E-005
#    -43    -8       1.4439837798E-005
#    -43    -7       6.9912650248E-006
#    -43    -6       5.3207902467E-005
#    -43    -5       2.1563080932E-005
#    -43    -4       3.1104319152E-006
#    -43    -3       3.6265263352E-005
#    -43    -2       2.8379221783E-005
#    -43    -1       9.7760367180E-006
#    -43     0       3.1287004449E-005
#    -43     1       3.0543377488E-005
#    -43     2       1.7682444287E-005
#    -43     3       5.3399696040E-005
#    -43     4       3.4751131200E-005
#    -43     5       1.4830294439E-005
#    -43     6       3.7700289986E-005
#    -43     7       1.8639442278E-005
#    -43     8       1.2918881623E-005
#    -43     9       3.1230548476E-005
#    -43    10       3.2944767897E-005
#    -43    11       5.5457275078E-006
#    -43    12       3.4670276543E-005
#    -43    13       3.6010241582E-005
#    -43    14       1.5021340221E-005
#    -43    15       5.5695101871E-005
#    -43    16       8.1765003753E-005
#    -43    17       1.9918547934E-005
#    -43    18       6.8577868577E-005
#    -43    19       8.4262131729E-005
#    -43    20       1.8710589584E-005
#    -43    21       7.7207557283E-005
#    -43    22       6.7344551896E-005
#    -43    23       1.2839481828E-005
#    -43    24       7.2525894301E-005
#    -43    25       6.5145087122E-005
#    -43    26       2.7926344410E-005
#    -43    27       1.3221809996E-004
#    -43    28       1.1235874106E-004
#    -43    29       2.6091768991E-005
#    -43    30       7.0472133412E-005
#    -43    31       3.0630811667E-005
#    -43    32       4.6299689125E-006
#    -42   -11       4.0998064703E-007
#    -42   -10       5.2427883575E-007
#    -42    -9       5.6609537123E-005
#    -42    -8       1.6415601003E-007
#    -42    -7       8.9592346208E-008
#    -42    -6       5.8791549720E-005
#    -42    -5       4.2711459661E-009
#    -42    -4       6.3011495191E-008
#    -42    -3       6.9706042085E-005
#    -42    -2       9.5356314582E-007
#    -42    -1       2.3724007068E-008
#    -42     0       1.6591431263E-004
#    -42     1       3.9085999945E-007
#    -42     2       1.3763958341E-007
#    -42     3       1.3568510899E-004
#    -42     4       1.6620528368E-006
#    -42     5       2.2027476402E-007
#    -42     6       8.3664033497E-006
#    -42     7       2.6599004461E-006
#    -42     8       1.1125232103E-006
#    -42     9       6.6247202853E-005
#    -42    10       1.2675108784E-007
#    -42    11       2.6139886304E-008
#    -42    12       2.5509328191E-004
#    -42    13       9.2177470400E-008
#    -42    14       4.8423991371E-007
#    -42    15       1.0863864563E-004
#    -42    16       4.2092364192E-007
#    -42    17       1.6800345235E-007
#    -42    18       3.1707626878E-004
#    -42    19       1.1733454397E-006
#    -42    20       2.7265434066E-007
#    -42    21       1.2808948623E-004
#    -42    22       7.4037087580E-007
#    -42    23       9.4489592623E-007
#    -42    24       2.2240231764E-004
#    -42    25       2.5389110311E-006
#    -42    26       3.3741865970E-007
#    -42    27       1.4813254914E-004
#    -42    28       1.9517021995E-007
#    -42    29       5.1137439208E-007
#    -42    30       1.4537440926E-004
#    -42    31       1.7240911028E-007
#    -42    32       8.9548285222E-007
#    -42    33       1.0736006388E-004
#    -41   -12       1.1709019029E-005
#    -41   -11       2.4174701434E-006
#    -41   -10       2.4439186652E-005
#    -41    -9       2.7861404351E-005
#    -41    -8       9.1376825614E-006
#    -41    -7       2.3300246606E-005
#    -41    -6       3.9088047368E-005
#    -41    -5       7.4299126315E-006
#    -41    -4       3.6334594339E-005
#    -41    -3       3.2038179603E-005
#    -41    -2       1.9879093594E-005
#    -41    -1       5.6812660102E-005
#    -41     0       6.4756794180E-005
#    -41     1       2.2348024135E-005
#    -41     2       6.0394417242E-005
#    -41     3       6.1365225992E-005
#    -41     4       1.8524277295E-005
#    -41     5       4.4126370970E-005
#    -41     6       3.1189997157E-005
#    -41     7       1.4951838147E-005
#    -41     8       1.8224068185E-005
#    -41     9       1.2841789277E-005
#    -41    10       3.2968283759E-006
#    -41    11       1.7497740563E-005
#    -41    12       1.0361040370E-005
#    -41    13       8.7176478268E-006
#    -41    14       3.3689930697E-005
#    -41    15       6.1523966906E-005
#    -41    16       1.4565378317E-005
#    -41    17       5.9837912253E-005
#    -41    18       7.3900111656E-005
#    -41    19       2.0624567285E-005
#    -41    20       4.0058509680E-005
#    -41    21       3.2603130708E-005
#    -41    22       4.7536827446E-006
#    -41    23       5.4826642604E-005
#    -41    24       7.3368466561E-005
#    -41    25       2.2905552228E-005
#    -41    26       6.2647484161E-005
#    -41    27       7.1190530740E-005
#    -41    28       5.0050509407E-005
#    -41    29       7.2328314972E-005
#    -41    30       2.2807946558E-005
#    -41    31       1.4657081796E-005
#    -41    32       6.4555526317E-005
#    -41    33       7.4193842205E-005
#    -40   -14       9.9598319586E-007
#    -40   -13       9.8593103917E-005
#    -40   -12       2.2362027812E-007
#    -40   -11       2.3671272832E-007
#    -40   -10       6.0116602340E-005
#    -40    -9       5.0740126528E-008
#    -40    -8       1.3366832299E-007
#    -40    -7       9.8070387377E-005
#    -40    -6       5.0353180559E-007
#    -40    -5       4.5141976122E-009
#    -40    -4       8.2648252731E-005
#    -40    -3       1.5350778313E-006
#    -40    -2       1.4820982123E-007
#    -40    -1       1.6463971754E-004
#    -40     0       9.2804794981E-008
#    -40     1       4.2294741770E-007
#    -40     2       1.4902517706E-004
#    -40     3       1.9173365803E-006
#    -40     4       3.0301845318E-007
#    -40     5       9.3258091663E-005
#    -40     6       9.8065399622E-007
#    -40     7       1.0263146916E-006
#    -40     8       2.9639560494E-005
#    -40     9       3.1028179194E-007
#    -40    10       9.5900377875E-007
#    -40    11       1.4267840733E-005
#    -40    12       1.0156682188E-007
#    -40    13       3.3516561243E-006
#    -40    14       5.9761199159E-005
#    -40    15       2.2185330139E-008
#    -40    16       4.2847821385E-007
#    -40    17       1.0060991183E-004
#    -40    18       1.7328273362E-007
#    -40    19       7.1025746012E-007
#    -40    20       1.3944658396E-004
#    -40    21       1.2874837985E-007
#    -40    22       6.9195256077E-007
#    -40    23       7.0848254709E-005
#    -40    24       1.7673259558E-006
#    -40    25       2.6183933226E-006
#    -40    26       1.4670540113E-004
#    -40    27       2.2153247389E-006
#    -40    28       3.2316806708E-006
#    -40    29       1.6852668394E-004
#    -40    30       5.8679335012E-006
#    -40    31       1.1256292266E-007
#    -40    32       9.5642621491E-005
#    -40    33       6.7987562253E-007
#    -39   -15       6.8267812391E-006
#    -39   -14       1.1302289663E-005
#    -39   -13       2.8746736931E-005
#    -39   -12       5.7944721092E-006
#    -39   -11       3.5531351664E-005
#    -39   -10       3.2922451611E-005
#    -39    -9       1.2904277003E-005
#    -39    -8       3.0347254633E-005
#    -39    -7       3.4282484810E-005
#    -39    -6       1.0129373198E-005
#    -39    -5       4.5250714687E-005
#    -39    -4       3.9771844090E-005
#    -39    -3       2.2320988144E-005
#    -39    -2       6.2454964133E-005
#    -39    -1       7.3489672872E-005
#    -39     0       1.6548091792E-005
#    -39     1       7.1296452285E-005
#    -39     2       6.2060556843E-005
#    -39     3       2.0819175655E-005
#    -39     4       4.8058418522E-005
#    -39     5       3.2551287948E-005
#    -39     6       1.1082392177E-005
#    -39     7       1.1752036181E-005
#    -39     8       8.7952377325E-006
#    -39     9       1.2481576233E-006
#    -39    10       4.2123643412E-006
#    -39    11       5.1855528782E-006
#    -39    12       5.2956586726E-006
#    -39    13       8.8132996995E-006
#    -39    14       2.0341275522E-005
#    -39    15       1.0299186557E-005
#    -39    16       3.2592356630E-005
#    -39    17       3.6903043122E-005
#    -39    18       1.4712379451E-005
#    -39    19       4.2116236428E-005
#    -39    20       3.7518435212E-005
#    -39    21       3.7522222862E-006
#    -39    22       2.2791476281E-005
#    -39    23       2.9530231187E-005
#    -39    24       1.7213150715E-005
#    -39    25       5.6827506694E-005
#    -39    26       7.4365210330E-005
#    -39    27       4.1442557245E-005
#    -39    28       7.4255436683E-005
#    -39    29       1.0343160599E-004
#    -39    30       9.9575470907E-006
#    -39    31       5.8672781593E-005
#    -39    32       6.2387003544E-005
#    -39    33       5.0559011219E-006
#    -38   -16       2.9659547414E-007
#    -38   -15       2.3345968836E-007
#    -38   -14       6.8060959941E-005
#    -38   -13       2.8209621570E-007
#    -38   -12       1.2920240732E-006
#    -38   -11       8.7942934079E-005
#    -38   -10       9.9356625793E-008
#    -38    -9       2.0808959286E-007
#    -38    -8       8.9140712775E-005
#    -38    -7       2.7823605837E-007
#    -38    -6       9.4011419527E-007
#    -38    -5       1.1254023723E-004
#    -38    -4       1.2374735246E-006
#    -38    -3       9.2607794410E-008
#    -38    -2       1.5027021142E-004
#    -38    -1       1.4786500913E-006
#    -38     0       1.5919833814E-006
#    -38     1       1.3912849413E-004
#    -38     2       5.5576973685E-006
#    -38     3       7.7176088628E-008
#    -38     4       7.2441275234E-005
#    -38     5       8.7916794398E-007
#    -38     6       5.4271053891E-007
#    -38     7       2.0305109184E-005
#    -38     8       1.0509601911E-006
#    -38     9       1.2854703564E-006
#    -38    10       4.2277629656E-006
#    -38    11       6.6451226448E-008
#    -38    12       3.3552743768E-006
#    -38    13       1.2042099787E-005
#    -38    14       2.4768306990E-008
#    -38    15       3.2368139608E-007
#    -38    16       5.3104474427E-005
#    -38    17       9.9746600775E-008
#    -38    18       1.9679319986E-008
#    -38    19       4.3234447483E-005
#    -38    20       6.1778309357E-008
#    -38    21       2.2860723648E-006
#    -38    22       4.4674447644E-005
#    -38    23       3.8791023930E-007
#    -38    24       2.8990219134E-006
#    -38    25       8.4907092926E-005
#    -38    26       1.6141793557E-006
#    -38    27       1.0584541115E-006
#    -38    28       2.4553525770E-004
#    -38    29       4.1024361849E-007
#    -38    30       1.9580591538E-006
#    -38    31       2.4603199434E-004
#    -38    32       3.7750051848E-007
#    -38    33       2.8691019968E-006
#    -37   -17       5.0101819723E-006
#    -37   -16       7.6327046240E-006
#    -37   -15       2.9304971206E-005
#    -37   -14       3.9838001887E-005
#    -37   -13       9.6428032954E-006
#    -37   -12       7.4184808962E-005
#    -37   -11       3.8811241180E-005
#    -37   -10       9.6764025867E-006
#    -37    -9       5.2471202764E-005
#    -37    -8       4.5675149881E-005
#    -37    -7       1.0865254642E-005
#    -37    -6       7.4802088977E-005
#    -37    -5       4.8756463149E-005
#    -37    -4       1.8387747332E-005
#    -37    -3       7.6552342861E-005
#    -37    -2       6.8082953405E-005
#    -37    -1       1.8401835561E-005
#    -37     0       7.3442174114E-005
#    -37     1       4.5379163914E-005
#    -37     2       2.0779759357E-005
#    -37     3       3.9875767693E-005
#    -37     4       2.2700335470E-005
#    -37     5       6.8519121623E-006
#    -37     6       2.9523771058E-006
#    -37     7       8.2405938993E-006
#    -37     8       1.7962330559E-006
#    -37     9       4.8538131733E-006
#    -37    10       1.2881225315E-006
#    -37    11       2.5066949731E-006
#    -37    12       2.0824764318E-007
#    -37    13       3.5923659122E-006
#    -37    14       3.0221205894E-006
#    -37    15       8.6528086892E-006
#    -37    16       9.1620649584E-006
#    -37    17       3.3646474110E-006
#    -37    18       2.4137888465E-006
#    -37    19       7.2517537191E-006
#    -37    20       1.7612052218E-007
#    -37    21       1.1130473890E-005
#    -37    22       3.8882932388E-006
#    -37    23       6.9172339550E-006
#    -37    24       2.5425027832E-005
#    -37    25       4.6019438000E-005
#    -37    26       1.9461286547E-005
#    -37    27       5.7820766302E-005
#    -37    28       8.3397976949E-005
#    -37    29       3.2571110583E-005
#    -37    30       8.1155290697E-005
#    -37    31       4.4283883881E-005
#    -37    32       2.5804265571E-005
#    -37    33       7.8153701993E-005
#    -36   -18       8.3224236960E-005
#    -36   -17       5.9324874198E-007
#    -36   -16       4.0131227294E-007
#    -36   -15       6.5934924556E-005
#    -36   -14       4.1229922203E-007
#    -36   -13       8.2009148209E-007
#    -36   -12       1.8780807593E-004
#    -36   -11       3.9026164336E-007
#    -36   -10       2.9946057183E-007
#    -36    -9       1.0919928259E-004
#    -36    -8       3.1039297238E-007
#    -36    -7       1.5025411243E-006
#    -36    -6       2.9989295982E-005
#    -36    -5       7.7503319380E-007
#    -36    -4       6.7782347354E-008
#    -36    -3       1.3826394157E-004
#    -36    -2       3.1467501130E-006
#    -36    -1       8.6328510543E-007
#    -36     0       6.5901153406E-004
#    -36     1       6.4516324387E-006
#    -36     2       1.5941503631E-007
#    -36     3       6.4043276469E-005
#    -36     4       3.3125773438E-006
#    -36     5       1.2366256074E-006
#    -36     6       8.7048134012E-004
#    -36     7       2.4609420493E-006
#    -36     8       6.9239349968E-007
#    -36     9       1.4867932885E-005
#    -36    10       8.7365498174E-008
#    -36    11       3.5052991520E-006
#    -36    12       9.1577045723E-004
#    -36    13       2.4674150484E-007
#    -36    14       4.7947249818E-007
#    -36    15       1.9105462799E-005
#    -36    16       3.4261447226E-008
#    -36    17       4.2655662230E-008
#    -36    18       7.0233012859E-004
#    -36    19       2.3421922853E-007
#    -36    20       2.0184770582E-006
#    -36    21       3.4945329675E-006
#    -36    22       1.7919593803E-006
#    -36    23       1.4391149542E-006
#    -36    24       2.3231301857E-005
#    -36    25       2.3736422842E-006
#    -36    26       8.1155274459E-007
#    -36    27       2.2789444838E-004
#    -36    28       9.9459769064E-007
#    -36    29       8.8939647238E-007
#    -36    30       1.4879872763E-004
#    -36    31       6.3022848230E-007
#    -36    32       1.1574376960E-007
#    -36    33       6.0964364230E-005
#    -35   -19       1.9355553359E-005
#    -35   -18       2.7074912848E-005
#    -35   -17       8.3672804276E-006
#    -35   -16       2.9568673102E-005
#    -35   -15       4.7550302410E-005
#    -35   -14       9.9341436327E-006
#    -35   -13       5.3233317468E-005
#    -35   -12       6.3607890264E-005
#    -35   -11       1.0006620889E-005
#    -35   -10       4.9896944240E-005
#    -35    -9       5.0524308536E-005
#    -35    -8       9.7320130900E-006
#    -35    -7       6.2674817845E-005
#    -35    -6       4.7048246926E-005
#    -35    -5       2.1768382364E-005
#    -35    -4       5.1929541359E-005
#    -35    -3       5.2268095920E-005
#    -35    -2       2.1009044208E-005
#    -35    -1       6.9764521176E-005
#    -35     0       3.5714688191E-005
#    -35     1       2.0194378838E-005
#    -35     2       3.0292110795E-005
#    -35     3       2.0718734984E-005
#    -35     4       1.1688185636E-005
#    -35     5       1.3778940966E-005
#    -35     6       2.0836208012E-005
#    -35     7       3.2200187208E-006
#    -35     8       2.7773596265E-005
#    -35     9       1.5053158183E-005
#    -35    10       9.1990297089E-007
#    -35    11       1.9543009115E-005
#    -35    12       1.4119676133E-005
#    -35    13       5.8525039792E-006
#    -35    14       1.9410780710E-005
#    -35    15       3.5069595306E-005
#    -35    16       1.2814078923E-005
#    -35    17       3.8636810211E-005
#    -35    18       3.3537347683E-005
#    -35    19       7.8542223304E-006
#    -35    20       2.0956692437E-005
#    -35    21       1.2651922686E-005
#    -35    22       5.7135902354E-006
#    -35    23       1.6652079988E-005
#    -35    24       1.4809476356E-005
#    -35    25       1.6623389125E-005
#    -35    26       4.6942860397E-005
#    -35    27       5.8606333541E-005
#    -35    28       1.1743082433E-005
#    -35    29       9.2456930226E-005
#    -35    30       8.3857726396E-005
#    -35    31       3.1835023709E-005
#    -35    32       9.1185751902E-005
#    -35    33       2.0408561921E-004
#    -34   -20       8.8706922505E-007
#    -34   -19       8.9800987533E-005
#    -34   -18       1.6493404242E-006
#    -34   -17       3.7742633690E-007
#    -34   -16       1.1517818595E-004
#    -34   -15       2.5953268997E-008
#    -34   -14       4.4483087756E-007
#    -34   -13       2.0419507860E-004
#    -34   -12       1.2137579335E-006
#    -34   -11       5.4480074069E-007
#    -34   -10       1.1410098642E-004
#    -34    -9       3.5072520540E-007
#    -34    -8       1.3602249719E-006
#    -34    -7       1.1526537904E-004
#    -34    -6       5.7146566349E-007
#    -34    -5       7.6663274792E-007
#    -34    -4       9.5085319562E-005
#    -34    -3       1.5162623779E-006
#    -34    -2       1.3200661916E-006
#    -34    -1       1.2624843313E-004
#    -34     0       3.6705641704E-006
#    -34     1       4.6243501329E-007
#    -34     2       7.5534796312E-005
#    -34     3       7.2799314013E-006
#    -34     4       7.8108826023E-007
#    -34     5       5.2506820011E-005
#    -34     6       3.2323836752E-006
#    -34     7       1.6113145790E-006
#    -34     8       9.5636378367E-005
#    -34     9       6.5762690824E-007
#    -34    10       5.6073282867E-006
#    -34    11       9.1654057552E-005
#    -34    12       3.6493652085E-007
#    -34    13       2.2125078735E-006
#    -34    14       1.1376454864E-004
#    -34    15       4.1231095447E-007
#    -34    16       4.5179702758E-007
#    -34    17       1.8761252136E-004
#    -34    18       3.5245970150E-007
#    -34    19       1.2481688580E-007
#    -34    20       6.9870784007E-005
#    -34    21       3.1443923962E-006
#    -34    22       2.9707924497E-007
#    -34    23       4.2755681051E-005
#    -34    24       2.3867859923E-006
#    -34    25       2.1532564150E-006
#    -34    26       1.6774416632E-004
#    -34    27       8.5338490484E-007
#    -34    28       6.2185132780E-006
#    -34    29       1.5113935785E-004
#    -34    30       8.8279777547E-008
#    -34    31       7.6665385717E-007
#    -34    32       7.0031336554E-005
#    -34    33       2.9620371723E-006
