 Diffraction intensities for potential:ensembletest10001.in                    
#    -30    23       2.1262694174E-004
#    -30    24       2.1158678174E-005
#    -30    25       4.7642472414E-004
#    -30    26       6.6651627638E-005
#    -30    27       1.5307356299E-004
#    -30    28       2.6164601805E-005
#    -29   -16       2.5059701361E-006
#    -29   -15       2.1670386863E-006
#    -29   -14       1.6542191166E-004
#    -29   -13       5.0849838127E-005
#    -29   -12       2.1352364127E-004
#    -29   -11       2.3521218433E-005
#    -29   -10       2.2843352943E-006
#    -29    -9       1.7290889394E-004
#    -29    -8       5.0171413345E-005
#    -29    -7       1.7782267983E-004
#    -29    -6       1.3026672564E-005
#    -29    -5       7.7009588800E-006
#    -29    -4       1.0560067386E-004
#    -29    -3       4.2645964376E-005
#    -29    -2       8.6552616126E-005
#    -29    -1       1.7866503284E-006
#    -29     0       2.8454389707E-006
#    -29     1       9.5965903088E-005
#    -29     2       1.7085885251E-005
#    -29     3       4.4224196945E-005
#    -29     4       2.6028414465E-006
#    -29     5       2.0724004021E-006
#    -29     6       5.0575996185E-005
#    -29     7       3.1643157144E-005
#    -29     8       1.8378639728E-005
#    -29     9       7.3347766453E-006
#    -29    10       1.2453223323E-006
#    -29    11       2.4321616204E-005
#    -29    12       4.1807972037E-005
#    -29    13       6.4326711899E-005
#    -29    14       4.3178878869E-005
#    -29    15       2.0356174878E-006
#    -29    16       6.5896646232E-005
#    -29    17       1.7760530607E-005
#    -29    18       3.7583742998E-005
#    -29    19       1.2564130129E-005
#    -29    20       8.0167671690E-006
#    -29    21       2.6438416625E-004
#    -29    22       9.6706930381E-005
#    -29    23       5.1795580143E-004
#    -29    24       8.5796400089E-005
#    -29    25       1.6403764294E-005
#    -29    26       1.7386107003E-004
#    -29    27       9.8718756707E-005
#    -28   -16       1.6039019623E-004
#    -28   -15       4.1805301273E-005
#    -28   -14       4.3782913857E-005
#    -28   -13       6.0779629559E-005
#    -28   -12       9.9720603564E-005
#    -28   -11       2.2532309666E-004
#    -28   -10       1.0309841050E-004
#    -28    -9       4.2634818953E-005
#    -28    -8       3.1727449335E-005
#    -28    -7       7.8757602323E-005
#    -28    -6       1.0047617406E-004
#    -28    -5       4.4566204917E-005
#    -28    -4       1.3190787653E-005
#    -28    -3       1.0095192429E-005
#    -28    -2       6.3161978541E-005
#    -28    -1       1.0898117662E-004
#    -28     0       2.8964773273E-005
#    -28     1       3.7178142312E-005
#    -28     2       1.9427778245E-005
#    -28     3       2.2072784107E-005
#    -28     4       3.4022121265E-005
#    -28     5       5.6428187495E-005
#    -28     6       8.9867145813E-006
#    -28     7       4.1921260852E-005
#    -28     8       2.7578426894E-005
#    -28     9       5.8241567348E-005
#    -28    10       4.7609308095E-005
#    -28    11       5.0591655586E-005
#    -28    12       5.8355306459E-005
#    -28    13       9.0636142289E-005
#    -28    14       2.1100475221E-004
#    -28    15       4.7869496436E-005
#    -28    16       3.6837122027E-005
#    -28    17       3.3521817552E-005
#    -28    18       2.3819671453E-005
#    -28    19       8.8714794176E-005
#    -28    20       7.3732803546E-005
#    -28    21       7.5262949924E-005
#    -28    22       5.9968157023E-005
#    -28    23       1.2785685094E-004
#    -28    24       4.8670885328E-004
#    -28    25       1.9080489963E-004
#    -28    26       8.2092289903E-005
#    -28    27       7.7144689233E-005
#    -27   -17       1.3993695302E-005
#    -27   -16       2.9365919008E-005
#    -27   -15       7.5343570766E-005
#    -27   -14       1.7332736605E-004
#    -27   -13       1.1134999884E-004
#    -27   -12       8.9224518029E-005
#    -27   -11       9.2039377790E-005
#    -27   -10       5.9382869919E-005
#    -27    -9       1.8040338080E-004
#    -27    -8       5.0509166457E-005
#    -27    -7       2.5342611970E-005
#    -27    -6       2.1018416327E-005
#    -27    -5       1.7318649621E-005
#    -27    -4       6.9908586392E-005
#    -27    -3       2.0522472472E-005
#    -27    -2       1.1173772731E-005
#    -27    -1       1.2970508132E-005
#    -27     0       6.4179389774E-005
#    -27     1       8.3807055753E-005
#    -27     2       3.5387843602E-005
#    -27     3       6.8950197634E-006
#    -27     4       1.0160502978E-005
#    -27     5       3.6617232083E-005
#    -27     6       1.8015159713E-004
#    -27     7       5.7093825799E-005
#    -27     8       1.1740753915E-005
#    -27     9       5.3447994323E-005
#    -27    10       3.6980259564E-005
#    -27    11       2.8100495296E-004
#    -27    12       1.1194523187E-004
#    -27    13       1.4778984575E-004
#    -27    14       1.1341204703E-004
#    -27    15       1.6669089088E-004
#    -27    16       1.2068177673E-004
#    -27    17       5.8877896510E-005
#    -27    18       1.8585666651E-005
#    -27    19       7.2494673399E-006
#    -27    20       5.4920626334E-005
#    -27    21       1.9575321132E-004
#    -27    22       2.2757142331E-004
#    -27    23       2.0999484198E-004
#    -27    24       1.7049531800E-004
#    -27    25       2.2036677961E-004
#    -27    26       2.1169478583E-004
#    -27    27       7.6119824095E-005
#    -26   -18       6.6704547593E-005
#    -26   -17       6.0092954301E-005
#    -26   -16       1.5713584272E-004
#    -26   -15       1.3841799717E-005
#    -26   -14       2.4223306495E-005
#    -26   -13       2.3368130177E-004
#    -26   -12       5.0531856067E-005
#    -26   -11       2.0289776331E-004
#    -26   -10       6.5534465676E-006
#    -26    -9       8.7801465784E-006
#    -26    -8       6.6906377674E-005
#    -26    -7       2.1118763044E-005
#    -26    -6       4.1936890891E-005
#    -26    -5       1.4432058500E-006
#    -26    -4       4.1072282817E-007
#    -26    -3       3.5528083525E-005
#    -26    -2       5.8790341410E-005
#    -26    -1       7.8074450454E-005
#    -26     0       1.4107998826E-005
#    -26     1       2.7842465295E-006
#    -26     2       8.1174168261E-006
#    -26     3       2.5843856886E-006
#    -26     4       1.0701991470E-004
#    -26     5       7.5859005376E-006
#    -26     6       1.1927002907E-005
#    -26     7       2.1747079725E-004
#    -26     8       4.0769737361E-005
#    -26     9       1.3622799132E-004
#    -26    10       7.5327382775E-006
#    -26    11       1.5319199234E-005
#    -26    12       2.8756706002E-004
#    -26    13       4.6188424140E-005
#    -26    14       2.0573487848E-004
#    -26    15       1.3261703226E-005
#    -26    16       2.5897794148E-005
#    -26    17       4.1549737773E-005
#    -26    18       8.6442692523E-005
#    -26    19       1.8511682238E-004
#    -26    20       1.4220451665E-005
#    -26    21       2.7072484492E-005
#    -26    22       2.1187645623E-004
#    -26    23       9.5322751374E-005
#    -26    24       5.4194743867E-004
#    -26    25       2.4996654418E-005
#    -26    26       6.6831473809E-005
#    -26    27       1.9651590456E-004
#    -25   -19       7.3998942125E-006
#    -25   -18       7.0192933975E-005
#    -25   -17       5.8529154966E-005
#    -25   -16       1.6907722076E-005
#    -25   -15       3.4262660396E-004
#    -25   -14       1.3581762203E-005
#    -25   -13       1.0826089733E-004
#    -25   -12       1.3822729582E-004
#    -25   -11       1.4185972245E-005
#    -25   -10       4.3020731093E-004
#    -25    -9       3.0964415497E-006
#    -25    -8       3.1614658215E-005
#    -25    -7       2.4356615921E-005
#    -25    -6       2.2022863668E-006
#    -25    -5       8.2020631680E-004
#    -25    -4       1.5142046303E-005
#    -25    -3       1.3863740515E-005
#    -25    -2       1.2121603554E-005
#    -25    -1       1.6976981290E-005
#    -25     0       2.9108845753E-003
#    -25     1       1.0260261380E-005
#    -25     2       2.2125659625E-005
#    -25     3       5.2084179704E-005
#    -25     4       3.2107861356E-006
#    -25     5       3.2222503235E-003
#    -25     6       1.6743295645E-006
#    -25     7       2.2268791899E-005
#    -25     8       4.7603174027E-005
#    -25     9       1.1827665914E-005
#    -25    10       4.8566209248E-003
#    -25    11       1.0970500381E-005
#    -25    12       7.9422606689E-005
#    -25    13       1.0509127947E-004
#    -25    14       3.3604346909E-006
#    -25    15       3.4281867757E-003
#    -25    16       2.6205317453E-005
#    -25    17       1.8974960732E-005
#    -25    18       1.7134714243E-005
#    -25    19       7.7238883755E-005
#    -25    20       1.3315063993E-003
#    -25    21       1.0673300441E-004
#    -25    22       1.6190256821E-004
#    -25    23       1.7807297035E-004
#    -25    24       1.4819896374E-005
#    -25    25       2.3530214133E-004
#    -25    26       3.6090982777E-005
#    -25    27       4.1900531141E-005
#    -24   -20       2.3638515411E-005
#    -24   -19       1.4752944908E-004
#    -24   -18       4.8391072724E-005
#    -24   -17       2.1379191592E-004
#    -24   -16       4.0711787188E-006
#    -24   -15       3.1823023826E-005
#    -24   -14       3.5906548348E-004
#    -24   -13       5.1042426165E-005
#    -24   -12       1.4150673989E-004
#    -24   -11       2.2936850977E-005
#    -24   -10       5.2579928683E-006
#    -24    -9       7.0350750323E-005
#    -24    -8       1.8011524711E-005
#    -24    -7       3.6257801006E-005
#    -24    -6       1.4310685441E-005
#    -24    -5       1.1234569587E-005
#    -24    -4       2.1686545645E-005
#    -24    -3       2.7540898554E-005
#    -24    -2       6.9265225596E-006
#    -24    -1       6.7169240588E-006
#    -24     0       2.4975546825E-006
#    -24     1       1.7853564723E-004
#    -24     2       1.7735713911E-005
#    -24     3       2.4764428722E-004
#    -24     4       2.5815795655E-005
#    -24     5       1.0396086643E-005
#    -24     6       4.3479526285E-005
#    -24     7       3.2255474282E-006
#    -24     8       1.3534976520E-005
#    -24     9       3.3804596781E-007
#    -24    10       2.8974028342E-006
#    -24    11       4.8389174963E-005
#    -24    12       6.5956587677E-005
#    -24    13       2.5232394902E-004
#    -24    14       2.2117715621E-005
#    -24    15       1.0577671144E-005
#    -24    16       2.6355056281E-004
#    -24    17       4.4338041493E-005
#    -24    18       1.8994213421E-004
#    -24    19       7.8174686631E-006
#    -24    20       9.3429634978E-006
#    -24    21       3.4916607928E-004
#    -24    22       1.5467265531E-004
#    -24    23       1.9428008067E-004
#    -24    24       4.7033670480E-005
#    -24    25       8.6884259474E-005
#    -24    26       3.8220850239E-004
#    -23   -20       6.5423664376E-005
#    -23   -19       3.5693711853E-005
#    -23   -18       6.8210767542E-005
#    -23   -17       1.2204102300E-004
#    -23   -16       4.1059129044E-004
#    -23   -15       1.0345153112E-004
#    -23   -14       8.3029253746E-005
#    -23   -13       8.1820103444E-005
#    -23   -12       7.9283639980E-005
#    -23   -11       8.9766123712E-005
#    -23   -10       5.4970722520E-005
#    -23    -9       8.0860933135E-006
#    -23    -8       2.0058685713E-005
#    -23    -7       3.8563692186E-005
#    -23    -6       4.3109951339E-005
#    -23    -5       3.5912502315E-005
#    -23    -4       1.4831308377E-005
#    -23    -3       9.2106541907E-006
#    -23    -2       2.2126530572E-006
#    -23    -1       1.9076300226E-004
#    -23     0       7.8496550671E-005
#    -23     1       1.3652843704E-004
#    -23     2       1.7159769366E-004
#    -23     3       8.8939518425E-005
#    -23     4       1.5658986393E-004
#    -23     5       4.3223002926E-007
#    -23     6       1.9793107175E-006
#    -23     7       4.3671592606E-005
#    -23     8       8.7234760406E-005
#    -23     9       2.2579810171E-004
#    -23    10       9.8050428984E-005
#    -23    11       9.1292409488E-005
#    -23    12       1.0620792550E-004
#    -23    13       2.2044343036E-004
#    -23    14       3.8262299026E-004
#    -23    15       1.2123951719E-004
#    -23    16       6.1487032758E-005
#    -23    17       6.5676943495E-005
#    -23    18       6.0304583084E-005
#    -23    19       3.2910843381E-004
#    -23    20       1.5591603899E-004
