Diffraction intensities for potential:pot10001.in                             
#    -19    21       4.3792184266E-005
#    -19    22       3.1177862898E-006
#    -19    23       7.3901472725E-005
#    -19    24       1.7688428524E-004
#    -19    25       1.9340972791E-004
#    -19    26       1.2643265484E-004
#    -19    27       4.9722804647E-005
#    -19    28       1.0823836749E-005
#    -19    29       1.7891763720E-005
#    -19    30       3.5793689337E-005
#    -19    31       3.5520159999E-005
#    -19    32       2.4273120371E-005
#    -19    33       2.2991184737E-005
#    -19    34       3.6778290929E-005
#    -19    35       6.2563812383E-005
#    -19    36       6.6871835029E-005
#    -19    37       4.9926675576E-005
#    -19    38       2.5484318083E-005
#    -19    39       6.8669895514E-006
#    -19    40       8.2406701284E-006
#    -19    41       2.0639787167E-005
#    -19    42       2.3351060602E-005
#    -19    43       2.8383628689E-005
#    -19    44       1.9035378895E-005
#    -19    45       1.2612935601E-005
#    -19    46       8.4864466534E-006
#    -19    47       7.1486449566E-007
#    -19    48       6.3947390255E-007
#    -18    -9       5.0239547774E-005
#    -18    -8       1.9359968722E-005
#    -18    -7       2.6400959132E-004
#    -18    -6       4.3978135227E-003
#    -18    -5       2.7524325696E-004
#    -18    -4       8.1825384345E-005
#    -18    -3       3.5489326948E-005
#    -18    -2       2.9909096847E-005
#    -18    -1       1.0791045955E-004
#    -18     0       1.8335293276E-002
#    -18     1       3.3355452475E-005
#    -18     2       6.2749556377E-006
#    -18     3       8.0880159168E-005
#    -18     4       2.5939134247E-004
#    -18     5       3.5873967109E-004
#    -18     6       2.3388128759E-002
#    -18     7       3.9136258392E-004
#    -18     8       2.5382317828E-004
#    -18     9       1.0312238350E-004
#    -18    10       4.8653381319E-005
#    -18    11       8.4972670710E-005
#    -18    12       1.7047295950E-002
#    -18    13       1.6534550536E-004
#    -18    14       1.0189529908E-004
#    -18    15       4.9240269078E-005
#    -18    16       1.0696358915E-004
#    -18    17       2.1253237515E-004
#    -18    18       1.9557256106E-002
#    -18    19       2.6297702044E-004
#    -18    20       1.0792911263E-004
#    -18    21       6.2968945191E-006
#    -18    22       3.3541826498E-005
#    -18    23       1.3971558212E-004
#    -18    24       7.6943135244E-003
#    -18    25       1.6703716292E-004
#    -18    26       8.9403352596E-005
#    -18    27       2.5165113107E-005
#    -18    28       1.2267367307E-005
#    -18    29       2.9253462162E-005
#    -18    30       1.0806997826E-003
#    -18    31       3.4638467610E-005
#    -18    32       2.4505973005E-005
#    -18    33       4.1460093942E-005
#    -18    34       6.0852295734E-005
#    -18    35       8.3283215633E-005
#    -18    36       2.4138409035E-004
#    -18    37       6.2081815706E-005
#    -18    38       2.7603863362E-005
#    -18    39       7.4502402112E-006
#    -18    40       9.3889875927E-006
#    -18    41       2.0238085739E-005
#    -18    42       1.6053267558E-005
#    -18    43       2.2178770022E-005
#    -18    44       1.5512141076E-005
#    -18    45       1.1236862207E-005
#    -18    46       5.8365712085E-006
#    -18    47       2.3047303909E-006
#    -18    48       1.0476917091E-006
#    -17   -10       5.5729538467E-005
#    -17    -9       7.0684184003E-005
#    -17    -8       8.5455111607E-005
#    -17    -7       3.0356221482E-004
#    -17    -6       1.2066352399E-004
#    -17    -5       1.1957159280E-004
#    -17    -4       1.0579341848E-004
#    -17    -3       5.0319828948E-005
#    -17    -2       2.6544931657E-005
#    -17    -1       1.0536087900E-005
#    -17     0       5.7135343974E-005
#    -17     1       3.2253429501E-005
#    -17     2       1.2352386881E-005
#    -17     3       5.5666976634E-005
#    -17     4       2.0639698520E-004
#    -17     5       3.8763569643E-004
#    -17     6       3.2935678690E-004
#    -17     7       2.5574849076E-004
#    -17     8       1.5280779650E-004
#    -17     9       4.9886156645E-005
#    -17    10       3.9349997359E-005
#    -17    11       9.7094553647E-005
#    -17    12       1.0421452164E-004
#    -17    13       7.7708290409E-005
#    -17    14       3.9804375388E-005
#    -17    15       3.8752912243E-005
#    -17    16       1.2099076402E-004
#    -17    17       2.2094968202E-004
#    -17    18       2.1252841447E-004
#    -17    19       1.3184680701E-004
#    -17    20       3.3713913448E-005
#    -17    21       4.6013922911E-006
#    -17    22       7.1151820138E-005
#    -17    23       1.5926311196E-004
#    -17    24       1.7021046579E-004
#    -17    25       1.0111052634E-004
#    -17    26       4.0952785719E-005
#    -17    27       1.2542435430E-005
#    -17    28       2.4141333552E-005
#    -17    29       3.3920307150E-005
#    -17    30       2.9191051003E-005
#    -17    31       3.4466635693E-005
#    -17    32       3.8491081041E-005
#    -17    33       5.5299951213E-005
#    -17    34       8.4113031136E-005
#    -17    35       9.1467418684E-005
#    -17    36       8.7132158864E-005
#    -17    37       4.9939003357E-005
#    -17    38       2.1801499335E-005
#    -17    39       7.2868355881E-006
#    -17    40       9.0649912082E-006
#    -17    41       1.7542646614E-005
#    -17    42       2.2788169614E-005
#    -17    43       1.5839742501E-005
#    -17    44       1.2706847212E-005
#    -17    45       8.0639999083E-006
#    -17    46       2.7066792868E-006
#    -17    47       3.4783097465E-007
#    -16   -10       2.2225798103E-005
#    -16    -9       1.0719099621E-004
#    -16    -8       6.3748847088E-005
#    -16    -7       1.3536575261E-004
#    -16    -6       9.9317247365E-005
#    -16    -5       2.7240239558E-004
#    -16    -4       2.7071956758E-004
#    -16    -3       1.5507035909E-004
#    -16    -2       5.9590552890E-005
#    -16    -1       1.2006364167E-005
#    -16     0       1.1268930316E-005
#    -16     1       2.3934680306E-006
#    -16     2       1.7841335283E-005
#    -16     3       8.1126765449E-005
#    -16     4       1.3630455552E-004
#    -16     5       1.2593583010E-004
#    -16     6       1.1945922817E-004
#    -16     7       8.9208061333E-005
#    -16     8       4.3055208153E-005
#    -16     9       2.3972343176E-005
#    -16    10       4.0579511205E-005
#    -16    11       4.1078935850E-005
#    -16    12       2.0740747540E-005
#    -16    13       1.9443837343E-006
#    -16    14       6.4868691096E-006
#    -16    15       4.0940830230E-005
#    -16    16       8.5090398237E-005
#    -16    17       1.2098692394E-004
#    -16    18       1.0695621823E-004
#    -16    19       6.5612188814E-005
#    -16    20       1.4900524393E-005
#    -16    21       3.1163773812E-005
#    -16    22       7.9904322681E-005
#    -16    23       1.0316861557E-004
#    -16    24       9.3090629182E-005
#    -16    25       5.8329076755E-005
#    -16    26       3.6733950749E-005
#    -16    27       3.2009613038E-005
#    -16    28       2.7310464163E-005
#    -16    29       2.8794592118E-005
#    -16    30       3.9427631074E-005
#    -16    31       5.2742017400E-005
#    -16    32       6.5908104114E-005
#    -16    33       8.2670768785E-005
#    -16    34       9.1524541943E-005
#    -16    35       8.7813476628E-005
#    -16    36       7.3409310754E-005
#    -16    37       4.1040714761E-005
#    -16    38       1.4580538739E-005
#    -16    39       4.5706695194E-006
#    -16    40       1.0532382196E-005
#    -16    41       1.5987752194E-005
#    -16    42       1.3025904683E-005
#    -16    43       1.0702980302E-005
#    -16    44       6.8542839043E-006
#    -16    45       5.1933667496E-006
#    -16    46       3.3506968972E-006
#    -16    47       4.7936069749E-007
#    -15   -10       1.3303428597E-005
#    -15    -9       9.4217303849E-005
#    -15    -8       5.2336768818E-005
#    -15    -7       1.5212698721E-004
#    -15    -6       7.8212389777E-005
#    -15    -5       3.1878451772E-004
#    -15    -4       3.5937008364E-004
#    -15    -3       2.4259126335E-004
#    -15    -2       7.2745790865E-005
#    -15    -1       2.0845147279E-005
#    -15     0       3.2969833174E-006
#    -15     1       5.0640222918E-007
#    -15     2       4.9358935358E-006
#    -15     3       1.9206851409E-005
#    -15     4       3.6698484686E-005
#    -15     5       3.7632032060E-005
#    -15     6       4.1160279232E-005
#    -15     7       2.1461010744E-006
#    -15     8       6.8135507868E-006
#    -15     9       8.0641191359E-006
#    -15    10       1.2434730166E-005
#    -15    11       1.3579435395E-006
#    -15    12       1.2433589265E-005
#    -15    13       5.2593530084E-005
#    -15    14       5.8779805039E-005
#    -15    15       3.1968985999E-005
#    -15    16       4.0943545369E-005
#    -15    17       3.8749899265E-005
#    -15    18       4.9232644184E-005
#    -15    19       6.4182986608E-005
#    -15    20       5.0490219297E-005
#    -15    21       3.1069642267E-005
#    -15    22       4.1877399535E-005
#    -15    23       4.3342713258E-005
#    -15    24       5.5997662663E-005
#    -15    25       7.1808450469E-005
#    -15    26       6.7572680660E-005
#    -15    27       3.8165099534E-005
#    -15    28       2.1662572123E-005
#    -15    29       2.4204550398E-005
#    -15    30       5.5845541025E-005
#    -15    31       7.6463414669E-005
#    -15    32       9.7473204535E-005
#    -15    33       8.5648492367E-005
#    -15    34       8.7623957404E-005
#    -15    35       7.3820513052E-005
#    -15    36       5.3962585558E-005
#    -15    37       3.0206302657E-005
#    -15    38       7.0611170855E-006
#    -15    39       3.5141347508E-006
#    -15    40       5.5702546726E-006
#    -15    41       8.5443169852E-006
#    -15    42       7.3047373972E-006
#    -15    43       3.9276043764E-006
#    -15    44       4.3449741935E-006
#    -15    45       2.3910183548E-006
#    -15    46       6.2646519609E-007
#    -14   -11       5.6728301460E-005
#    -14   -10       1.1139605504E-004
#    -14    -9       1.0212894759E-004
#    -14    -8       5.6481796712E-005
#    -14    -7       1.3815654895E-004
#    -14    -6       3.5221375738E-004
#    -14    -5       5.4638658345E-004
#    -14    -4       3.9013821980E-004
#    -14    -3       1.7192136473E-004
#    -14    -2       1.0488856135E-004
#    -14    -1       5.6343536477E-005
#    -14     0       3.8217762119E-005
#    -14     1       2.6836174943E-005
#    -14     2       4.2018848848E-007
#    -14     3       1.4454363966E-005
#    -14     4       7.6864255970E-006
#    -14     5       1.2584230463E-005
#    -14     6       3.7460744248E-005
#    -14     7       3.7529315940E-005
#    -14     8       4.7446430696E-005
#    -14     9       2.9302976962E-005
#    -14    10       2.8948176033E-008
#    -14    11       4.2470484571E-005
#    -14    12       1.4628865063E-004
#    -14    13       2.0821870321E-004
#    -14    14       1.5564925747E-004
#    -14    15       5.8780282474E-005
#    -14    16       6.4882770650E-006
#    -14    17       3.9797981037E-005
#    -14    18       1.0188057934E-004
#    -14    19       1.2342229166E-004
#    -14    20       7.5524879878E-005
#    -14    21       3.0097907012E-005
#    -14    22       1.2458338225E-005
#    -14    23       4.3312222042E-005
#    -14    24       9.7411468301E-005
#    -14    25       1.2890984305E-004
#    -14    26       1.0504041918E-004
#    -14    27       4.1021289005E-005
#    -14    28       1.5007623386E-005
#    -14    29       3.6819042471E-005
#    -14    30       8.5851488546E-005
#    -14    31       1.1060075606E-004
#    -14    32       1.0220429662E-004
#    -14    33       8.0086150456E-005
#    -14    34       6.4724244595E-005
#    -14    35       6.2354790192E-005
#    -14    36       4.6677655473E-005
#    -14    37       2.2978638295E-005
#    -14    38       5.6184245508E-006
#    -14    39       1.0095944609E-006
#    -14    40       3.8251361147E-006
#    -14    41       5.0926848009E-006
#    -14    42       3.8791534760E-006
#    -14    43       1.4887892789E-006
#    -14    44       1.6077453755E-006
#    -14    45       1.1975364019E-006
#    -13   -11       1.3581636023E-004
#    -13   -10       1.4041900324E-004
#    -13    -9       1.5668949721E-004
#    -13    -8       1.7428696670E-004
#    -13    -7       5.4132245446E-004
#    -13    -6       8.2985899392E-004
#    -13    -5       7.9772442203E-004
#    -13    -4       4.3980500529E-004
#    -13    -3       1.6102615807E-004
#    -13    -2       3.2272972402E-005
#    -13    -1       1.1389054662E-004
#    -13     0       4.9398530438E-005
#    -13     1       3.1682022944E-005
#    -13     2       2.3479093853E-005
#    -13     3       4.0616864571E-005
#    -13     4       8.3714952725E-005
#    -13     5       5.6561916728E-005
#    -13     6       1.7364404160E-004
#    -13     7       1.5203266945E-004
#    -13     8       7.5402819599E-005
#    -13     9       3.0396564137E-005
#    -13    10       3.3541976686E-005
#    -13    11       1.4195885114E-004
#    -13    12       3.8893083854E-004
#    -13    13       3.7238596021E-004
#    -13    14       2.0821324287E-004
#    -13    15       5.2593069007E-005
#    -13    16       1.9439102281E-006
#    -13    17       7.7699594857E-005
#    -13    18       1.6533000509E-004
#    -13    19       1.5387505385E-004
#    -13    20       7.1341143172E-005
#    -13    21       1.0779982909E-005
#    -13    22       2.0773345850E-005
#    -13    23       9.4102600705E-005
#    -13    24       1.8348872033E-004
#    -13    25       1.8525259057E-004
#    -13    26       1.1444586025E-004
#    -13    27       3.5590672839E-005
#    -13    28       1.3436533592E-005
#    -13    29       7.1705879763E-005
#    -13    30       1.1501622107E-004
#    -13    31       1.2860919499E-004
#    -13    32       1.0309180716E-004
#    -13    33       7.4026181272E-005
#    -13    34       7.1112492620E-005
#    -13    35       6.4467299825E-005
#    -13    36       5.1391260369E-005
#    -13    37       2.3577360061E-005
#    -13    38       5.9550042008E-006
#    -13    39       5.3493337320E-007
#    -13    40       2.1276449813E-006
#    -13    41       1.5135960500E-006
#    -13    42       5.0962643835E-006
#    -13    43       1.3212062848E-006
#    -13    44       4.8586271244E-007
#    -13    45       8.5722849377E-007
#    -12   -11       2.7470299812E-004
#    -12   -10       1.3257742522E-004
#    -12    -9       1.7155082101E-004
#    -12    -8       1.5729417258E-004
#    -12    -7       7.4899530688E-004
#    -12    -6       3.2056470533E-002
#    -12    -5       6.1396494657E-004
#    -12    -4       3.5055458518E-004
#    -12    -3       5.6899990700E-005
#    -12    -2       4.6410932824E-005
#    -12    -1       1.4990056453E-004
#    -12     0       2.5574322854E-002
#    -12     1       6.6623484165E-005
#    -12     2       5.8189016006E-005
#    -12     3       4.6292899259E-005
#    -12     4       1.0107516424E-004
#    -12     5       8.3655482463E-005
#    -12     6       1.7697130974E-002
#    -12     7       1.7042326894E-004
#    -12     8       1.0170736229E-004
#    -12     9       1.1798109675E-005
#    -12    10       4.9642066176E-005
#    -12    11       1.8645639319E-004
#    -12    12       5.5224829596E-002
#    -12    13       3.8892167099E-004
#    -12    14       1.4628022636E-004
#    -12    15       1.2433385399E-005
#    -12    16       2.0741003327E-005
#    -12    17       1.0421026701E-004
#    -12    18       1.7047400466E-002
#    -12    19       8.9600659042E-005
#    -12    20       3.6060320695E-005
#    -12    21       7.2796005765E-006
#    -12    22       5.5022029816E-005
#    -12    23       1.6157145591E-004
#    -12    24       7.0358094499E-003
#    -12    25       2.0558533377E-004
#    -12    26       1.0353801293E-004
#    -12    27       4.4028074244E-005
#    -12    28       3.4791421347E-005
#    -12    29       9.9222950533E-005
#    -12    30       2.6518250673E-003
#    -12    31       1.6383615053E-004
#    -12    32       1.0091532668E-004
#    -12    33       7.3317446995E-005
#    -12    34       7.1709449292E-005
#    -12    35       6.3284391787E-005
#    -12    36       2.2873466185E-004
#    -12    37       1.7934988788E-005
#    -12    38       4.4033617889E-006
#    -12    39       4.8318522357E-006
#    -12    40       3.5819979582E-006
#    -12    41       3.8372703176E-006
#    -12    42       5.3485202632E-006
#    -12    43       7.5598949050E-007
#    -12    44       8.3786510693E-007
#    -11   -12       1.4028302860E-004
#    -11   -11       1.5089608329E-004
#    -11   -10       1.2677901279E-004
#    -11    -9       2.8905745216E-004
#    -11    -8       4.3692827953E-004
#    -11    -7       8.7566826738E-004
#    -11    -6       6.0901068977E-004
#    -11    -5       4.2580953459E-004
#    -11    -4       1.3682608392E-004
#    -11    -3       9.0603462907E-005
#    -11    -2       1.3930913510E-005
#    -11    -1       1.1918935110E-004
#    -11     0       1.1640380658E-004
#    -11     1       1.0894261105E-004
#    -11     2       8.9915519716E-005
#    -11     3       1.0149673394E-004
#    -11     4       9.7375469159E-005
#    -11     5       2.1563383301E-004
#    -11     6       1.3632837275E-004
#    -11     7       1.2278289777E-004
#    -11     8       6.3017729644E-005
#    -11     9       3.8005775485E-005
#    -11    10       4.2185394650E-005
#    -11    11       1.1530833701E-004
#    -11    12       1.8645013173E-004
#    -11    13       1.4194915943E-004
#    -11    14       4.2464742674E-005
#    -11    15       1.3574851198E-006
#    -11    16       4.1082428407E-005
#    -11    17       9.7093848592E-005
#    -11    18       8.4968960858E-005
#    -11    19       3.4384910538E-005
#    -11    20       1.7210113019E-005
#    -11    21       3.8403126342E-005
#    -11    22       1.1411511025E-004
#    -11    23       1.9859412930E-004
#    -11    24       2.0446199600E-004
#    -11    25       1.7649521513E-004
#    -11    26       8.0942479614E-005
#    -11    27       2.1809935980E-005
#    -11    28       4.7750947790E-005
#    -11    29       1.0569384296E-004
#    -11    30       1.3202316352E-004
#    -11    31       1.1183730629E-004
#    -11    32       8.9398256414E-005
#    -11    33       7.8930617853E-005
#    -11    34       6.1634252698E-005
#    -11    35       4.4523460096E-005
#    -11    36       3.7374093542E-005
#    -11    37       1.0510763803E-005
#    -11    38       2.4728831687E-006
#    -11    39       3.6614868489E-006
#    -11    40       4.8556814856E-006
#    -11    41       6.0815528891E-006
#    -11    42       8.6113998262E-007
#    -11    43       1.1687609654E-006
#    -10   -12       1.0102386560E-005
#    -10   -11       9.4166880395E-005
#    -10   -10       1.6093153090E-004
#    -10    -9       3.6816864780E-004
#    -10    -8       3.4412617328E-004
#    -10    -7       4.9373542375E-004
#    -10    -6       3.2639539222E-004
#    -10    -5       1.8552087705E-004
#    -10    -4       1.4488436841E-004
#    -10    -3       2.7604010305E-005
#    -10    -2       3.1202421934E-005
#    -10    -1       2.0738589885E-005
#    -10     0       4.1620175100E-005
#    -10     1       5.2083641525E-005
#    -10     2       7.2579952698E-005
#    -10     3       5.1759060901E-005
#    -10     4       6.9611139802E-005
#    -10     5       6.7418440717E-005
#    -10     6       7.8464946315E-005
#    -10     7       1.1527038213E-004
#    -10     8       4.7579402402E-005
#    -10     9       3.5562527889E-006
#    -10    10       2.2396632627E-005
#    -10    11       4.2180878467E-005
#    -10    12       4.9636457852E-005
#    -10    13       3.3536286685E-005
#    -10    14       2.8931243562E-008
#    -10    15       1.2436746535E-005
#    -10    16       4.0581963936E-005
#    -10    17       3.9353046765E-005
#    -10    18       4.8657906327E-005
#    -10    19       6.4157568933E-005
#    -10    20       6.5235954921E-005
#    -10    21       9.8294081350E-005
#    -10    22       1.5465895277E-004
#    -10    23       1.9556731778E-004
#    -10    24       2.2040165547E-004
#    -10    25       1.4200719847E-004
#    -10    26       5.9229137506E-005
#    -10    27       2.3950989211E-005
#    -10    28       3.9099697108E-005
#    -10    29       7.5565849218E-005
#    -10    30       9.3435020454E-005
#    -10    31       7.8578671258E-005
#    -10    32       5.9180829345E-005
#    -10    33       5.1606291767E-005
#    -10    34       4.6122933064E-005
#    -10    35       2.8820063274E-005
#    -10    36       1.2520338881E-005
#    -10    37       4.4584672514E-006
#    -10    38       1.3817108072E-006
#    -10    39       1.9554177533E-006
#    -10    40       1.0260543827E-006
#    -10    41       8.8550245428E-007
#    -10    42       5.4181475125E-007
#     -9   -12       1.7201777771E-004
#     -9   -11       9.8092819962E-005
#     -9   -10       1.7232965599E-004
#     -9    -9       1.1021749928E-004
#     -9    -8       1.2894680494E-004
#     -9    -7       6.5884755762E-005
#     -9    -6       1.0244799098E-004
#     -9    -5       3.6952373672E-005
#     -9    -4       6.3027884452E-005
#     -9    -3       1.8570240255E-004
#     -9    -2       4.9468125301E-005
#     -9    -1       2.6877458287E-006
#     -9     0       1.7074366497E-004
#     -9     1       4.2105204068E-005
#     -9     2       4.2924774007E-005
#     -9     3       4.4209365906E-005
#     -9     4       5.0520733964E-005
#     -9     5       9.2903260766E-005
#     -9     6       2.6373801862E-005
#     -9     7       7.8976758259E-005
#     -9     8       5.5075039050E-005
#     -9     9       5.4595851699E-005
#     -9    10       3.5565953292E-006
#     -9    11       3.8001710482E-005
#     -9    12       1.1797208300E-005
#     -9    13       3.0393663203E-005
#     -9    14       2.9300143527E-005
#     -9    15       8.0646298326E-006
#     -9    16       2.3975775972E-005
#     -9    17       4.9893920241E-005
#     -9    18       1.0313492168E-004
#     -9    19       1.5260964246E-004
#     -9    20       1.4654844705E-004
#     -9    21       1.0381596386E-004
#     -9    22       1.3791029485E-004
#     -9    23       1.5635112619E-004
#     -9    24       1.7656861606E-004
#     -9    25       1.1009518028E-004
#     -9    26       5.6184453905E-005
#     -9    27       1.2773104149E-005
#     -9    28       2.2573143382E-005
#     -9    29       3.5661191253E-005
#     -9    30       4.7658304569E-005
#     -9    31       4.9593114976E-005
#     -9    32       3.2102030398E-005
#     -9    33       1.7132165810E-005
#     -9    34       1.1702766193E-005
#     -9    35       8.4963410389E-006
#     -9    36       3.3165427659E-006
#     -9    37       5.0831663102E-008
#     -9    38       2.1292438126E-007
#     -9    39       2.8470696401E-007
#     -9    40       1.5178507561E-007
#     -9    41       6.0857495534E-007
#     -9    42       4.7788374325E-007
#     -8   -12       4.6729305229E-004
#     -8   -11       1.4295547967E-004
#     -8   -10       7.7029171416E-005
#     -8    -9       8.8242041252E-005
#     -8    -8       4.1658349868E-006
#     -8    -7       4.4559089044E-005
#     -8    -6       3.7936194563E-005
#     -8    -5       1.7091961925E-004
#     -8    -4       1.1292713807E-004
#     -8    -3       6.2792925469E-005
#     -8    -2       8.1633028539E-005
#     -8    -1       4.2266139490E-005
#     -8     0       9.7443707390E-005
#     -8     1       5.3426549935E-005
#     -8     2       1.1495223601E-004
#     -8     3       7.4201116740E-005
#     -8     4       6.9287048336E-005
#     -8     5       8.3091534839E-005
#     -8     6       9.3445726083E-005
#     -8     7       1.5370141859E-004
#     -8     8       8.7904446521E-005
#     -8     9       5.5075870744E-005
#     -8    10       4.7577733597E-005
#     -8    11       6.3014433533E-005
#     -8    12       1.0170188898E-004
#     -8    13       7.5397569741E-005
#     -8    14       4.7440410753E-005
#     -8    15       6.8111950790E-006
#     -8    16       4.3061976703E-005
#     -8    17       1.5282590022E-004
#     -8    18       2.5384620836E-004
#     -8    19       2.6318564945E-004
#     -8    20       1.9530459308E-004
#     -8    21       1.3345458635E-004
#     -8    22       1.2197688720E-004
#     -8    23       1.5627951302E-004
#     -8    24       1.7670659380E-004
#     -8    25       1.4090801462E-004
#     -8    26       5.2908027697E-005
#     -8    27       1.1113129071E-005
#     -8    28       1.3913864967E-006
#     -8    29       1.5048360301E-005
#     -8    30       1.7587988639E-005
#     -8    31       1.1789594679E-005
#     -8    32       3.5986169532E-006
#     -8    33       4.5763648437E-006
#     -8    34       4.2578365862E-006
#     -8    35       1.4834195028E-006
#     -8    36       5.1778406499E-007
#     -8    37       2.1413563033E-006
#     -8    38       8.1096507415E-007
#     -8    39       1.0736751499E-006
#     -8    40       1.0963232588E-006
#     -8    41       9.7252773593E-007
#     -7   -12       1.4850070867E-004
#     -7   -11       4.0846518949E-004
#     -7   -10       1.1441189310E-004
#     -7    -9       1.0571247444E-005
#     -7    -8       3.2269285346E-007
#     -7    -7       1.5887324065E-004
#     -7    -6       3.0915144210E-004
#     -7    -5       2.2071373035E-004
#     -7    -4       1.7166535532E-004
#     -7    -3       3.0132667679E-005
#     -7    -2       9.0648769205E-005
#     -7    -1       7.4825425121E-005
#     -7     0       3.4953823889E-004
#     -7     1       3.2378863740E-004
#     -7     2       9.6062448197E-005
#     -7     3       1.0085130228E-004
#     -7     4       5.0770491540E-005
#     -7     5       1.4182479856E-004
#     -7     6       2.3965997226E-004
#     -7     7       1.7651964983E-004
#     -7     8       1.5369964455E-004
#     -7     9       7.8975633926E-005
#     -7    10       1.1526504993E-004
#     -7    11       1.2277692620E-004
#     -7    12       1.7041644134E-004
#     -7    13       1.5202640719E-004
#     -7    14       3.7525208084E-005
#     -7    15       2.1446940570E-006
#     -7    16       8.9215347056E-005
#     -7    17       2.5576574041E-004
#     -7    18       3.9139135630E-004
#     -7    19       3.8586358144E-004
#     -7    20       2.3661574058E-004
#     -7    21       1.3801858235E-004
#     -7    22       1.0822236780E-004
#     -7    23       2.2373941247E-004
#     -7    24       2.2555459481E-004
#     -7    25       1.7056674605E-004
#     -7    26       9.1425113436E-005
#     -7    27       2.1595649150E-005
#     -7    28       6.6373042932E-006
#     -7    29       7.2622970326E-006
#     -7    30       1.0806367723E-005
#     -7    31       8.9046750433E-006
#     -7    32       4.3672011583E-006
#     -7    33       4.3470654876E-006
#     -7    34       1.9893952985E-006
#     -7    35       4.8366208641E-006
#     -7    36       2.0894429246E-006
#     -7    37       4.5697875619E-006
#     -7    38       3.7910206503E-006
#     -7    39       3.1336027906E-006
#     -7    40       5.9741992821E-007
#     -6   -12       1.0003863208E-002
#     -6   -11       4.4649241715E-004
#     -6   -10       2.3260302645E-004
#     -6    -9       2.9310468247E-004
#     -6    -8       2.0093846003E-004
#     -6    -7       5.5353758707E-004
#     -6    -6       6.5796181376E-002
#     -6    -5       2.0369284315E-004
#     -6    -4       1.1832693612E-004
#     -6    -3       1.1586510281E-004
#     -6    -2       6.6441824248E-005
#     -6    -1       1.1597398151E-004
#     -6     0       2.0213309751E-002
#     -6     1       3.2408926255E-004
#     -6     2       1.8321757533E-004
#     -6     3       1.3589927382E-004
#     -6     4       6.0795239768E-005
#     -6     5       1.0751281561E-004
#     -6     6       2.1555868155E-002
#     -6     7       2.3966085261E-004
#     -6     8       9.3443416134E-005
#     -6     9       2.6373288777E-005
#     -6    10       7.8462964682E-005
#     -6    11       1.3632584555E-004
#     -6    12       1.7697121869E-002
#     -6    13       1.7364155609E-004
#     -6    14       3.7458728242E-005
#     -6    15       4.1152807362E-005
#     -6    16       1.1946124039E-004
#     -6    17       3.2936836864E-004
#     -6    18       2.3387946917E-002
#     -6    19       3.1016983472E-004
#     -6    20       2.6053810451E-004
#     -6    21       1.7560686861E-004
#     -6    22       1.6042901832E-004
#     -6    23       2.5532979379E-004
#     -6    24       8.9323528595E-003
#     -6    25       2.6908808131E-004
#     -6    26       9.0592517579E-005
#     -6    27       9.3993893722E-006
#     -6    28       7.8159438726E-006
#     -6    29       1.1744644495E-005
#     -6    30       1.3045852086E-003
#     -6    31       8.1711361507E-006
#     -6    32       1.0669508509E-005
#     -6    33       9.6000664878E-006
#     -6    34       1.1781608916E-005
#     -6    35       9.9283558848E-006
#     -6    36       3.1779734892E-005
#     -6    37       5.1925017848E-006
#     -6    38       7.4126133894E-006
#     -6    39       1.4220959645E-006
#     -5   -13       8.9807947360E-004
#     -5   -12       6.1340158075E-004
#     -5   -11       6.2500718127E-004
#     -5   -10       3.3698954419E-004
#     -5    -9       5.2561977882E-005
#     -5    -8       2.3173178612E-004
#     -5    -7       2.5213387515E-004
#     -5    -6       3.5597314746E-004
#     -5    -5       2.0066813000E-004
#     -5    -4       4.1992593559E-005
#     -5    -3       1.4574321399E-004
#     -5    -2       5.7543602917E-005
#     -5    -1       4.5086100849E-004
#     -5     0       2.0457442753E-004
#     -5     1       1.3640930800E-004
#     -5     2       1.0378229823E-004
#     -5     3       2.2095938591E-005
#     -5     4       5.7197869816E-005
#     -5     5       1.0978688433E-005
#     -5     6       1.0751577901E-004
#     -5     7       1.4182894771E-004
#     -5     8       8.3093890181E-005
#     -5     9       9.2902498519E-005
#     -5    10       6.7420542141E-005
#     -5    11       2.1563437123E-004
#     -5    12       8.3655877657E-005
#     -5    13       5.6563925223E-005
#     -5    14       1.2584762295E-005
#     -5    15       3.7626755272E-005
#     -5    16       1.2593129378E-004
#     -5    17       3.8764180253E-004
#     -5    18       3.5874925260E-004
#     -5    19       2.4297940909E-004
#     -5    20       1.6585862802E-004
#     -5    21       8.0620291151E-005
#     -5    22       1.4998576659E-004
#     -5    23       1.8285499997E-004
#     -5    24       2.4412332174E-004
#     -5    25       1.2911715467E-004
#     -5    26       5.6521459847E-005
#     -5    27       2.6129116594E-005
#     -5    28       6.8860247151E-006
#     -5    29       7.1709828852E-006
#     -5    30       4.1392867104E-005
#     -5    31       1.1904108047E-005
#     -5    32       1.0125776201E-005
#     -5    33       1.3091811281E-005
#     -5    34       1.3958740050E-005
#     -5    35       1.2925456460E-005
#     -5    36       3.1234465108E-006
#     -5    37       6.1113222260E-006
#     -5    38       5.6827027281E-006
#     -4   -13       8.4759588214E-005
#     -4   -12       2.5513712785E-004
#     -4   -11       6.9854988087E-004
#     -4   -10       6.4434257211E-004
#     -4    -9       7.9553348553E-004
#     -4    -8       3.1869620872E-004
