 Diffraction intensities for potential:6x6MoS210001.in                         
#    -41     1       1.9029920570E-005
#    -41     2       1.4592122628E-005
#    -41     3       1.6506393989E-005
#    -41     4       1.0645513230E-005
#    -41     5       1.2508796232E-005
#    -41     6       1.0118666975E-005
#    -41     7       9.1542852804E-006
#    -41     8       5.8876454391E-006
#    -41     9       3.6597217980E-006
#    -41    10       2.4366312283E-006
#    -41    11       3.2983673608E-006
#    -41    12       3.4725433994E-006
#    -41    13       6.4116242079E-006
#    -41    14       6.2911733136E-006
#    -41    15       1.1239471381E-005
#    -41    16       8.9734300821E-006
#    -41    17       1.3608379032E-005
#    -41    18       1.4792792803E-005
#    -41    19       1.4126533196E-005
#    -41    20       8.5999107373E-006
#    -41    21       7.4439320769E-006
#    -41    22       7.4963671898E-006
#    -41    23       1.4404725465E-005
#    -41    24       1.3924259739E-005
#    -41    25       2.3086626735E-005
#    -41    26       1.9141203818E-005
#    -41    27       2.2835160295E-005
#    -41    28       6.7356435920E-005
#    -41    29       2.0517489640E-005
#    -41    30       2.0043535862E-005
#    -41    31       1.3048912021E-005
#    -41    32       1.5433319356E-005
#    -41    33       1.7252838899E-005
#    -40   -14       3.6320033750E-006
#    -40   -13       1.0751567372E-005
#    -40   -12       7.3147751003E-006
#    -40   -11       7.6962728742E-006
#    -40   -10       6.1007289825E-006
#    -40    -9       8.5226805869E-006
#    -40    -8       3.4879321746E-006
#    -40    -7       9.1004350231E-006
#    -40    -6       7.3178137724E-006
#    -40    -5       9.1334478477E-006
#    -40    -4       8.9328693161E-006
#    -40    -3       1.4258146202E-005
#    -40    -2       1.1708223005E-005
#    -40    -1       1.9030235108E-005
#    -40     0       1.7386044626E-005
#    -40     1       1.6876351777E-005
#    -40     2       1.5473534988E-005
#    -40     3       1.7144139111E-005
#    -40     4       1.1899708785E-005
#    -40     5       1.2702411127E-005
#    -40     6       1.0029243362E-005
#    -40     7       6.6779099741E-006
#    -40     8       3.4286656188E-006
#    -40     9       9.1382109415E-007
#    -40    10       5.9340309179E-007
#    -40    11       1.2455106344E-006
#    -40    12       1.8784594867E-006
#    -40    13       2.6329382238E-006
#    -40    14       4.5071482494E-006
#    -40    15       9.5053670395E-006
#    -40    16       8.5364541864E-006
#    -40    17       7.0558466882E-006
#    -40    18       1.1839566194E-005
#    -40    19       1.1309291079E-005
#    -40    20       1.4838798805E-005
#    -40    21       1.5199606090E-005
#    -40    22       7.1524230372E-006
#    -40    23       8.3173527601E-006
#    -40    24       1.7895944075E-005
#    -40    25       1.5883939891E-005
#    -40    26       1.8833982998E-005
#    -40    27       2.3443842620E-005
#    -40    28       3.2612860828E-005
#    -40    29       1.9969871414E-005
#    -40    30       1.4836518082E-005
#    -40    31       1.5550832849E-005
#    -40    32       9.5022909565E-006
#    -40    33       5.6328391488E-006
#    -39   -15       8.0917594685E-006
#    -39   -14       5.0997411865E-006
#    -39   -13       7.6090727935E-006
#    -39   -12       7.4135555372E-006
#    -39   -11       6.7234431163E-006
#    -39   -10       7.0363022574E-006
#    -39    -9       1.2766871338E-005
#    -39    -8       6.6069479725E-006
#    -39    -7       7.4733332332E-006
#    -39    -6       7.5198909174E-006
#    -39    -5       8.4399122310E-006
#    -39    -4       1.1629121450E-005
#    -39    -3       1.5693836956E-005
#    -39    -2       1.4595061300E-005
#    -39    -1       1.6880240958E-005
#    -39     0       1.5599381162E-005
#    -39     1       1.7619450124E-005
#    -39     2       1.7461030565E-005
#    -39     3       1.5970533525E-005
#    -39     4       1.3158247135E-005
#    -39     5       1.0699393685E-005
#    -39     6       7.3996486358E-006
#    -39     7       3.5614117296E-006
#    -39     8       1.5753437317E-006
#    -39     9       2.0373607229E-007
#    -39    10       4.4290532507E-007
#    -39    11       8.1651625437E-007
#    -39    12       7.9240192636E-007
#    -39    13       2.3122566782E-006
#    -39    14       2.3023071905E-006
#    -39    15       4.7650709119E-006
#    -39    16       5.0647922495E-006
#    -39    17       5.1785686332E-006
#    -39    18       9.6357768979E-006
#    -39    19       8.8624683875E-006
#    -39    20       6.6245032096E-006
#    -39    21       7.8721954341E-006
#    -39    22       4.5727159591E-006
#    -39    23       9.1050063616E-006
#    -39    24       2.0680010553E-005
#    -39    25       1.7655723969E-005
#    -39    26       2.3349604293E-005
#    -39    27       2.6828070629E-005
#    -39    28       3.3469600490E-005
#    -39    29       2.7694223393E-005
#    -39    30       1.1833371231E-005
#    -39    31       9.0141594349E-006
#    -39    32       1.0372057699E-005
#    -39    33       3.5620913785E-006
#    -38   -16       6.1073536979E-006
#    -38   -15       6.1048985955E-006
#    -38   -14       7.7572457528E-006
#    -38   -13       7.8330635229E-006
#    -38   -12       1.3451534058E-005
#    -38   -11       9.1512771017E-006
#    -38   -10       7.3790813511E-006
#    -38    -9       1.1028129186E-005
#    -38    -8       8.3441858617E-006
#    -38    -7       8.7575186409E-006
#    -38    -6       1.1129540765E-005
#    -38    -5       1.0409297280E-005
#    -38    -4       1.0109028646E-005
#    -38    -3       1.6515900238E-005
#    -38    -2       1.5482636871E-005
#    -38    -1       1.7625203409E-005
#    -38     0       1.9880300778E-005
#    -38     1       1.6621975103E-005
#    -38     2       1.6803064051E-005
#    -38     3       1.5169422061E-005
#    -38     4       9.9692756717E-006
#    -38     5       6.2582285564E-006
#    -38     6       4.0615788154E-006
#    -38     7       2.1008797584E-006
#    -38     8       3.9427114756E-007
#    -38     9       1.7438573263E-007
#    -38    10       4.1008823192E-007
#    -38    11       9.3670325236E-007
#    -38    12       1.6873750421E-006
#    -38    13       1.3888822183E-006
#    -38    14       2.1316016049E-006
#    -38    15       2.0940103130E-006
#    -38    16       3.1321897397E-006
#    -38    17       1.8268688538E-006
#    -38    18       2.4633458657E-006
#    -38    19       2.4040796039E-006
#    -38    20       2.9054696552E-006
#    -38    21       3.2232304921E-006
#    -38    22       7.0038792088E-006
#    -38    23       6.3736564632E-006
#    -38    24       8.0256302821E-006
#    -38    25       1.1141556125E-005
#    -38    26       2.3540880545E-005
#    -38    27       3.2094483987E-005
#    -38    28       1.4301953057E-005
#    -38    29       2.7313781461E-005
#    -38    30       1.4400490992E-005
#    -38    31       3.0408017488E-005
#    -38    32       4.8685615332E-006
#    -38    33       4.0724594087E-006
#    -37   -17       1.8794958886E-007
#    -37   -16       6.7370605631E-006
#    -37   -15       6.3297020421E-006
#    -37   -14       1.0009169173E-005
#    -37   -13       1.0588708833E-005
#    -37   -12       1.5907646195E-005
#    -37   -11       6.3611065497E-006
#    -37   -10       9.6896947474E-006
#    -37    -9       9.3125569368E-006
#    -37    -8       9.8236801100E-006
#    -37    -7       9.2239271902E-006
#    -37    -6       1.0367711502E-005
#    -37    -5       1.1681768619E-005
#    -37    -4       1.0658425586E-005
#    -37    -3       1.7158165050E-005
#    -37    -2       1.7471615117E-005
#    -37    -1       1.6628125936E-005
#    -37     0       1.4316836614E-005
#    -37     1       1.7815303516E-005
#    -37     2       1.3212912596E-005
#    -37     3       1.2015627886E-005
#    -37     4       7.2713299810E-006
#    -37     5       4.5143349488E-006
#    -37     6       1.8391145688E-006
#    -37     7       1.0191488356E-006
#    -37     8       6.9347750844E-007
#    -37     9       2.4847256698E-007
#    -37    10       1.8068440907E-007
#    -37    11       1.1004175686E-006
#    -37    12       1.2179295405E-006
#    -37    13       2.0028739960E-006
#    -37    14       9.1313142743E-007
#    -37    15       1.1193177462E-006
#    -37    16       3.9201551165E-007
#    -37    17       5.3655658224E-007
#    -37    18       9.4668898316E-008
#    -37    19       1.9438974648E-007
#    -37    20       2.2100714194E-007
#    -37    21       1.8127423284E-006
#    -37    22       1.8143507915E-006
#    -37    23       5.4228506338E-006
#    -37    24       5.4532787086E-006
#    -37    25       1.4150516001E-005
#    -37    26       1.2055462400E-005
#    -37    27       1.1745294321E-005
#    -37    28       3.4126797334E-005
#    -37    29       2.6801355377E-005
#    -37    30       1.8562402259E-005
#    -37    31       1.1626788516E-005
#    -37    32       2.4423719861E-005
#    -37    33       2.9084411131E-005
#    -36   -18       8.0248091207E-006
#    -36   -17       5.0522213623E-006
#    -36   -16       4.8843631969E-006
#    -36   -15       6.9657466741E-006
#    -36   -14       1.0565377557E-005
#    -36   -13       1.1989694189E-005
#    -36   -12       2.8916935043E-005
#    -36   -11       1.4280637693E-005
#    -36   -10       8.9411938379E-006
#    -36    -9       9.6138864808E-006
#    -36    -8       9.8057991197E-006
#    -36    -7       7.9648263051E-006
#    -36    -6       1.2956469632E-005
#    -36    -5       1.2528133239E-005
#    -36    -4       1.1916630875E-005
#    -36    -3       1.5985345894E-005
#    -36    -2       1.6814599517E-005
#    -36    -1       1.7819739497E-005
#    -36     0       3.7022246035E-004
#    -36     1       1.2350265670E-005
#    -36     2       8.9645870066E-006
#    -36     3       8.9257137131E-006
#    -36     4       4.4783448396E-006
#    -36     5       3.4426921865E-006
#    -36     6       7.4307635579E-004
#    -36     7       1.4369868624E-006
#    -36     8       1.0420752707E-006
#    -36     9       3.8153764106E-007
#    -36    10       2.1346624008E-007
#    -36    11       8.9033833515E-007
#    -36    12       9.2405250724E-004
#    -36    13       2.9800852270E-006
#    -36    14       3.4314368438E-006
#    -36    15       4.0420184965E-006
#    -36    16       3.5770662188E-006
#    -36    17       2.8052648553E-006
#    -36    18       6.0953005608E-004
#    -36    19       4.5838018215E-007
#    -36    20       5.4241389093E-007
#    -36    21       1.1749155391E-007
#    -36    22       7.7158373284E-007
#    -36    23       3.0586295027E-006
#    -36    24       5.0966773456E-005
#    -36    25       1.3317312975E-005
#    -36    26       1.7499413799E-005
#    -36    27       2.6640356805E-005
#    -36    28       5.0915385397E-005
#    -36    29       1.4148208699E-005
#    -36    30       3.8212205932E-005
#    -36    31       2.1495314867E-005
#    -36    32       1.1120250066E-005
#    -36    33       9.6230786121E-006
#    -35   -19       5.2746270226E-006
#    -35   -18       3.7673419361E-006
#    -35   -17       1.0844609177E-005
#    -35   -16       8.7201224458E-006
#    -35   -15       1.1898301447E-005
#    -35   -14       1.5149411335E-005
#    -35   -13       9.3585393474E-006
#    -35   -12       1.2872900618E-005
#    -35   -11       1.3976897664E-005
#    -35   -10       9.8878248751E-006
#    -35    -9       9.9943260968E-006
#    -35    -8       8.7234711605E-006
#    -35    -7       6.9778834718E-006
#    -35    -6       1.0138810871E-005
#    -35    -5       1.2724478607E-005
#    -35    -4       1.3177593088E-005
#    -35    -3       1.5182530023E-005
#    -35    -2       1.3218091850E-005
#    -35    -1       1.2350503249E-005
#    -35     0       1.1743272530E-005
#    -35     1       1.0716284623E-005
#    -35     2       8.9289243069E-006
#    -35     3       8.1694089351E-006
#    -35     4       7.2567833961E-006
#    -35     5       5.8669755307E-006
#    -35     6       4.5227147089E-006
#    -35     7       4.4330359448E-006
#    -35     8       3.4469395962E-006
#    -35     9       1.6523721928E-006
#    -35    10       2.7309865991E-006
#    -35    11       2.2628068856E-006
#    -35    12       4.2296815339E-006
#    -35    13       7.3350608187E-006
#    -35    14       1.1984345292E-005
#    -35    15       1.3556779572E-005
#    -35    16       1.6958551503E-005
#    -35    17       1.0887654964E-005
#    -35    18       1.0684441095E-005
#    -35    19       5.9184010341E-006
#    -35    20       4.7193846543E-006
#    -35    21       1.3198158495E-006
#    -35    22       3.1239268695E-006
#    -35    23       4.1069721643E-006
#    -35    24       2.7819767510E-006
#    -35    25       1.0205189155E-005
#    -35    26       1.5960097408E-005
#    -35    27       2.0140176550E-005
#    -35    28       9.9452847849E-006
#    -35    29       1.6740377069E-005
#    -35    30       1.6189175948E-005
#    -35    31       2.1708041368E-005
#    -35    32       2.4406791734E-005
#    -35    33       4.0581909771E-005
#    -34   -20       4.7779065657E-006
#    -34   -19       1.0815182075E-005
#    -34   -18       7.0011093921E-006
#    -34   -17       1.0624592298E-005
#    -34   -16       1.3254321700E-005
#    -34   -15       1.5423810186E-005
#    -34   -14       1.7375017492E-005
#    -34   -13       2.2632139034E-005
#    -34   -12       1.4567763216E-005
#    -34   -11       1.3277284919E-005
#    -34   -10       9.1511274895E-006
#    -34    -9       9.0427990373E-006
#    -34    -8       6.2773862891E-006
#    -34    -7       9.1786854661E-006
#    -34    -6       1.0052998837E-005
#    -34    -5       1.0719745272E-005
#    -34    -4       9.9820539180E-006
#    -34    -3       1.2022253433E-005
#    -34    -2       8.9639368420E-006
#    -34    -1       1.0714031278E-005
#    -34     0       1.1645766048E-005
#    -34     1       1.1812036151E-005
#    -34     2       1.1211565010E-005
#    -34     3       9.9525969244E-006
#    -34     4       7.6073984709E-006
#    -34     5       8.0231192002E-006
#    -34     6       7.7317964314E-006
#    -34     7       7.0832065698E-006
#    -34     8       6.5585629572E-006
#    -34     9       4.8108772813E-006
#    -34    10       7.1382227716E-006
#    -34    11       1.0402645276E-005
#    -34    12       1.3939510057E-005
#    -34    13       1.8799759595E-005
#    -34    14       1.9926298541E-005
#    -34    15       2.0726872360E-005
#    -34    16       2.9775826201E-005
#    -34    17       2.0777722372E-005
#    -34    18       1.4057811965E-005
#    -34    19       9.6984912067E-006
#    -34    20       3.9446858583E-006
#    -34    21       2.9176891685E-006
#    -34    22       1.1437490462E-007
#    -34    23       4.4012379614E-006
#    -34    24       6.4682625011E-006
#    -34    25       1.2127600726E-005
#    -34    26       2.0370544831E-005
#    -34    27       2.2681380026E-005
#    -34    28       4.3201906875E-005
#    -34    29       9.2212805411E-006
#    -34    30       1.3815236721E-005
#    -34    31       9.9367223739E-006
#    -34    32       3.1730621600E-006
#    -34    33       4.0644915507E-006
