 Diffraction intensities for potential:restest_32_10010001.in                  
#    -39    21       3.1460080584E-005
#    -39    22       2.6394305448E-005
#    -39    23       3.7335562943E-005
#    -39    24       3.4566066398E-005
#    -39    25       5.4348560071E-005
#    -39    26       1.1559777145E-005
#    -38    -5       5.6180780410E-006
#    -38    -4       7.5004606964E-006
#    -38    -3       1.1740371888E-005
#    -38    -2       2.4484143060E-005
#    -38    -1       1.0795383163E-005
#    -38     0       7.8007546470E-006
#    -38     1       5.6293529761E-006
#    -38     2       1.5233533498E-005
#    -38     3       2.4707579941E-005
#    -38     4       2.0866882046E-005
#    -38     5       1.8726824897E-005
#    -38     6       1.6423850834E-005
#    -38     7       2.0683595145E-005
#    -38     8       1.7504800599E-005
#    -38     9       3.0050893265E-005
#    -38    10       3.0979109899E-005
#    -38    11       3.8182206850E-005
#    -38    12       3.7477095773E-005
#    -38    13       5.9349828343E-005
#    -38    14       4.1638262632E-005
#    -38    15       4.6580644555E-005
#    -38    16       3.7502879113E-005
#    -38    17       5.2576148943E-005
#    -38    18       9.5628289763E-005
#    -38    19       5.5389947677E-005
#    -38    20       4.3568717504E-005
#    -38    21       4.1252950594E-005
#    -38    22       4.2883036894E-005
#    -38    23       7.4566518447E-006
#    -38    24       4.5101074778E-005
#    -38    25       1.4796523625E-005
#    -38    26       1.8488520562E-005
#    -37    -7       5.0495243228E-006
#    -37    -6       8.5383738439E-006
#    -37    -5       5.9016439324E-006
#    -37    -4       7.7288956356E-006
#    -37    -3       7.2841030914E-006
#    -37    -2       8.6611174098E-006
#    -37    -1       5.6290744845E-006
#    -37     0       8.7661047443E-006
#    -37     1       1.0434158774E-005
#    -37     2       1.4919785330E-005
#    -37     3       2.1371434227E-005
#    -37     4       2.0837472730E-005
#    -37     5       1.9528067511E-005
#    -37     6       1.6153988503E-005
#    -37     7       2.3564237053E-005
#    -37     8       3.3548895801E-005
#    -37     9       2.6270900899E-005
#    -37    10       2.9700016022E-005
#    -37    11       3.0870558317E-005
#    -37    12       3.4130465661E-005
#    -37    13       3.5973396020E-005
#    -37    14       3.6328780171E-005
#    -37    15       4.0893887234E-005
#    -37    16       4.7573845866E-005
#    -37    17       4.8888535158E-005
#    -37    18       5.0638891583E-005
#    -37    19       5.3048254092E-005
#    -37    20       4.4000002262E-005
#    -37    21       3.6730429568E-005
#    -37    22       2.6215684031E-005
#    -37    23       5.1521352300E-005
#    -37    24       2.9592346890E-005
#    -37    25       1.6434064846E-005
#    -37    26       1.2817029476E-005
#    -37    27       3.1886845428E-005
#    -36    -8       5.9436499558E-006
#    -36    -7       9.0877499269E-006
#    -36    -6       1.2718559628E-006
#    -36    -5       1.0470455022E-005
#    -36    -4       1.7187507537E-005
#    -36    -3       9.3210374184E-006
#    -36    -2       1.5230348384E-005
#    -36    -1       1.0432219048E-005
#    -36     0       1.2537381956E-005
#    -36     1       1.4365377173E-005
#    -36     2       1.7564904518E-005
#    -36     3       2.5140866358E-005
#    -36     4       2.2684629576E-005
#    -36     5       2.3012131251E-005
#    -36     6       2.8078168716E-005
#    -36     7       2.4428079188E-005
#    -36     8       2.1818490071E-005
#    -36     9       2.3533719831E-005
#    -36    10       2.1142599298E-005
#    -36    11       2.6784922907E-005
#    -36    12       2.2608587457E-005
#    -36    13       3.0235197413E-005
#    -36    14       3.0858743970E-005
#    -36    15       4.1660935618E-005
#    -36    16       4.8699714431E-005
#    -36    17       5.1109521180E-005
#    -36    18       5.1703972270E-005
#    -36    19       4.9166820174E-005
#    -36    20       3.8179920613E-005
#    -36    21       4.5264776272E-005
#    -36    22       3.6666795150E-005
#    -36    23       3.4021456434E-005
#    -36    24       4.5295779033E-005
#    -36    25       2.1438821098E-005
#    -36    26       1.1384694750E-005
#    -36    27       1.9893128019E-005
#    -35    -9       1.0904848826E-005
#    -35    -8       1.1147351593E-005
#    -35    -7       5.8284196065E-006
#    -35    -6       1.5819230653E-005
#    -35    -5       1.7448388008E-005
#    -35    -4       2.0348996581E-005
#    -35    -3       2.4699744008E-005
#    -35    -2       1.4915593534E-005
#    -35    -1       1.4362584264E-005
#    -35     0       4.9908891763E-005
#    -35     1       2.2756387949E-005
#    -35     2       3.7987655370E-005
#    -35     3       2.4040136747E-005
#    -35     4       2.0718590795E-005
#    -35     5       2.8232355515E-006
#    -35     6       2.4245371407E-005
#    -35     7       2.4937601679E-005
#    -35     8       2.0057630192E-005
#    -35     9       1.9530407260E-005
#    -35    10       1.5988574906E-004
#    -35    11       1.4154088250E-005
#    -35    12       2.3479198141E-005
#    -35    13       2.0481733943E-005
#    -35    14       3.2429202416E-005
#    -35    15       1.7472359596E-004
#    -35    16       4.3621503941E-005
#    -35    17       2.6026029802E-005
#    -35    18       3.1330863107E-005
#    -35    19       4.3266490935E-005
#    -35    20       7.5334406914E-005
#    -35    21       6.0906234566E-005
#    -35    22       3.6703537709E-005
#    -35    23       5.8139054235E-005
#    -35    24       5.3447148326E-005
#    -35    25       3.7919484364E-005
#    -35    26       6.4008578199E-005
#    -35    27       6.0944179402E-005
#    -34   -11       8.9194674335E-007
#    -34   -10       4.3958435886E-006
#    -34    -9       1.2070382265E-005
#    -34    -8       2.5193841855E-005
#    -34    -7       1.6202467656E-005
#    -34    -6       1.6402651164E-005
#    -34    -5       1.2597813574E-005
#    -34    -4       2.0853574544E-005
#    -34    -3       2.1358043445E-005
#    -34    -2       1.7558534116E-005
#    -34    -1       2.2752250094E-005
#    -34     0       1.8994843926E-005
#    -34     1       2.4993938448E-005
#    -34     2       2.5520518436E-005
#    -34     3       2.6719124932E-005
#    -34     4       2.7587271781E-005
#    -34     5       1.9098658558E-005
#    -34     6       1.8946652526E-005
#    -34     7       1.4928639214E-005
#    -34     8       7.5944194521E-006
#    -34     9       1.1576271674E-005
#    -34    10       1.1676045381E-005
#    -34    11       1.5279385564E-005
#    -34    12       1.3409076813E-005
#    -34    13       2.0171962102E-005
#    -34    14       2.2852473114E-005
#    -34    15       2.3871404534E-005
#    -34    16       2.6834985551E-005
#    -34    17       3.5522656005E-005
#    -34    18       4.8109801203E-005
#    -34    19       2.1808874959E-005
#    -34    20       3.1986077910E-005
#    -34    21       2.3473485103E-005
#    -34    22       3.6773463313E-005
#    -34    23       6.1389850958E-005
#    -34    24       8.3244093504E-005
#    -34    25       1.9071226738E-005
#    -34    26       5.4609424110E-005
#    -34    27       1.8571036363E-005
#    -33   -12       1.0625470917E-005
#    -33   -11       7.6515467536E-006
#    -33   -10       1.1638658317E-005
#    -33    -9       1.4863378440E-005
#    -33    -8       1.3512284495E-005
#    -33    -7       3.4274198210E-005
#    -33    -6       1.5933413663E-005
#    -33    -5       1.8708692184E-005
#    -33    -4       2.0822016521E-005
#    -33    -3       2.5130411514E-005
#    -33    -2       3.7985520036E-005
#    -33    -1       2.4993704418E-005
#    -33     0       2.4974384423E-005
#    -33     1       2.3129215644E-005
#    -33     2       3.1779413731E-005
#    -33     3       3.2194206149E-005
#    -33     4       2.3799327420E-005
#    -33     5       1.6542567936E-005
#    -33     6       1.1886448510E-005
#    -33     7       8.2802532928E-006
#    -33     8       9.8418334210E-006
#    -33     9       8.8719285418E-006
#    -33    10       1.0963097645E-005
#    -33    11       9.8888505376E-006
#    -33    12       1.2284998907E-005
#    -33    13       1.8349925432E-005
#    -33    14       2.0293016636E-005
#    -33    15       1.8439123463E-005
#    -33    16       2.7338385526E-005
#    -33    17       3.6372853707E-005
#    -33    18       1.5840767410E-005
#    -33    19       1.7059497169E-005
#    -33    20       1.6542789070E-005
#    -33    21       2.5892143373E-005
#    -33    22       4.7342866080E-005
#    -33    23       4.1685026950E-005
#    -33    24       3.0193290567E-005
#    -33    25       6.3703279352E-005
#    -33    26       4.1924907561E-005
#    -33    27       2.2861447347E-005
#    -32   -13       1.0170393701E-005
#    -32   -12       2.1165783214E-005
#    -32   -11       2.1459215888E-005
#    -32   -10       1.9179880087E-005
#    -32    -9       2.1519046751E-005
#    -32    -8       2.1435422062E-005
#    -32    -7       1.9526411848E-005
#    -32    -6       1.6406378816E-005
#    -32    -5       1.9512588241E-005
#    -32    -4       2.2676558394E-005
#    -32    -3       2.4041694328E-005
#    -32    -2       2.5528207493E-005
#    -32    -1       2.3135578028E-005
#    -32     0       2.7393015427E-005
#    -32     1       2.6677270212E-005
#    -32     2       2.3069332570E-005
#    -32     3       2.2461261989E-005
#    -32     4       1.4658837389E-005
#    -32     5       1.0945486481E-005
#    -32     6       7.6281572972E-006
#    -32     7       7.0708045740E-006
#    -32     8       8.2458622046E-006
#    -32     9       6.0815589798E-006
#    -32    10       6.2715488745E-006
#    -32    11       7.1447295183E-006
#    -32    12       6.6798069052E-006
#    -32    13       8.7498618950E-006
#    -32    14       1.1726340599E-005
#    -32    15       1.2569492784E-005
#    -32    16       1.5269590180E-005
#    -32    17       1.2089047848E-005
#    -32    18       3.1354825189E-005
#    -32    19       9.0147450172E-006
#    -32    20       1.0532139706E-005
#    -32    21       1.4119466296E-005
#    -32    22       3.3940693619E-005
#    -32    23       5.5297484600E-005
#    -32    24       4.7918898574E-005
#    -32    25       5.2857091976E-005
#    -32    26       4.9296176052E-005
#    -32    27       4.9516721406E-005
#    -32    28       7.6969627764E-005
#    -31   -14       1.8809944821E-005
#    -31   -13       1.1671831921E-005
#    -31   -12       2.1776333292E-005
#    -31   -11       1.9853964307E-005
#    -31   -10       2.0507245978E-005
#    -31    -9       1.2340790209E-005
#    -31    -8       1.7374733526E-005
#    -31    -7       2.0660961390E-005
#    -31    -6       1.6143792356E-005
#    -31    -5       2.3010933818E-005
#    -31    -4       2.0724531579E-005
#    -31    -3       2.6736206922E-005
#    -31    -2       3.1797750561E-005
#    -31    -1       2.6686619312E-005
#    -31     0       2.6091433656E-005
#    -31     1       2.0875693663E-005
#    -31     2       1.9670657558E-005
#    -31     3       1.4963690950E-005
#    -31     4       1.1899272713E-005
#    -31     5       8.3239028770E-006
#    -31     6       9.3370961261E-006
#    -31     7       6.9147016533E-006
#    -31     8       4.8903219216E-006
#    -31     9       2.3514650780E-006
#    -31    10       3.1831135370E-006
#    -31    11       4.7006430147E-006
#    -31    12       3.7742503818E-006
#    -31    13       3.5230041796E-006
#    -31    14       1.7652575517E-006
#    -31    15       3.0370899300E-006
#    -31    16       8.3363321809E-006
#    -31    17       7.8796413814E-006
#    -31    18       4.3761319666E-006
#    -31    19       5.7789770339E-006
#    -31    20       4.6049259413E-006
#    -31    21       2.4783832223E-005
#    -31    22       4.9503276090E-005
#    -31    23       3.6877769618E-005
#    -31    24       5.3227134412E-005
#    -31    25       4.7294382757E-005
#    -31    26       3.4009682779E-005
#    -31    27       9.1148909748E-006
#    -31    28       4.3437471582E-005
#    -30   -15       1.1046443782E-005
#    -30   -14       2.1822242918E-005
#    -30   -13       1.5990424041E-005
#    -30   -12       2.8524745294E-005
#    -30   -11       3.5932856605E-005
#    -30   -10       3.8304543465E-005
#    -30    -9       2.7482536198E-005
#    -30    -8       1.7487501454E-005
#    -30    -7       2.3563295108E-005
#    -30    -6       2.8099777518E-005
#    -30    -5       2.8183059779E-006
#    -30    -4       2.7615724465E-005
#    -30    -3       3.2226040540E-005
#    -30    -2       2.3089730118E-005
#    -30    -1       2.0883810534E-005
#    -30     0       3.8549054618E-004
#    -30     1       1.7544116654E-005
#    -30     2       1.6671266683E-005
#    -30     3       9.5646240122E-006
#    -30     4       5.8816963293E-006
#    -30     5       8.0511100539E-004
#    -30     6       1.1397194571E-005
#    -30     7       1.2032649624E-005
#    -30     8       5.0994134783E-006
#    -30     9       1.3299338699E-006
#    -30    10       9.0633592462E-004
#    -30    11       5.3363605526E-006
#    -30    12       5.7637208138E-006
#    -30    13       7.3022768112E-006
#    -30    14       2.4476546384E-006
#    -30    15       6.2088201341E-004
#    -30    16       3.9870049497E-006
#    -30    17       4.0907026516E-006
#    -30    18       4.9470811668E-006
#    -30    19       3.2949751027E-007
#    -30    20       4.7719871855E-005
#    -30    21       5.0064472178E-005
#    -30    22       5.1598057771E-005
#    -30    23       1.1511174808E-004
#    -30    24       8.7955671983E-005
#    -30    25       5.2430134402E-005
#    -30    26       2.7465449638E-005
#    -30    27       3.2791018383E-005
#    -30    28       2.3034830059E-006
#    -29   -16       1.3006014331E-005
#    -29   -15       1.3505374282E-005
#    -29   -14       2.2806599288E-005
#    -29   -13       4.2725041857E-005
#    -29   -12       2.3871221524E-005
#    -29   -11       2.5795850141E-005
#    -29   -10       2.4528142717E-005
#    -29    -9       3.0039114738E-005
#    -29    -8       3.3560364708E-005
#    -29    -7       2.4449530118E-005
#    -29    -6       2.4279099495E-005
#    -29    -5       1.9131884317E-005
#    -29    -4       2.3836989256E-005
#    -29    -3       2.2491478681E-005
#    -29    -2       1.9687205168E-005
#    -29    -1       1.7546977275E-005
#    -29     0       1.3582350607E-005
#    -29     1       1.2478558704E-005
#    -29     2       1.1118610415E-005
#    -29     3       1.0090972596E-005
#    -29     4       1.1421340776E-005
#    -29     5       1.3746147361E-005
#    -29     6       1.7982759311E-005
#    -29     7       1.2017028642E-005
#    -29     8       3.7238871680E-006
#    -29     9       2.2908033160E-006
#    -29    10       5.1507319798E-006
#    -29    11       1.5857861655E-005
#    -29    12       1.8269573501E-005
#    -29    13       1.6798335866E-005
#    -29    14       2.6427264900E-005
#    -29    15       1.0568540574E-005
#    -29    16       3.7170484728E-006
#    -29    17       3.2503537579E-006
#    -29    18       2.1064768597E-006
#    -29    19       6.4991355402E-007
#    -29    20       9.0350168643E-006
#    -29    21       4.9012762266E-005
#    -29    22       4.5811417443E-005
#    -29    23       8.2429132694E-005
#    -29    24       6.9425866493E-005
#    -29    25       4.8074424054E-005
#    -29    26       1.5817277200E-005
#    -29    27       1.0023414016E-005
#    -28   -16       2.2608825970E-005
#    -28   -15       1.7607433215E-005
#    -28   -14       2.0039092397E-005
#    -28   -13       2.5835208079E-005
#    -28   -12       3.6439486304E-005
#    -28   -11       4.0596097069E-005
#    -28   -10       3.0976779496E-005
#    -28    -9       2.6287420078E-005
#    -28    -8       2.1849966250E-005
#    -28    -7       2.4982054048E-005
#    -28    -6       1.8989823907E-005
#    -28    -5       1.6582444071E-005
#    -28    -4       1.4691574292E-005
#    -28    -3       1.4985157472E-005
#    -28    -2       1.6675880427E-005
#    -28    -1       1.2474536450E-005
#    -28     0       1.2217445364E-005
#    -28     1       1.3565103051E-005
#    -28     2       1.4212417097E-005
#    -28     3       1.1932933669E-005
#    -28     4       1.6118371079E-005
#    -28     5       2.1151692159E-005
#    -28     6       2.1799515310E-005
#    -28     7       1.8623230585E-005
#    -28     8       9.6909737990E-006
#    -28     9       8.9581425738E-006
#    -28    10       2.1475757231E-005
#    -28    11       3.5747797941E-005
#    -28    12       4.6921358167E-005
#    -28    13       4.9900417365E-005
#    -28    14       4.7670644238E-005
#    -28    15       2.4330545803E-005
#    -28    16       1.4806174475E-005
#    -28    17       5.4135467675E-006
#    -28    18       1.3693551829E-005
#    -28    19       5.4749459716E-006
#    -28    20       1.4461732131E-005
#    -28    21       2.7493108609E-005
#    -28    22       6.2544058936E-005
#    -28    23       4.9828434574E-005
#    -28    24       7.0181004631E-005
#    -28    25       6.0590316130E-005
#    -28    26       3.9517528069E-005
#    -28    27       1.0907983751E-005
#    -27   -17       9.0748128154E-006
#    -27   -16       1.3699479026E-005
#    -27   -15       2.1320251692E-005
#    -27   -14       2.7248416339E-005
#    -27   -13       3.8476521008E-005
#    -27   -12       4.2984635470E-005
#    -27   -11       3.8182398932E-005
#    -27   -10       2.9725123618E-005
#    -27    -9       2.3571423532E-005
#    -27    -8       2.0106968650E-005
#    -27    -7       1.4975024340E-005
#    -27    -6       1.1925707589E-005
#    -27    -5       1.0977901999E-005
#    -27    -4       1.1922097945E-005
#    -27    -3       9.5658769341E-006
#    -27    -2       1.1106815580E-005
#    -27    -1       1.3555228920E-005
#    -27     0       1.6230205887E-005
#    -27     1       1.5205722725E-005
#    -27     2       1.2866736462E-005
#    -27     3       1.6110689959E-005
#    -27     4       1.8702133556E-005
#    -27     5       2.7588380196E-005
#    -27     6       2.9915084145E-005
#    -27     7       2.8146701834E-005
#    -27     8       2.1979779956E-005
#    -27     9       2.4249126051E-005
#    -27    10       3.9693520007E-005
#    -27    11       5.7398049577E-005
#    -27    12       8.0538032634E-005
#    -27    13       5.4004073606E-005
#    -27    14       5.1917099786E-005
#    -27    15       2.9315270183E-005
#    -27    16       1.5877717818E-005
#    -27    17       4.8245753284E-006
#    -27    18       1.2598048411E-005
#    -27    19       5.4657771952E-006
#    -27    20       1.3820102167E-005
#    -27    21       3.5121404085E-005
#    -27    22       5.6545362653E-005
#    -27    23       7.3649423478E-005
#    -27    24       7.5291967454E-005
#    -27    25       5.4448146991E-005
#    -27    26       3.7780294989E-005
#    -27    27       4.3065230845E-005
#    -26   -18       1.5313599947E-005
#    -26   -17       1.8836909379E-005
#    -26   -16       2.5568288462E-005
#    -26   -15       3.0352039045E-005
#    -26   -14       6.3391753676E-005
#    -26   -13       3.3991226325E-005
#    -26   -12       3.7479674834E-005
#    -26   -11       3.0901848760E-005
#    -26   -10       2.1189791347E-005
#    -26    -9       1.9585941325E-005
#    -26    -8       7.6301015403E-006
#    -26    -7       8.3129501588E-006
#    -26    -6       7.6536467751E-006
#    -26    -5       8.3401433061E-006
#    -26    -4       5.8807743662E-006
#    -26    -3       1.0076224736E-005
#    -26    -2       1.4192785265E-005
#    -26    -1       1.5195501631E-005
#    -26     0       1.5265089951E-005
#    -26     1       1.0971452192E-005
#    -26     2       1.0105075206E-005
#    -26     3       1.2497512852E-005
#    -26     4       2.2903139136E-005
#    -26     5       2.7442321279E-005
#    -26     6       3.0292517357E-005
#    -26     7       2.8997202703E-005
#    -26     8       2.3485096815E-005
#    -26     9       2.9531462236E-005
#    -26    10       3.2893286424E-005
#    -26    11       4.0204039583E-005
#    -26    12       4.8803482893E-005
#    -26    13       4.8701213294E-005
#    -26    14       2.9845521108E-005
#    -26    15       2.1257313485E-005
#    -26    16       1.4379534519E-005
#    -26    17       6.0140349544E-006
#    -26    18       7.4976656035E-006
#    -26    19       1.8771244548E-005
#    -26    20       2.2079959257E-005
#    -26    21       1.9929777206E-005
#    -26    22       3.5904222577E-005
#    -26    23       4.4932181538E-005
#    -26    24       1.1783118328E-004
#    -26    25       4.2069636821E-005
#    -26    26       9.4866465508E-005
#    -26    27       5.6398885277E-005
#    -25   -19       7.6372412808E-006
#    -25   -18       4.9259841415E-005
#    -25   -17       2.3588892541E-005
#    -25   -16       3.9183877179E-005
#    -25   -15       2.5180421830E-005
#    -25   -14       4.4199935659E-005
#    -25   -13       5.9367097114E-005
#    -25   -12       3.4165609084E-005
#    -25   -11       2.6845028587E-005
#    -25   -10       1.6001914145E-004
#    -25    -9       1.1613057761E-005
#    -25    -8       9.8511029005E-006
#    -25    -7       7.0866409643E-006
#    -25    -6       9.3408116798E-006
#    -25    -5       8.0540726089E-004
#    -25    -4       1.1402338662E-005
#    -25    -3       1.1908785162E-005
#    -25    -2       1.2849612937E-005
#    -25    -1       1.0965030508E-005
#    -25     0       2.3124395107E-003
#    -25     1       3.2688933270E-006
#    -25     2       5.3161408696E-006
#    -25     3       9.9242343349E-006
#    -25     4       1.4107656250E-005
#    -25     5       4.4011673186E-003
#    -25     6       2.2865789967E-005
#    -25     7       1.7545910431E-005
#    -25     8       1.7131526783E-005
#    -25     9       1.1424471198E-005
#    -25    10       4.8525292025E-003
#    -25    11       1.1830597122E-005
#    -25    12       3.0009398503E-005
#    -25    13       2.5662145119E-005
#    -25    14       1.8350895454E-005
#    -25    15       2.2825365986E-003
#    -25    16       1.7024608226E-005
#    -25    17       4.7212067839E-006
#    -25    18       1.1119930507E-005
#    -25    19       2.3277201349E-005
#    -25    20       7.6685006009E-004
#    -25    21       4.1007760926E-005
#    -25    22       5.1723778247E-005
#    -25    23       5.2857182645E-005
#    -25    24       4.2901943121E-005
#    -25    25       1.0562287698E-004
#    -25    26       3.5858083188E-005
#    -25    27       1.1900677575E-005
#    -24   -20       5.8238079255E-006
#    -24   -19       1.9655162462E-005
#    -24   -18       2.6022882418E-005
#    -24   -17       3.1942762242E-005
#    -24   -16       3.6928804374E-005
#    -24   -15       4.4852939299E-005
#    -24   -14       4.1645108511E-005
#    -24   -13       3.6009937362E-005
#    -24   -12       2.2660111165E-005
#    -24   -11       1.4194173604E-005
#    -24   -10       1.1700520121E-005
#    -24    -9       8.8775640653E-006
#    -24    -8       8.2510421070E-006
#    -24    -7       6.9124169895E-006
#    -24    -6       1.1391739192E-005
#    -24    -5       1.3728100712E-005
#    -24    -4       1.6092084589E-005
#    -24    -3       1.6086128098E-005
#    -24    -2       1.0093147280E-005
#    -24    -1       3.2661283171E-006
#    -24     0       1.4079066459E-006
#    -24     1       5.7114354044E-006
#    -24     2       1.1341802064E-005
#    -24     3       1.6251505130E-005
#    -24     4       1.1069518506E-005
#    -24     5       6.7419806314E-006
#    -24     6       4.6581094720E-006
#    -24     7       3.2592375604E-006
#    -24     8       4.5970766640E-006
#    -24     9       5.9169156611E-006
#    -24    10       1.3918265706E-005
#    -24    11       2.3042383039E-005
#    -24    12       3.4100743349E-005
#    -24    13       4.3493567008E-005
#    -24    14       2.9508286034E-005
#    -24    15       2.4177408392E-005
#    -24    16       2.5233933105E-005
#    -24    17       9.8320217073E-006
#    -24    18       1.5006601308E-005
#    -24    19       2.1964199195E-005
#    -24    20       3.8642849049E-005
#    -24    21       6.4486444746E-005
#    -24    22       4.4786905489E-005
#    -24    23       3.4434586096E-005
#    -24    24       9.3009858173E-005
#    -24    25       4.2370204671E-005
#    -24    26       7.2005530175E-005
#    -23   -20       1.8895344545E-005
#    -23   -19       3.2863088835E-005
#    -23   -18       4.3570147851E-005
#    -23   -17       4.8004727708E-005
#    -23   -16       5.1057577009E-005
#    -23   -15       4.6590936459E-005
#    -23   -14       3.6362466525E-005
#    -23   -13       3.0288128559E-005
#    -23   -12       2.3528335092E-005
#    -23   -11       1.5300936928E-005
#    -23   -10       1.0952289111E-005
#    -23    -9       6.0607691107E-006
#    -23    -8       4.8751902310E-006
#    -23    -7       1.2018466614E-005
#    -23    -6       1.7960963603E-005
#    -23    -5       2.1122804148E-005
#    -23    -4       1.8676513320E-005
#    -23    -3       1.2482615945E-005
#    -23    -2       5.3123355895E-006
#    -23    -1       5.7140047713E-006
#    -23     0       1.7457548528E-005
#    -23     1       2.8900972043E-005
#    -23     2       2.7588048190E-005
#    -23     3       1.9425949199E-005
#    -23     4       5.8181115903E-006
#    -23     5       6.7019981608E-007
#    -23     6       4.8595793734E-006
#    -23     7       1.5270673012E-005
#    -23     8       3.3622305105E-005
#    -23     9       4.0056796608E-005
#    -23    10       5.1711489197E-005
#    -23    11       5.9906884186E-005
#    -23    12       7.2392978731E-005
#    -23    13       8.5343995879E-005
#    -23    14       5.5014815570E-005
#    -23    15       4.1565790444E-005
#    -23    16       2.9109156572E-005
#    -23    17       1.7720045797E-005
#    -23    18       1.5495785155E-005
#    -23    19       2.7454383075E-005
#    -23    20       6.4598321882E-005
