 Diffraction intensities for potential:restest_18_5010001.in                   
#    -35     0       5.0393548862E-005
#    -35     1       2.4242457497E-005
#    -35     2       4.1121719782E-005
#    -35     3       2.6866197025E-005
#    -35     4       2.1956128982E-005
#    -35     5       2.7445102573E-006
#    -35     6       2.2830405726E-005
#    -35     7       2.5967141921E-005
#    -35     8       2.1766520568E-005
#    -35     9       2.0327052169E-005
#    -35    10       1.6035872899E-004
#    -35    11       1.5224768731E-005
#    -35    12       2.5613928012E-005
#    -35    13       2.1464164509E-005
#    -35    14       3.2410613107E-005
#    -35    15       1.7170569116E-004
#    -35    16       3.9130826079E-005
#    -35    17       2.3815577126E-005
#    -35    18       2.9353921332E-005
#    -35    19       4.5699107031E-005
#    -35    20       8.1488865770E-005
#    -35    21       6.6135458268E-005
#    -35    22       3.2299139971E-005
#    -35    23       5.9617062237E-005
#    -35    24       4.9295271531E-005
#    -35    25       3.6480736667E-005
#    -35    26       6.3238436300E-005
#    -35    27       6.2281582309E-005
#    -34   -11       7.9524799955E-007
#    -34   -10       5.4539885211E-006
#    -34    -9       1.2498151760E-005
#    -34    -8       2.3368506197E-005
#    -34    -7       1.5364739021E-005
#    -34    -6       1.4815890012E-005
#    -34    -5       1.2762842449E-005
#    -34    -4       2.0520961762E-005
#    -34    -3       2.0239865021E-005
#    -34    -2       1.8118284784E-005
#    -34    -1       2.4241618428E-005
#    -34     0       2.1704785213E-005
#    -34     1       2.7948845452E-005
#    -34     2       2.8424934331E-005
#    -34     3       2.7569086971E-005
#    -34     4       2.7434462092E-005
#    -34     5       1.8460380444E-005
#    -34     6       1.8773782697E-005
#    -34     7       1.6136213891E-005
#    -34     8       8.0878059445E-006
#    -34     9       1.1882562830E-005
#    -34    10       1.2281274221E-005
#    -34    11       1.5835913704E-005
#    -34    12       1.4847878229E-005
#    -34    13       2.2064832641E-005
#    -34    14       2.4127796427E-005
#    -34    15       2.2889211815E-005
#    -34    16       2.5653048110E-005
#    -34    17       3.3900971804E-005
#    -34    18       4.7757362622E-005
#    -34    19       2.3182164283E-005
#    -34    20       3.8388296748E-005
#    -34    21       2.7746162039E-005
#    -34    22       4.1353394017E-005
#    -34    23       6.0578443147E-005
#    -34    24       8.4791800330E-005
#    -34    25       1.5510198822E-005
#    -34    26       4.9489745582E-005
#    -34    27       1.4426425214E-005
#    -33   -12       1.5753859856E-005
#    -33   -11       8.1469246161E-006
#    -33   -10       1.2293594545E-005
#    -33    -9       1.4845910428E-005
#    -33    -8       1.3186718257E-005
#    -33    -7       3.7394214901E-005
#    -33    -6       1.6224971445E-005
#    -33    -5       2.0183748714E-005
#    -33    -4       2.2318810746E-005
#    -33    -3       2.6570131296E-005
#    -33    -2       4.1117292072E-005
#    -33    -1       2.7945959409E-005
#    -33     0       2.8619354808E-005
#    -33     1       2.5491542101E-005
#    -33     2       3.3680881047E-005
#    -33     3       3.3100918097E-005
#    -33     4       2.3714555981E-005
#    -33     5       1.6888316738E-005
#    -33     6       1.1933402241E-005
#    -33     7       8.5393366497E-006
#    -33     8       9.0347953995E-006
#    -33     9       8.6787272706E-006
#    -33    10       1.1309134454E-005
#    -33    11       1.0320703630E-005
#    -33    12       1.3371449285E-005
#    -33    13       2.1260523527E-005
#    -33    14       2.0877156112E-005
#    -33    15       1.8170997799E-005
#    -33    16       2.4747355328E-005
#    -33    17       3.3296370050E-005
#    -33    18       1.7594856818E-005
#    -33    19       2.0956106236E-005
#    -33    20       1.5785508924E-005
#    -33    21       2.8358455512E-005
#    -33    22       4.6964098132E-005
#    -33    23       4.3045656502E-005
#    -33    24       2.2525135778E-005
#    -33    25       6.7108684766E-005
#    -33    26       3.8725531885E-005
#    -33    27       2.3785412009E-005
#    -32   -13       1.0858162127E-005
#    -32   -12       2.2613121689E-005
#    -32   -11       1.8749468585E-005
#    -32   -10       1.8955057297E-005
#    -32    -9       1.9844641127E-005
#    -32    -8       2.2331703895E-005
#    -32    -7       2.2182497325E-005
#    -32    -6       1.6336289213E-005
#    -32    -5       2.0878558288E-005
#    -32    -4       2.4855361760E-005
#    -32    -3       2.6856530165E-005
#    -32    -2       2.8416973312E-005
#    -32    -1       2.5488160044E-005
#    -32     0       2.9925395821E-005
#    -32     1       2.9758368339E-005
#    -32     2       2.4543862522E-005
#    -32     3       2.2450518762E-005
#    -32     4       1.5358497757E-005
#    -32     5       1.1143926907E-005
#    -32     6       7.7227910809E-006
#    -32     7       7.2875175404E-006
#    -32     8       9.4536702430E-006
#    -32     9       6.4317694499E-006
#    -32    10       6.5664509722E-006
#    -32    11       7.3883599332E-006
#    -32    12       7.1898635716E-006
#    -32    13       8.6420931922E-006
#    -32    14       1.1348973140E-005
#    -32    15       1.1308589733E-005
#    -32    16       1.3070692744E-005
#    -32    17       9.2915004925E-006
#    -32    18       2.8339333439E-005
#    -32    19       9.4472638928E-006
#    -32    20       1.1392198093E-005
#    -32    21       1.5022696540E-005
#    -32    22       3.1580872364E-005
#    -32    23       5.8705638331E-005
#    -32    24       4.2870693810E-005
#    -32    25       5.0640048640E-005
#    -32    26       4.5292874022E-005
#    -32    27       4.9782134473E-005
#    -32    28       7.4070784304E-005
#    -31   -14       1.6470588433E-005
#    -31   -13       1.0521449853E-005
#    -31   -12       2.2287304798E-005
#    -31   -11       2.1298986142E-005
#    -31   -10       2.0948422723E-005
#    -31    -9       1.1351210102E-005
#    -31    -8       1.8181796263E-005
#    -31    -7       2.1801359997E-005
#    -31    -6       1.7361529381E-005
#    -31    -5       2.3539406467E-005
#    -31    -4       2.1944338906E-005
#    -31    -3       2.7560156819E-005
#    -31    -2       3.3675598573E-005
#    -31    -1       2.9758236220E-005
#    -31     0       2.8755480986E-005
#    -31     1       2.3409682412E-005
#    -31     2       2.2377176259E-005
#    -31     3       1.6518889739E-005
#    -31     4       1.2451412586E-005
#    -31     5       8.3312016779E-006
#    -31     6       8.8597905927E-006
#    -31     7       6.9390165184E-006
#    -31     8       5.6893969158E-006
#    -31     9       3.1094875548E-006
#    -31    10       3.1644035248E-006
#    -31    11       3.7948736098E-006
#    -31    12       3.3213448720E-006
#    -31    13       3.3820054759E-006
#    -31    14       1.6637191099E-006
#    -31    15       2.6216420180E-006
#    -31    16       6.7959823908E-006
#    -31    17       6.0441194538E-006
#    -31    18       3.6527610480E-006
#    -31    19       5.9558230093E-006
#    -31    20       4.9946964987E-006
#    -31    21       2.5955394502E-005
#    -31    22       4.6819801118E-005
#    -31    23       3.2943208416E-005
#    -31    24       4.7865499290E-005
#    -31    25       4.3110981708E-005
#    -31    26       2.8871367149E-005
#    -31    27       8.7778944435E-006
#    -31    28       4.2001919392E-005
#    -30   -15       1.0524392977E-005
#    -30   -14       2.0928597311E-005
#    -30   -13       1.4322894626E-005
#    -30   -12       3.2228643721E-005
#    -30   -11       3.2196177957E-005
#    -30   -10       4.0017212564E-005
#    -30    -9       2.6989349615E-005
#    -30    -8       1.6930291595E-005
#    -30    -7       2.3094698804E-005
#    -30    -6       2.4200552122E-005
#    -30    -5       2.7494038871E-006
#    -30    -4       2.7426392184E-005
#    -30    -3       3.3100194390E-005
#    -30    -2       2.4549717318E-005
#    -30    -1       2.3416742334E-005
#    -30     0       3.9851646690E-004
#    -30     1       2.0365911332E-005
#    -30     2       1.9857245883E-005
#    -30     3       1.1032312475E-005
#    -30     4       6.4593032851E-006
#    -30     5       7.9453459577E-004
#    -30     6       1.1994078959E-005
#    -30     7       1.3197097393E-005
#    -30     8       6.0982092453E-006
#    -30     9       1.5263656520E-006
#    -30    10       9.0322679637E-004
#    -30    11       5.0464524905E-006
#    -30    12       5.2453787392E-006
#    -30    13       7.6390381477E-006
#    -30    14       2.1267401927E-006
#    -30    15       6.3492067803E-004
#    -30    16       4.2976505204E-006
#    -30    17       3.8197231452E-006
#    -30    18       5.1152226966E-006
#    -30    19       1.7537321992E-007
#    -30    20       4.5302547984E-005
#    -30    21       4.9593311263E-005
#    -30    22       4.6386997621E-005
#    -30    23       1.1482633525E-004
#    -30    24       8.6099852120E-005
#    -30    25       4.3528559214E-005
#    -30    26       3.0343914816E-005
#    -30    27       3.2086380258E-005
#    -30    28       2.5688329479E-006
#    -29   -16       1.4080112723E-005
#    -29   -15       1.2257188390E-005
#    -29   -14       2.2538422211E-005
#    -29   -13       4.9550222949E-005
#    -29   -12       2.3366046500E-005
#    -29   -11       2.6164440714E-005
#    -29   -10       2.3562020822E-005
#    -29    -9       2.9049546963E-005
#    -29    -8       3.4523338823E-005
#    -29    -7       2.3395048591E-005
#    -29    -6       2.2826709027E-005
#    -29    -5       1.8461105938E-005
#    -29    -4       2.3723939986E-005
#    -29    -3       2.2468148775E-005
#    -29    -2       2.2396574411E-005
#    -29    -1       2.0375423762E-005
#    -29     0       1.6544208894E-005
#    -29     1       1.4518037313E-005
#    -29     2       1.2431618266E-005
#    -29     3       1.1155505140E-005
#    -29     4       1.2345514146E-005
#    -29     5       1.4593150759E-005
#    -29     6       1.8802626878E-005
#    -29     7       1.2658458398E-005
#    -29     8       3.6958841745E-006
#    -29     9       2.2609211824E-006
#    -29    10       5.8949722124E-006
#    -29    11       1.5798679347E-005
#    -29    12       1.7912264268E-005
#    -29    13       1.6401433159E-005
#    -29    14       2.5704638299E-005
#    -29    15       7.9244305831E-006
#    -29    16       4.2086044542E-006
#    -29    17       2.9857871779E-006
#    -29    18       1.9921983192E-006
#    -29    19       7.1679570403E-007
#    -29    20       1.3090912170E-005
#    -29    21       4.1533641285E-005
#    -29    22       3.9566719046E-005
#    -29    23       6.9270223925E-005
#    -29    24       7.1139074909E-005
#    -29    25       3.4780971134E-005
#    -29    26       2.4181283693E-005
#    -29    27       1.6849344717E-005
#    -28   -16       2.2127082555E-005
#    -28   -15       1.7963363831E-005
#    -28   -14       2.0347865252E-005
#    -28   -13       2.6954728931E-005
#    -28   -12       3.7866314001E-005
#    -28   -11       3.9649707359E-005
#    -28   -10       3.0844841518E-005
#    -28    -9       2.6235100452E-005
#    -28    -8       2.2325623548E-005
#    -28    -7       2.5975645186E-005
#    -28    -6       1.8790596501E-005
#    -28    -5       1.6910061496E-005
#    -28    -4       1.5385497795E-005
#    -28    -3       1.6548725820E-005
#    -28    -2       1.9878502126E-005
#    -28    -1       1.4522388420E-005
#    -28     0       1.3647105497E-005
#    -28     1       1.4241654543E-005
#    -28     2       1.5148441282E-005
#    -28     3       1.3015663593E-005
#    -28     4       1.7432169483E-005
#    -28     5       2.1970042207E-005
#    -28     6       2.1999178789E-005
#    -28     7       1.7906750971E-005
#    -28     8       8.2181956711E-006
#    -28     9       8.5276782692E-006
#    -28    10       2.1191445052E-005
#    -28    11       3.6163920352E-005
#    -28    12       4.7044622262E-005
#    -28    13       4.6925278728E-005
#    -28    14       4.4597635156E-005
#    -28    15       2.5026951156E-005
#    -28    16       1.4364146689E-005
#    -28    17       5.4631883628E-006
#    -28    18       1.3860341255E-005
#    -28    19       6.9859671416E-006
#    -28    20       1.1916744790E-005
#    -28    21       2.6607524316E-005
#    -28    22       6.2731089352E-005
#    -28    23       4.8224808977E-005
#    -28    24       6.2318726982E-005
#    -28    25       6.6001079942E-005
#    -28    26       3.8226614996E-005
#    -28    27       1.2383130635E-005
#    -27   -17       9.0347144852E-006
#    -27   -16       1.3815393493E-005
#    -27   -15       2.1671845030E-005
#    -27   -14       2.7373658030E-005
#    -27   -13       3.9292388967E-005
#    -27   -12       4.3796318829E-005
#    -27   -11       3.7937947517E-005
#    -27   -10       3.0767138510E-005
#    -27    -9       2.5276622906E-005
#    -27    -8       2.1789193680E-005
#    -27    -7       1.6171057353E-005
#    -27    -6       1.1972328088E-005
#    -27    -5       1.1183274013E-005
#    -27    -4       1.2489830075E-005
#    -27    -3       1.1052532216E-005
#    -27    -2       1.2430790440E-005
#    -27    -1       1.4233785054E-005
#    -27     0       1.6448086931E-005
#    -27     1       1.5980659957E-005
#    -27     2       1.3618259848E-005
#    -27     3       1.7119937465E-005
#    -27     4       1.9410103016E-005
#    -27     5       2.7589613949E-005
#    -27     6       2.8411461997E-005
#    -27     7       2.5047987649E-005
#    -27     8       1.9397861898E-005
#    -27     9       2.2792777471E-005
#    -27    10       3.9580131325E-005
#    -27    11       5.8278378986E-005
#    -27    12       8.1337149796E-005
#    -27    13       5.4652427599E-005
#    -27    14       5.0787247691E-005
#    -27    15       2.9214296117E-005
#    -27    16       1.6055561599E-005
#    -27    17       5.6994764083E-006
#    -27    18       1.1875659667E-005
#    -27    19       7.1307343660E-006
#    -27    20       1.3326842536E-005
#    -27    21       3.4378663524E-005
#    -27    22       5.4383216995E-005
#    -27    23       6.7360171839E-005
#    -27    24       6.9143531159E-005
#    -27    25       5.1750462738E-005
#    -27    26       3.4830906447E-005
#    -27    27       4.6233469731E-005
#    -26   -18       1.5919833033E-005
#    -26   -17       1.7625896340E-005
#    -26   -16       2.4559428061E-005
#    -26   -15       2.9860888309E-005
#    -26   -14       6.1883945166E-005
#    -26   -13       3.3253304138E-005
#    -26   -12       3.8120041099E-005
#    -26   -11       3.3861414298E-005
#    -26   -10       2.3170619207E-005
#    -26    -9       2.0374876357E-005
#    -26    -8       8.1245753209E-006
#    -26    -7       8.5844708523E-006
#    -26    -6       7.7659624379E-006
#    -26    -5       8.3691237266E-006
#    -26    -4       6.4746858692E-006
#    -26    -3       1.1149393735E-005
#    -26    -2       1.5124134238E-005
#    -26    -1       1.5963630152E-005
#    -26     0       1.5412069052E-005
#    -26     1       1.1081426585E-005
#    -26     2       1.0233335887E-005
#    -26     3       1.2260614352E-005
#    -26     4       2.1683082798E-005
#    -26     5       2.5535192481E-005
#    -26     6       2.7220662793E-005
#    -26     7       2.5227147329E-005
#    -26     8       2.0015055048E-005
#    -26     9       2.7762226929E-005
#    -26    10       3.2840999698E-005
#    -26    11       4.3328234666E-005
#    -26    12       5.3429799636E-005
#    -26    13       5.0577903720E-005
#    -26    14       2.8845866081E-005
#    -26    15       2.0859841048E-005
#    -26    16       1.3516517590E-005
#    -26    17       4.7280809179E-006
#    -26    18       8.5483624324E-006
#    -26    19       2.5619435626E-005
#    -26    20       2.4098762423E-005
#    -26    21       1.8136384469E-005
#    -26    22       3.6975099126E-005
#    -26    23       4.1900799741E-005
#    -26    24       1.1639317720E-004
#    -26    25       3.4891792034E-005
#    -26    26       9.5229111801E-005
#    -26    27       6.4992048869E-005
#    -25   -19       7.8650377203E-006
#    -25   -18       4.9307320473E-005
#    -25   -17       2.6464779586E-005
#    -25   -16       3.7545566672E-005
#    -25   -15       2.4661492090E-005
#    -25   -14       4.4283572925E-005
#    -25   -13       5.9203638700E-005
#    -25   -12       3.9067596578E-005
#    -25   -11       2.8044283195E-005
#    -25   -10       1.6052485421E-004
#    -25    -9       1.1936900274E-005
#    -25    -8       9.0707193525E-006
#    -25    -7       7.3264157807E-006
#    -25    -6       8.8850346513E-006
#    -25    -5       7.9504521111E-004
#    -25    -4       1.2326899399E-005
#    -25    -3       1.2978381444E-005
#    -25    -2       1.3584925193E-005
#    -25    -1       1.1067530961E-005
#    -25     0       2.3417218203E-003
#    -25     1       2.6225300858E-006
#    -25     2       4.2079612326E-006
#    -25     3       8.5170096373E-006
#    -25     4       1.2520928341E-005
#    -25     5       4.4791485754E-003
#    -25     6       1.9236526005E-005
#    -25     7       1.3521460440E-005
#    -25     8       1.4288698267E-005
#    -25     9       9.8236046025E-006
#    -25    10       4.8683718885E-003
#    -25    11       1.4710069570E-005
#    -25    12       3.3855333749E-005
#    -25    13       2.7826567111E-005
#    -25    14       1.9222931394E-005
#    -25    15       2.2840764534E-003
#    -25    16       1.4509518165E-005
#    -25    17       4.3070594221E-006
#    -25    18       1.0495036792E-005
#    -25    19       2.4095342391E-005
#    -25    20       7.7420861820E-004
#    -25    21       4.0564580778E-005
#    -25    22       5.0014992116E-005
#    -25    23       5.1950275691E-005
#    -25    24       3.1624115008E-005
#    -25    25       1.2766366384E-004
#    -25    26       5.0334680985E-005
#    -25    27       1.6570997830E-005
#    -24   -20       6.1861359063E-006
#    -24   -19       1.8423183971E-005
#    -24   -18       2.1601014144E-005
#    -24   -17       2.8462777100E-005
#    -24   -16       3.8304145140E-005
#    -24   -15       4.6308085739E-005
#    -24   -14       4.2721512236E-005
#    -24   -13       4.0424158977E-005
#    -24   -12       2.2923454740E-005
#    -24   -11       1.5272611688E-005
#    -24   -10       1.2331328182E-005
#    -24    -9       8.7120517927E-006
#    -24    -8       9.4805679765E-006
#    -24    -7       6.9522328056E-006
#    -24    -6       1.1998039780E-005
#    -24    -5       1.4568731610E-005
#    -24    -4       1.7382450764E-005
#    -24    -3       1.7065447268E-005
#    -24    -2       1.0204381273E-005
#    -24    -1       2.6155989868E-006
#    -24     0       9.0746351049E-007
#    -24     1       5.8236471285E-006
#    -24     2       1.1323894218E-005
#    -24     3       1.5589683155E-005
#    -24     4       9.6615114080E-006
#    -24     5       5.1314430930E-006
#    -24     6       2.8821361811E-006
#    -24     7       2.2828883765E-006
#    -24     8       3.7233274478E-006
#    -24     9       5.0600033070E-006
#    -24    10       1.2478524588E-005
#    -24    11       2.3274935718E-005
#    -24    12       3.8901875777E-005
#    -24    13       4.5905099240E-005
#    -24    14       2.8867276242E-005
#    -24    15       2.3045374024E-005
#    -24    16       2.3229318446E-005
#    -24    17       6.2676970106E-006
#    -24    18       1.2041138499E-005
#    -24    19       2.2168579948E-005
#    -24    20       4.4136429696E-005
#    -24    21       5.7319970646E-005
#    -24    22       5.4846121591E-005
#    -24    23       3.9267586345E-005
#    -24    24       9.8087323404E-005
#    -24    25       3.2151458839E-005
#    -24    26       4.2878622379E-005
#    -23   -20       1.7712813089E-005
#    -23   -19       2.9889025464E-005
#    -23   -18       4.1372666063E-005
#    -23   -17       4.9111054746E-005
#    -23   -16       5.2632156120E-005
#    -23   -15       4.6561205134E-005
#    -23   -14       3.6070211294E-005
#    -23   -13       3.0201209251E-005
#    -23   -12       2.5670233376E-005
#    -23   -11       1.5887234985E-005
#    -23   -10       1.1326388865E-005
#    -23    -9       6.4238130304E-006
#    -23    -8       5.6785737678E-006
#    -23    -7       1.3179683321E-005
#    -23    -6       1.8761408217E-005
#    -23    -5       2.1904406057E-005
#    -23    -4       1.9342860354E-005
#    -23    -3       1.2215167205E-005
#    -23    -2       4.1913894723E-006
#    -23    -1       5.8224478874E-006
#    -23     0       1.9630859819E-005
#    -23     1       3.3005079374E-005
#    -23     2       3.1119353018E-005
#    -23     3       2.2127156694E-005
#    -23     4       6.6422327761E-006
#    -23     5       1.1627042409E-006
#    -23     6       6.6061541993E-006
#    -23     7       1.7188596051E-005
#    -23     8       3.3881144142E-005
#    -23     9       3.7840109918E-005
#    -23    10       4.9595209969E-005
#    -23    11       6.0574540103E-005
#    -23    12       7.3765284468E-005
#    -23    13       8.8307321040E-005
#    -23    14       5.6540500491E-005
#    -23    15       3.9045686567E-005
#    -23    16       2.7142770416E-005
#    -23    17       1.7907825222E-005
#    -23    18       1.6671639248E-005
#    -23    19       3.0105656448E-005
#    -23    20       7.3811486711E-005
