 Diffraction intensities for potential:smallensembletest10001.in               
#     -4    -7       5.3100762444E-004
#     -4    -6       1.1441930374E-005
#     -4    -5       1.7078929685E-004
#     -4    -4       4.4413775725E-002
#     -4    -3       9.5313012722E-004
#     -4    -2       2.1032149131E-005
#     -4    -1       2.4766018189E-003
#     -4     0       6.9187611034E-003
#     -4     1       4.5415141695E-003
#     -4     2       7.6960122135E-006
#     -4     3       2.4171032948E-003
#     -4     4       4.5947368749E-003
#     -4     5       3.2749963535E-005
#     -4     6       1.3562457539E-004
#     -4     7       1.4922273967E-003
#     -4     8       9.8232320127E-002
#     -4     9       2.0228985484E-003
#     -3   -15       9.4199028673E-004
#     -3   -14       5.8888504922E-004
#     -3   -13       2.1793209627E-004
#     -3   -12       7.1751570133E-005
#     -3   -11       5.3034885863E-004
#     -3   -10       8.1358202781E-004
#     -3    -9       1.8045813644E-004
#     -3    -8       2.9451948325E-005
#     -3    -7       8.3569167577E-005
#     -3    -6       4.9547801517E-005
#     -3    -5       2.2890179960E-004
#     -3    -4       1.2387144396E-004
#     -3    -3       2.5052263216E-003
#     -3    -2       3.8835257373E-003
#     -3    -1       4.5422900195E-003
#     -3     0       3.5994092860E-004
#     -3     1       3.8526867430E-004
#     -3     2       3.1635602891E-003
#     -3     3       4.7561135125E-005
#     -3     4       2.0559407151E-004
#     -3     5       1.7717152515E-003
#     -3     6       1.8415688338E-003
#     -3     7       3.2378018333E-003
#     -3     8       4.0015561034E-005
#     -2   -15       6.6480592030E-004
#     -2   -14       8.7833857370E-005
#     -2   -13       4.0206097988E-004
#     -2   -12       1.1429908199E-003
#     -2   -11       8.9507317520E-005
#     -2   -10       2.1667195871E-005
#     -2    -9       2.5352774825E-004
#     -2    -8       3.9396172534E-004
#     -2    -7       4.2957150107E-004
#     -2    -6       1.7739577338E-004
#     -2    -5       1.7616024809E-004
#     -2    -4       3.0794620651E-003
#     -2    -3       1.7275964131E-003
#     -2    -2       7.7033615502E-006
#     -2    -1       3.8513267674E-004
#     -2     0       3.1190216022E-003
#     -2     1       2.4146794800E-003
#     -2     2       7.7198017338E-005
#     -2     3       4.1868085722E-004
#     -2     4       2.0074284505E-004
#     -2     5       1.5898991021E-004
#     -2     6       9.4776912946E-005
#     -2     7       1.7910109869E-004
#     -1   -15       9.1912928142E-004
#     -1   -14       3.8307975524E-004
#     -1   -13       3.0989515902E-004
#     -1   -12       8.9625592394E-005
#     -1   -11       1.3351329626E-004
#     -1   -10       3.3627556310E-004
#     -1    -9       7.8897350994E-004
#     -1    -8       2.9661836391E-005
#     -1    -7       3.3236819547E-004
#     -1    -6       1.7241128940E-004
#     -1    -5       5.8489167686E-004
#     -1    -4       1.2106908450E-004
#     -1    -3       2.4171067039E-003
#     -1    -2       3.1625869569E-003
#     -1    -1       2.4141105590E-003
#     -1     0       7.8362308479E-006
#     -1     1       2.4620431574E-003
#     -1     2       3.4736499640E-003
#     -1     3       3.3070064397E-004
#     -1     4       7.1373846828E-005
#     -1     5       1.6732353053E-003
#     -1     6       1.9088953966E-003
#      0   -15       8.7971041860E-004
#      0   -14       4.6982274322E-005
#      0   -13       7.5001126208E-004
#      0   -12       4.0900038820E-003
#      0   -11       4.6940698741E-005
#      0   -10       1.8929961697E-005
#      0    -9       2.7798622784E-004
#      0    -8       2.1703873159E-002
#      0    -7       3.7168952059E-004
#      0    -6       1.0255168707E-004
#      0    -5       6.5312186109E-004
#      0    -4       4.5952999179E-003
#      0    -3       4.7611797826E-005
#      0    -2       7.7254742202E-005
#      0    -1       2.4621645508E-003
#      0     0       1.9181483249E-002
#      0     1       2.2090317022E-003
#      0     2       1.0772961852E-004
#      0     3       1.7720827981E-003
#      0     4       5.5656376738E-002
#      0     5       1.2440110580E-003
#      1   -14       1.2896939856E-003
#      1   -13       6.5714078610E-004
#      1   -12       6.8744761146E-006
#      1   -11       7.1355187756E-005
#      1   -10       3.2493940673E-004
#      1    -9       6.8977748630E-004
#      1    -8       9.9462650060E-005
#      1    -7       2.4789643327E-004
#      1    -6       2.9459124563E-004
#      1    -5       3.2801280825E-005
#      1    -4       2.0566528573E-004
#      1    -3       4.1874007235E-004
#      1    -2       3.4727469751E-003
#      1    -1       2.2085611075E-003
#      1     0       7.2787265172E-005
#      1     1       8.7049136082E-004
#      1     2       4.9733044946E-003
#      1     3       1.1897779337E-003
#      1     4       8.3506477958E-005
#      2   -14       1.2459837852E-006
#      2   -13       8.6299852877E-004
#      2   -12       1.0837041776E-003
#      2   -11       5.8568214227E-004
#      2   -10       5.0195292070E-005
#      2    -9       2.4991428215E-003
#      2    -8       1.4264037753E-003
#      2    -7       1.7353646016E-003
#      2    -6       1.3587472998E-004
#      2    -5       1.7708221808E-003
#      2    -4       2.0083741118E-004
#      2    -3       3.3058539604E-004
#      2    -2       1.0774168494E-004
#      2    -1       8.7043717443E-004
#      2     0       7.9759941285E-005
#      2     1       2.7926379797E-003
#      2     2       5.8751400260E-005
#      2     3       4.8791771632E-004
#      3   -13       6.6952576785E-004
#      3   -12       7.4584317029E-005
#      3   -11       4.7388499238E-004
#      3   -10       2.7372196702E-003
#      3    -9       7.6517686085E-004
#      3    -8       8.6808343862E-005
#      3    -7       1.4916007082E-003
#      3    -6       1.8404306506E-003
#      3    -5       1.5887754886E-004
#      3    -4       7.1452061796E-005
#      3    -3       1.7728030643E-003
#      3    -2       4.9726547927E-003
#      3    -1       2.7921229814E-003
#      3     0       1.5015595647E-004
#      3     1       7.9177220037E-004
#      4   -13       2.5089387379E-004
#      4   -12       1.5147267246E-002
#      4   -11       3.3899062126E-004
#      4   -10       1.0809630139E-004
#      4    -9       7.4656882278E-004
#      4    -8       9.8228014088E-002
#      4    -7       3.2368932593E-003
#      4    -6       9.4549691389E-005
#      4    -5       1.6735759195E-003
#      4    -4       5.5653456166E-002
#      4    -3       1.1895707568E-003
#      4    -2       5.8978907986E-005
#      4    -1       7.9232308479E-004
#      5   -11       6.5222259273E-004
#      5   -10       2.2120982571E-003
#      5    -9       2.0226645745E-003
#      5    -8       3.9988296038E-005
#      5    -7       1.7933295501E-004
#      5    -6       1.9096121706E-003
#      5    -5       1.2443584481E-003
#      5    -4       8.3613950877E-005
#      5    -3       4.8793391969E-004
#    -36     9       4.4326813292E-006
#    -36    10       1.2859426343E-006
#    -36    11       8.1908403770E-005
#    -36    12       1.5400994654E-004
#    -36    13       3.0576780527E-005
#    -35     5       3.0768967626E-005
#    -35     6       6.4447304209E-005
#    -35     7       5.3045019187E-005
#    -35     8       3.1013079751E-006
#    -35     9       5.6969963059E-005
#    -35    10       1.1669564526E-004
#    -35    11       8.1967130250E-005
#    -35    12       1.0710851737E-006
#    -35    13       9.1749297346E-005
#    -35    14       1.9850541275E-004
#    -35    15       6.6547200486E-005
#    -35    16       1.3089750377E-006
#    -34     2       1.3622202972E-006
#    -34     3       6.3095553787E-005
#    -34     4       8.3019432435E-005
#    -34     5       5.0218741752E-005
#    -34     6       7.6210833589E-007
#    -34     7       5.8988580612E-005
#    -34     8       1.7686359734E-004
#    -34     9       7.5924409905E-005
#    -34    10       5.4655859963E-007
#    -34    11       9.7181203711E-005
#    -34    12       2.6065531401E-004
#    -34    13       1.1119296874E-004
#    -34    14       1.7843136457E-006
#    -34    15       1.3601839439E-004
#    -34    16       1.3108185847E-004
#    -34    17       1.5525399421E-004
#    -34    18       3.8458984838E-007
#    -33     0       7.6643155801E-007
#    -33     1       2.9445111475E-005
#    -33     2       4.5147839953E-005
#    -33     3       2.1317787854E-005
#    -33     4       1.2732665699E-006
#    -33     5       7.3991796569E-005
#    -33     6       1.8283786069E-004
#    -33     7       1.0167244418E-004
#    -33     8       4.3896932133E-007
#    -33     9       1.3506696062E-004
#    -33    10       2.9942829245E-004
#    -33    11       1.7934370859E-004
#    -33    12       6.8269877772E-007
#    -33    13       1.4307429757E-004
#    -33    14       3.4065053139E-004
#    -33    15       1.4485069086E-004
#    -33    16       4.4154003205E-006
#    -33    17       1.0982704433E-004
#    -33    18       3.6071617168E-005
#    -33    19       6.6495512394E-005
#    -32    -2       1.3632085981E-006
#    -32    -1       2.9473814489E-005
#    -32     0       1.2933934402E-004
#    -32     1       2.3051299566E-005
#    -32     2       8.4262474478E-007
#    -32     3       6.2937481821E-005
#    -32     4       1.3044175597E-004
#    -32     5       6.3997224775E-005
#    -32     6       2.8770236429E-007
#    -32     7       1.0315327147E-004
#    -32     8       4.1968367878E-004
#    -32     9       1.2171400776E-004
#    -32    10       2.2504457203E-006
#    -32    11       2.6977380684E-004
#    -32    12       3.4840803803E-004
#    -32    13       2.2720459479E-004
#    -32    14       1.5882065957E-006
#    -32    15       1.4556591175E-004
#    -32    16       3.0440644296E-004
#    -32    17       1.4047181756E-004
#    -32    18       7.1138016773E-007
#    -32    19       2.5201144348E-004
#    -32    20       1.0192989061E-004
#    -31    -3       6.3126475008E-005
#    -31    -2       4.5188607075E-005
#    -31    -1       2.3041372963E-005
#    -31     0       1.3903212591E-006
#    -31     1       3.8035277179E-005
#    -31     2       1.3500207107E-004
#    -31     3       6.7748603179E-005
#    -31     4       1.7320710807E-006
#    -31     5       5.7884660515E-005
#    -31     6       1.7393893641E-004
#    -31     7       1.2254691466E-004
#    -31     8       4.5938431272E-006
#    -31     9       2.3089816276E-004
#    -31    10       4.7807406445E-004
#    -31    11       2.3835863063E-004
#    -31    12       6.7038079184E-006
#    -31    13       2.4557940392E-004
#    -31    14       3.7278148012E-004
#    -31    15       2.0623155672E-004
#    -31    16       1.1494611289E-005
#    -31    17       1.4986842369E-004
#    -31    18       4.0789273623E-004
#    -31    19       7.8792737442E-005
#    -31    20       1.5345774425E-005
#    -31    21       3.6852515583E-005
#    -30    -5       3.0791441802E-005
#    -30    -4       8.3145308970E-005
#    -30    -3       2.1352212582E-005
#    -30    -2       8.4314104618E-007
#    -30    -1       3.8004115344E-005
#    -30     0       1.6638569624E-004
#    -30     1       8.8741300393E-005
#    -30     2       2.8748847677E-007
#    -30     3       7.6373297878E-005
#    -30     4       1.6549883640E-004
#    -30     5       9.4015770571E-005
#    -30     6       3.3177136412E-006
#    -30     7       9.5942617293E-005
#    -30     8       3.0222094821E-004
#    -30     9       1.5959572419E-004
#    -30    10       3.7290616717E-006
#    -30    11       3.2418188110E-004
#    -30    12       5.0345086624E-004
#    -30    13       2.4272946948E-004
#    -30    14       6.9032786843E-006
#    -30    15       1.6458567051E-004
#    -30    16       3.2289294633E-004
#    -30    17       2.8742125543E-004
#    -30    18       1.4558674374E-006
#    -30    19       2.1046573429E-004
#    -30    20       5.0200449025E-004
#    -30    21       6.8939592536E-005
#    -29    -6       6.4585903632E-005
#    -29    -5       5.0320652403E-005
#    -29    -4       1.2819944855E-006
#    -29    -3       6.2998396022E-005
#    -29    -2       1.3491765630E-004
#    -29    -1       8.8673463999E-005
#    -29     0       1.7906353386E-007
#    -29     1       1.1274118408E-004
#    -29     2       2.0615961501E-004
#    -29     3       9.7839092731E-005
#    -29     4       5.0767669117E-007
#    -29     5       1.0149599690E-004
#    -29     6       1.8481313131E-004
#    -29     7       1.2409744461E-004
#    -29     8       7.2538469564E-006
#    -29     9       1.7443481069E-004
#    -29    10       4.3748213469E-004
#    -29    11       2.0521145128E-004
#    -29    12       8.9007906996E-006
#    -29    13       2.4661148993E-004
#    -29    14       3.1097551603E-004
#    -29    15       1.9778550581E-004
#    -29    16       2.1057749789E-006
#    -29    17       1.5889510177E-004
#    -29    18       4.5013602750E-004
#    -29    19       2.1029254983E-004
#    -29    20       4.5490243579E-006
#    -29    21       1.4164374762E-004
#    -28    -7       5.3134532269E-005
#    -28    -6       7.6560381712E-007
#    -28    -5       7.4009067540E-005
#    -28    -4       1.3030211829E-004
#    -28    -3       6.7644009320E-005
#    -28    -2       2.8783897827E-007
#    -28    -1       1.1256217589E-004
#    -28     0       3.2520430220E-004
#    -28     1       1.2659454958E-004
#    -28     2       3.0587187639E-007
#    -28     3       1.3491307452E-004
#    -28     4       1.0206712764E-004
#    -28     5       7.3925327412E-005
#    -28     6       3.3614758318E-006
#    -28     7       6.8434194193E-005
#    -28     8       3.9848987865E-004
#    -28     9       9.4008522473E-005
#    -28    10       3.3810080697E-006
#    -28    11       2.6258801227E-004
#    -28    12       7.0012090801E-004
#    -28    13       2.3290378445E-004
#    -28    14       3.5097665263E-006
#    -28    15       1.4083885891E-004
#    -28    16       4.0908468396E-004
#    -28    17       1.6698267049E-004
#    -28    18       1.2273533539E-006
#    -28    19       1.9064371938E-004
#    -28    20       5.0573996039E-004
#    -28    21       1.4271537953E-004
#    -28    22       1.1190292773E-005
#    -27    -9       4.4560995694E-006
#    -27    -8       3.1159411022E-006
#    -27    -7       5.8977072751E-005
#    -27    -6       1.8268473764E-004
#    -27    -5       6.3892789257E-005
#    -27    -4       1.7370077547E-006
#    -27    -3       7.5875474991E-005
#    -27    -2       2.0541522178E-004
#    -27    -1       1.2645997161E-004
#    -27     0       8.7821460129E-007
#    -27     1       1.4204245552E-004
#    -27     2       3.1167403348E-004
#    -27     3       1.1769411253E-004
#    -27     4       5.1853001790E-006
#    -27     5       8.5904609403E-005
#    -27     6       7.7385483665E-005
#    -27     7       2.7885819106E-005
#    -27     8       2.7914820472E-006
#    -27     9       6.7592787734E-005
#    -27    10       2.0354836105E-004
#    -27    11       1.3511829572E-004
#    -27    12       7.1412754871E-007
#    -27    13       1.3241825790E-004
#    -27    14       2.0926681035E-004
#    -27    15       7.8878789290E-005
#    -27    16       2.0622940725E-006
#    -27    17       2.3410269934E-004
#    -27    18       7.7788143622E-004
#    -27    19       3.2983398047E-004
#    -27    20       2.8180466868E-006
#    -27    21       9.0914589887E-005
#    -27    22       8.8195521040E-005
#    -26   -10       1.2849979516E-006
#    -26    -9       5.7056928686E-005
#    -26    -8       1.7683793048E-004
#    -26    -7       1.0145060609E-004
#    -26    -6       2.9462568885E-007
#    -26    -5       5.7272124734E-005
#    -26    -4       1.6421207340E-004
#    -26    -3       9.7475123742E-005
#    -26    -2       3.0461169421E-007
#    -26    -1       1.4195384197E-004
#    -26     0       3.2714175353E-004
#    -26     1       1.4619574855E-004
#    -26     2       1.4767604449E-006
#    -26     3       1.3401112424E-004
#    -26     4       1.3507279918E-004
#    -26     5       2.1201976238E-005
#    -26     6       7.1120857490E-006
#    -26     7       1.1556354942E-005
#    -26     8       3.6737718934E-005
#    -26     9       4.8123788897E-005
#    -26    10       6.6981915487E-006
#    -26    11       1.8537989851E-004
#    -26    12       2.6395311370E-004
#    -26    13       1.1487491649E-004
#    -26    14       6.3585492268E-006
#    -26    15       5.5645618354E-005
#    -26    16       3.7696021790E-004
#    -26    17       2.4413393381E-004
#    -26    18       1.8587795880E-006
#    -26    19       3.1602062483E-004
#    -26    20       3.9917832679E-004
#    -26    21       1.3167795236E-004
#    -26    22       4.2269389746E-006
#    -25   -11       8.2004280419E-005
#    -25   -10       1.1678271374E-004
#    -25    -9       7.6008198140E-005
#    -25    -8       4.2017307812E-007
#    -25    -7       1.0209949277E-004
#    -25    -6       1.7214172175E-004
#    -25    -5       9.3367858744E-005
#    -25    -4       4.9796105478E-007
#    -25    -3       1.3446739643E-004
#    -25    -2       3.1165736047E-004
#    -25    -1       1.4640766149E-004
#    -25     0       2.4956568472E-007
#    -25     1       1.4661349667E-004
#    -25     2       2.1531900330E-004
#    -25     3       5.6274148994E-005
#    -25     4       7.1815359829E-006
#    -25     5       2.7585578014E-005
#    -25     6       2.3763608290E-005
#    -25     7       1.6323766529E-005
#    -25     8       2.0971993519E-005
#    -25     9       5.4246405213E-005
#    -25    10       1.0054017567E-004
#    -25    11       3.4037503576E-005
#    -25    12       1.5537143184E-005
#    -25    13       3.7246305690E-005
#    -25    14       6.8291900445E-006
#    -25    15       2.7676625280E-005
#    -25    16       1.4433347805E-006
#    -25    17       1.8618650017E-004
#    -25    18       6.1861592717E-004
#    -25    19       4.2308888418E-004
#    -25    20       1.8345917884E-005
#    -25    21       1.5971356927E-004
#    -25    22       2.3234684014E-004
#    -24   -12       1.5430568447E-004
#    -24   -11       8.2076971626E-005
#    -24   -10       5.6023342086E-007
#    -24    -9       1.3425096171E-004
#    -24    -8       4.1737956688E-004
#    -24    -7       1.2162710571E-004
#    -24    -6       3.2300420603E-006
#    -24    -5       1.0064139069E-004
#    -24    -4       1.0175110241E-004
#    -24    -3       1.1771901202E-004
#    -24    -2       1.4867863407E-006
#    -24    -1       1.4709157134E-004
#    -24     0       1.0578570178E-003
#    -24     1       1.1161012992E-004
#    -24     2       6.8046588448E-007
#    -24     3       4.5998367337E-005
#    -24     4       9.1073445632E-004
#    -24     5       1.3269541277E-005
#    -24     6       1.4644886538E-005
#    -24     7       4.3979670302E-005
#    -24     8       7.0084250113E-004
#    -24     9       4.3055298206E-006
#    -24    10       1.1298511002E-005
#    -24    11       5.1416125294E-005
#    -24    12       1.0499514980E-003
#    -24    13       1.4589580363E-005
#    -24    14       4.8014157256E-006
#    -24    15       4.4383734938E-005
#    -24    16       9.4495627522E-005
#    -24    17       2.1016504858E-004
#    -24    18       7.8412874906E-006
#    -24    19       2.4211665200E-004
#    -24    20       3.8193333667E-004
#    -24    21       2.5230927407E-004
#    -24    22       9.2985857402E-006
#    -23   -13       3.0553967307E-005
#    -23   -12       1.0534479562E-006
#    -23   -11       9.6943074971E-005
#    -23   -10       2.9814207194E-004
#    -23    -9       1.2118276443E-004
#    -23    -8       4.4285473180E-006
#    -23    -7       9.4304362331E-005
#    -23    -6       1.8386819844E-004
#    -23    -5       7.3819973608E-005
#    -23    -4       5.2066982270E-006
#    -23    -3       1.3519517992E-004
#    -23    -2       2.1674283818E-004
#    -23    -1       1.1166570154E-004
#    -23     0       7.3598407290E-006
#    -23     1       1.8477559841E-004
#    -23     2       1.6808767572E-004
#    -23     3       3.6871882735E-005
#    -23     4       1.4227774285E-006
#    -23     5       7.7362903186E-005
#    -23     6       1.3041970570E-004
#    -23     7       4.1563131304E-005
#    -23     8       1.5517703179E-005
#    -23     9       3.5354360726E-005
#    -23    10       1.4743571387E-004
#    -23    11       9.3525526575E-005
#    -23    12       7.3705491041E-006
#    -23    13       9.5706524020E-005
#    -23    14       4.2251439844E-005
#    -23    15       3.8596550126E-005
#    -23    16       1.7914749899E-006
#    -23    17       1.8071991749E-004
#    -23    18       4.8788523009E-004
#    -23    19       3.3383597949E-004
#    -23    20       3.8308176384E-005
#    -23    21       2.6039436136E-004
#    -23    22       2.4219712237E-004
#    -22   -13       9.1857954084E-005
#    -22   -12       2.6066667106E-004
#    -22   -11       1.7926836615E-004
#    -22   -10       2.1373841556E-006
#    -22    -9       2.2805129727E-004
#    -22    -8       2.9959647389E-004
#    -22    -7       1.2384793042E-004
#    -22    -6       3.2669862535E-006
#    -22    -5       8.6858862618E-005
#    -22    -4       1.3689729687E-004
#    -22    -3       5.6793481610E-005
#    -22    -2       7.0793800460E-007
#    -22    -1       1.8501675354E-004
#    -22     0       3.3654318671E-004
#    -22     1       8.9044434188E-005
#    -22     2       9.3636510142E-006
#    -22     3       5.7524153902E-005
#    -22     4       1.1298628656E-004
#    -22     5       8.6635379278E-005
#    -22     6       6.7867172759E-006
#    -22     7       1.6308761216E-004
#    -22     8       3.5353415271E-004
#    -22     9       2.0786738863E-004
#    -22    10       6.3429245471E-006
#    -22    11       2.2111485767E-004
#    -22    12       3.0184371876E-004
#    -22    13       4.1103739181E-005
#    -22    14       9.7461331835E-006
#    -22    15       1.3039392767E-004
#    -22    16       2.5388051924E-004
#    -22    17       2.8462287814E-004
#    -22    18       1.7677755056E-005
#    -22    19       1.2076974323E-004
#    -22    20       3.7502952489E-004
#    -22    21       8.0950689435E-005
#    -22    22       9.1367488272E-006
#    -21   -14       1.9884392921E-004
#    -21   -13       1.1142644973E-004
#    -21   -12       6.2785328397E-007
#    -21   -11       2.6732483244E-004
#    -21   -10       4.7446216248E-004
#    -21    -9       1.5867625257E-004
#    -21    -8       6.9319290939E-006
#    -21    -7       6.9682915014E-005
#    -21    -6       7.8857951117E-005
#    -21    -5       2.1590214442E-005
#    -21    -4       7.3232949812E-006
#    -21    -3       4.6624935790E-005
#    -21    -2       1.6788623020E-004
#    -21    -1       8.9003447806E-005
#    -21     0       2.1092699082E-005
#    -21     1       1.7296446372E-004
#    -21     2       9.3135046473E-005
#    -21     3       2.3064053759E-005
#    -21     4       7.8573630624E-006
#    -21     5       1.2108553439E-004
#    -21     6       3.7154873875E-004
#    -21     7       2.4248883469E-004
#    -21     8       5.6987608833E-006
#    -21     9       1.5360117215E-004
#    -21    10       4.0382832096E-004
#    -21    11       1.8999715221E-004
#    -21    12       5.4748201714E-006
#    -21    13       1.5707749610E-004
#    -21    14       1.4730324979E-004
#    -21    15       8.7628503208E-005
#    -21    16       2.5277373072E-006
#    -21    17       8.1254257729E-005
#    -21    18       3.2822930444E-004
#    -21    19       1.9210956862E-004
#    -21    20       2.5761601020E-005
#    -21    21       3.4044035968E-004
#    -21    22       1.8031766461E-004
#    -20   -15       6.6649997165E-005
#    -20   -14       1.7094135803E-006
#    -20   -13       1.4198580736E-004
#    -20   -12       3.4648332124E-004
#    -20   -11       2.3766503505E-004
#    -20   -10       3.5642345239E-006
#    -20    -9       1.7474540672E-004
#    -20    -8       4.0316490561E-004
#    -20    -7       2.8476950465E-005
#    -20    -6       7.3065955488E-006
#    -20    -5       2.8885234239E-005
#    -20    -4       9.1670507665E-004
#    -20    -3       3.6835786751E-005
#    -20    -2       9.3192257271E-006
#    -20    -1       1.7245241157E-004
#    -20     0       2.4827729565E-003
#    -20     1       1.0063422335E-005
#    -20     2       8.4560566958E-006
#    -20     3       1.1078113177E-005
#    -20     4       3.3861829947E-003
#    -20     5       1.5022010778E-004
#    -20     6       8.2222744959E-006
#    -20     7       6.7890692204E-005
#    -20     8       5.8670730948E-003
#    -20     9       9.9132114388E-005
#    -20    10       4.7754917284E-006
#    -20    11       1.2608421960E-004
#    -20    12       3.2688939350E-003
#    -20    13       6.4484337798E-005
#    -20    14       5.5539052044E-006
#    -20    15       7.6038390417E-005
#    -20    16       1.1243231502E-003
#    -20    17       1.2872412855E-004
#    -20    18       2.3119978943E-005
#    -20    19       3.7719461575E-004
#    -20    20       5.0625306233E-004
#    -20    21       1.6133911093E-004
#    -19   -16       1.3472229281E-006
#    -19   -15       1.3581240674E-004
#    -19   -14       3.4029808562E-004
#    -19   -13       2.2733783599E-004
#    -19   -12       6.7370414568E-006
#    -19   -11       3.2329322662E-004
#    -19   -10       4.3808839077E-004
#    -19    -9       9.4478354452E-005
#    -19    -8       3.0019878537E-006
#    -19    -7       1.2553098696E-005
#    -19    -6       2.4916637469E-005
#    -19    -5       1.3479242039E-005
#    -19    -4       1.4443131197E-006
#    -19    -3       5.6952601189E-005
#    -19    -2       9.2567920829E-005
#    -19    -1       1.0082383968E-005
#    -19     0       4.3635375380E-006
#    -19     1       2.8519015831E-005
#    -19     2       2.1174970055E-004
#    -19     3       1.5725505257E-004
#    -19     4       1.8487494129E-005
#    -19     5       5.6253891776E-006
#    -19     6       7.2071875521E-005
#    -19     7       9.9275134685E-005
#    -19     8       4.5796694729E-006
#    -19     9       6.8081090760E-005
#    -19    10       1.7182896635E-004
#    -19    11       8.6388200520E-005
#    -19    12       2.8205391143E-006
#    -19    13       2.2663859271E-004
#    -19    14       2.1437503168E-004
#    -19    15       1.4425914838E-004
#    -19    16       1.9193474017E-006
#    -19    17       9.1336543073E-005
#    -19    18       4.2236023877E-004
#    -19    19       3.1311441487E-004
#    -19    20       2.4667645010E-005
#    -19    21       2.5845816026E-004
#    -18   -16       1.3110263714E-004
#    -18   -15       1.4547754439E-004
#    -18   -14       1.7124285048E-006
#    -18   -13       2.4336132931E-004
#    -18   -12       5.0152026342E-004
#    -18   -11       2.0464476950E-004
#    -18   -10       3.5525380455E-006
#    -18    -9       7.0387630263E-005
#    -18    -8       3.7676089496E-005
#    -18    -7       1.6136046054E-005
#    -18    -6       1.5079623322E-005
#    -18    -5       7.8566747083E-005
#    -18    -4       1.1324268145E-004
#    -18    -3       2.2939501252E-005
#    -18    -2       8.3464482599E-006
#    -18    -1       2.8758886036E-005
#    -18     0       3.3818017101E-004
#    -18     1       3.2658860870E-004
#    -18     2       2.1578769061E-005
#    -18     3       1.1358010885E-004
#    -18     4       3.8889870949E-005
#    -18     5       3.9345470052E-005
#    -18     6       2.6342183879E-006
#    -18     7       3.0210208619E-004
#    -18     8       7.9091105230E-004
#    -18     9       3.5066435909E-004
#    -18    10       1.7424192588E-006
#    -18    11       2.4814899732E-004
#    -18    12       5.5643156390E-004
#    -18    13       2.7891195991E-004
#    -18    14       8.2057828716E-006
#    -18    15       2.1060054844E-004
#    -18    16       2.1358200791E-004
#    -18    17       1.7265517299E-004
#    -18    18       2.2399581093E-005
#    -18    19       4.0746716140E-004
#    -18    20       3.6042293455E-004
#    -18    21       3.6729495839E-004
#    -17   -17       1.5562350002E-004
#    -17   -16       4.3044885952E-006
#    -17   -15       1.4424247470E-004
#    -17   -14       3.7085383517E-004
#    -17   -13       2.4189406480E-004
#    -17   -12       9.3689118986E-006
#    -17   -11       2.6695574864E-004
#    -17   -10       2.0750391513E-004
#    -17    -9       4.8424606607E-005
#    -17    -8       2.1516565514E-005
#    -17    -7       4.5302205575E-005
#    -17    -6       1.3283519785E-004
#    -17    -5       8.7226787288E-005
#    -17    -4       7.7364765391E-006
#    -17    -3       1.1186554323E-005
#    -17    -2       2.1221299549E-004
#    -17    -1       3.2681514404E-004
#    -17     0       2.5484701036E-005
#    -17     1       3.8493178690E-004
#    -17     2       3.3925634166E-004
#    -17     3       3.6150758836E-005
#    -17     4       5.4868797226E-006
#    -17     5       1.5463944934E-004
#    -17     6       7.7363566040E-004
#    -17     7       6.0172318309E-004
#    -17     8       5.5625253583E-006
#    -17     9       4.0988589315E-004
#    -17    10       5.5086349062E-004
#    -17    11       3.8302835409E-004
#    -17    12       3.2084395711E-006
#    -17    13       3.8038327233E-004
#    -17    14       6.4760305684E-004
#    -17    15       8.1886464753E-005
#    -17    16       8.2723918376E-006
#    -17    17       1.3827909715E-004
#    -17    18       2.7565078632E-005
#    -17    19       2.7583147967E-004
#    -17    20       3.9553918757E-005
#    -16   -18       4.0684683111E-007
#    -16   -17       1.0942146155E-004
#    -16   -16       3.0391453978E-004
#    -16   -15       2.0656011249E-004
#    -16   -14       7.3140333449E-006
#    -16   -13       2.4855307199E-004
#    -16   -12       7.0330978175E-004
#    -16   -11       1.3554741961E-004
#    -16   -10       6.9932200068E-006
#    -16    -9       5.4555940471E-005
#    -16    -8       6.9783005972E-004
#    -16    -7       4.2117038660E-005
#    -16    -6       6.7532248609E-006
#    -16    -5       1.2206497386E-004
#    -16    -4       3.3818690227E-003
#    -16    -3       1.5700553549E-004
#    -16    -2       2.1652182420E-005
#    -16    -1       3.8560530628E-004
#    -16     0       1.1231420154E-002
#    -16     1       4.7949015061E-005
#    -16     2       2.7068111639E-005
#    -16     3       3.7227340273E-005
#    -16     4       1.3150021773E-002
#    -16     5       2.3035641291E-004
#    -16     6       5.7597629129E-006
#    -16     7       3.2193645953E-004
#    -16     8       8.5593507917E-003
#    -16     9       3.3117951635E-004
#    -16    10       5.0868738849E-007
#    -16    11       3.3173571567E-004
#    -16    12       1.1005882289E-003
#    -16    13       4.2807985133E-004
#    -16    14       1.0492834879E-005
#    -16    15       1.8250680226E-004
#    -16    16       2.9335711079E-003
#    -16    17       1.8045184972E-005
#    -16    18       1.9664543696E-005
#    -16    19       7.5682686933E-005
#    -16    20       2.0768898649E-003
#    -15   -18       3.6016603003E-005
#    -15   -17       1.4092465448E-004
#    -15   -16       1.1467755957E-005
#    -15   -15       1.6383982271E-004
#    -15   -14       3.1138516560E-004
#    -15   -13       2.3249230975E-004
#    -15   -12       7.4125613195E-007
