 Diffraction intensities for potential:8x8MoS210001.in                         
#    -68     4       4.5887365330E-011
#    -68     5       1.0622160547E-011
#    -68     6       1.8469711729E-008
#    -68     7       4.9238804104E-012
#    -68     8       2.0654807645E-011
#    -68     9       8.4798366122E-013
#    -68    10       1.6530422702E-011
#    -68    11       2.8656092690E-012
#    -68    12       2.8838512150E-012
#    -68    13       8.9320661426E-012
#    -68    14       3.4681585192E-009
#    -68    15       6.1581650304E-011
#    -68    16       8.4473573844E-011
#    -68    17       4.7131964283E-011
#    -68    18       6.4877491095E-011
#    -68    19       3.7208138175E-011
#    -68    20       3.8167877902E-011
#    -68    21       1.7756061684E-011
#    -68    22       2.1809895606E-010
#    -68    23       2.6827043737E-012
#    -68    24       5.6352288579E-013
#    -68    25       3.6179201586E-012
#    -68    26       4.2547468793E-012
#    -68    27       9.5375963353E-012
#    -68    28       9.2504061940E-012
#    -68    29       1.1186951903E-011
#    -68    30       4.8428055485E-011
#    -68    31       8.8756038241E-012
#    -68    32       3.1835999395E-011
#    -68    33       1.0362003626E-011
#    -68    34       1.2427824871E-011
#    -68    35       1.2127325916E-011
#    -68    36       2.2096285849E-011
#    -67     2       5.8427235526E-011
#    -67     3       1.4835227574E-011
#    -67     4       1.9468345923E-011
#    -67     5       9.8503999917E-013
#    -67     6       1.4154316953E-011
#    -67     7       1.5238353574E-012
#    -67     8       3.8410722803E-011
#    -67     9       7.3112272439E-012
#    -67    10       1.2916579279E-009
#    -67    11       1.7587921077E-011
#    -67    12       1.8809548442E-011
#    -67    13       2.8742384576E-011
#    -67    14       4.8409113283E-011
#    -67    15       3.8694372967E-011
#    -67    16       6.7357853367E-011
#    -67    17       5.2236611613E-011
#    -67    18       1.3249220404E-009
#    -67    19       4.9298493437E-011
#    -67    20       3.4343646450E-011
#    -67    21       2.1338454494E-011
#    -67    22       3.5538506688E-012
#    -67    23       5.8079054956E-012
#    -67    24       5.3455385109E-012
#    -67    25       5.8582027304E-012
#    -67    26       1.3455757376E-010
#    -67    27       8.5112095491E-012
#    -67    28       1.0214792705E-011
#    -67    29       4.1403761964E-011
#    -67    30       6.1942076304E-012
#    -67    31       6.7478680141E-012
#    -67    32       3.6462251797E-012
#    -67    33       3.0649770878E-012
#    -67    34       1.6759075200E-011
#    -67    35       1.0035307826E-011
#    -67    36       1.4826129366E-011
#    -67    37       3.1441338430E-011
#    -67    38       5.1298755145E-011
#    -66     0       1.5846599205E-010
#    -66     1       4.2562146255E-011
#    -66     2       3.0754763787E-011
#    -66     3       6.4776102904E-012
#    -66     4       5.1717289346E-012
#    -66     5       1.5498598217E-010
#    -66     6       3.6436073354E-011
#    -66     7       1.2773856607E-011
#    -66     8       4.5016313907E-011
#    -66     9       2.7720863654E-011
#    -66    10       3.5694313296E-011
#    -66    11       2.8175934823E-011
#    -66    12       3.9899711782E-011
#    -66    13       2.0088037055E-010
#    -66    14       8.4342092083E-011
#    -66    15       1.1133264103E-010
#    -66    16       1.1035165766E-010
#    -66    17       5.8996857875E-011
#    -66    18       4.5089547498E-011
#    -66    19       3.1908995085E-011
#    -66    20       1.9327290064E-011
#    -66    21       2.4862978347E-010
#    -66    22       3.1824317725E-011
#    -66    23       6.0880101531E-011
#    -66    24       3.9527087430E-011
#    -66    25       2.6713020920E-011
#    -66    26       1.0652331150E-011
#    -66    27       1.1267870034E-011
#    -66    28       9.9620469696E-012
#    -66    29       1.1345285132E-010
#    -66    30       7.4601731181E-012
#    -66    31       9.8868719177E-011
#    -66    32       1.0445995869E-011
#    -66    33       2.5576519068E-012
#    -66    34       1.2034606736E-011
#    -66    35       1.4300790813E-011
#    -66    36       3.2491499960E-011
#    -66    37       6.8922445571E-011
#    -66    38       4.3401619083E-011
#    -66    39       1.2379330536E-010
#    -65    -2       2.7677382856E-010
#    -65    -1       1.8384407862E-011
#    -65     0       9.2595336084E-012
#    -65     1       6.7035213876E-012
#    -65     2       1.9414923108E-013
#    -65     3       6.2774857041E-009
#    -65     4       2.5593008360E-012
#    -65     5       1.0194851096E-012
#    -65     6       2.8585245882E-011
#    -65     7       2.1351176352E-012
#    -65     8       1.2454735171E-011
#    -65     9       2.3215115854E-011
#    -65    10       1.5047631797E-011
#    -65    11       1.4677202190E-009
#    -65    12       3.2734315436E-011
#    -65    13       4.6167504509E-011
#    -65    14       6.8309608638E-011
#    -65    15       5.8982871909E-011
#    -65    16       6.4765822243E-011
#    -65    17       4.1564718602E-011
#    -65    18       2.7998001745E-011
#    -65    19       2.7759529503E-010
#    -65    20       3.0839804785E-011
#    -65    21       3.9388858057E-011
#    -65    22       4.4959464114E-011
#    -65    23       1.5323204901E-009
#    -65    24       2.3146227826E-011
#    -65    25       1.7479187340E-011
#    -65    26       1.3287022374E-011
#    -65    27       4.0140846649E-013
#    -65    28       8.2770126510E-012
#    -65    29       9.5972391092E-012
#    -65    30       1.3271817510E-011
#    -65    31       2.5307121751E-009
#    -65    32       1.1080275144E-011
#    -65    33       1.2040087190E-011
#    -65    34       9.5969994109E-012
#    -65    35       1.4271325777E-011
#    -65    36       3.4939243717E-011
#    -65    37       4.2909355143E-011
#    -65    38       3.6405998679E-011
#    -65    39       1.1703462286E-010
#    -65    40       4.4339846645E-011
#    -64    -4       5.9251528827E-011
#    -64    -3       1.8097348396E-011
#    -64    -2       1.7838777519E-011
#    -64    -1       3.4126046846E-011
#    -64     0       4.1246397999E-012
#    -64     1       1.0358709305E-011
#    -64     2       6.4290293967E-015
#    -64     3       4.1754125621E-011
#    -64     4       1.4958138931E-011
#    -64     5       1.0861485949E-011
#    -64     6       6.9930505942E-011
#    -64     7       8.1921941131E-012
#    -64     8       1.3306944100E-011
#    -64     9       1.6462463891E-011
#    -64    10       3.8977748024E-011
#    -64    11       8.2285471404E-011
#    -64    12       1.8095896904E-011
#    -64    13       1.2322504661E-011
#    -64    14       6.0471293221E-011
#    -64    15       1.2598760124E-011
#    -64    16       1.2406826869E-011
#    -64    17       1.5316186294E-011
#    -64    18       3.2879642820E-011
#    -64    19       5.0724848842E-011
#    -64    20       1.9676777618E-011
#    -64    21       1.4464276709E-011
#    -64    22       8.9878393217E-012
#    -64    23       2.4646914620E-011
#    -64    24       1.2814007792E-011
#    -64    25       5.1920116228E-012
#    -64    26       2.9601638089E-011
#    -64    27       8.2551415326E-012
#    -64    28       5.6156403362E-012
#    -64    29       1.8874438177E-012
#    -64    30       8.5691249635E-013
#    -64    31       2.6818162634E-012
#    -64    32       7.9183077780E-013
#    -64    33       9.9467430074E-012
#    -64    34       1.2146291855E-011
#    -64    35       2.8938587462E-011
#    -64    36       3.7412235111E-011
#    -64    37       5.3447423635E-011
#    -64    38       6.2547525482E-011
#    -64    39       5.6765111091E-011
#    -64    40       4.0152633772E-011
#    -63    -5       8.6487725151E-012
#    -63    -4       8.4972557633E-012
#    -63    -3       1.3672679537E-011
#    -63    -2       5.8938254752E-012
#    -63    -1       3.7188332004E-012
#    -63     0       3.7027409585E-011
#    -63     1       6.4602890204E-012
#    -63     2       1.1905127644E-011
#    -63     3       7.5587831809E-013
#    -63     4       8.4195266074E-012
#    -63     5       2.9245497005E-011
#    -63     6       1.5514724869E-011
#    -63     7       1.3283129528E-011
#    -63     8       4.9126012434E-011
#    -63     9       1.4416847354E-011
#    -63    10       1.2618817358E-011
#    -63    11       3.0927123741E-011
#    -63    12       2.0866550988E-011
#    -63    13       5.4233189734E-011
#    -63    14       3.5378072181E-011
#    -63    15       2.4862212960E-011
#    -63    16       3.2585554474E-011
#    -63    17       2.3999397002E-011
#    -63    18       1.4720233191E-011
#    -63    19       2.2893945555E-011
#    -63    20       1.4510735245E-011
#    -63    21       9.7969108011E-012
#    -63    22       1.2059938473E-011
#    -63    23       1.3409168660E-011
#    -63    24       8.8233529858E-012
#    -63    25       1.8763075607E-012
#    -63    26       5.4220076762E-012
#    -63    27       5.9854587157E-013
#    -63    28       3.5922052430E-011
#    -63    29       1.2633299602E-012
#    -63    30       5.2482667661E-012
#    -63    31       1.5675528576E-011
#    -63    32       4.6722241274E-012
#    -63    33       2.4276672653E-011
#    -63    34       1.5972371607E-011
#    -63    35       2.6586665822E-010
#    -63    36       3.3495333406E-012
#    -63    37       4.9574499579E-011
#    -63    38       6.3019481546E-011
#    -63    39       1.2514781483E-010
#    -63    40       3.6930538281E-011
#    -63    41       5.0190758174E-011
#    -62    -7       2.4191640222E-012
#    -62    -6       1.7741178439E-009
#    -62    -5       1.1813224776E-011
#    -62    -4       1.7047972659E-011
#    -62    -3       1.2961474501E-011
#    -62    -2       1.6470627404E-011
#    -62    -1       8.7510945185E-012
#    -62     0       4.7322302606E-012
#    -62     1       4.0228463469E-013
#    -62     2       4.8860316935E-010
#    -62     3       4.2008349546E-012
#    -62     4       9.9594872016E-012
#    -62     5       2.8294748109E-011
#    -62     6       2.3204775667E-011
#    -62     7       2.8042855043E-011
#    -62     8       3.6079326884E-011
#    -62     9       2.5067573204E-011
#    -62    10       3.2465332369E-010
#    -62    11       3.3785774998E-011
#    -62    12       3.1007050719E-011
#    -62    13       7.7785931061E-012
#    -62    14       3.4777851234E-011
#    -62    15       3.1758858670E-011
#    -62    16       3.0224073335E-011
#    -62    17       1.7855398817E-011
#    -62    18       7.3639274030E-011
#    -62    19       1.7229689784E-011
#    -62    20       1.2545117557E-011
#    -62    21       1.7808836862E-011
#    -62    22       1.0411446365E-011
#    -62    23       9.7971244911E-012
#    -62    24       5.6957303276E-012
#    -62    25       6.6408899660E-012
#    -62    26       5.5626624456E-013
#    -62    27       3.4770696766E-012
#    -62    28       1.5088854476E-013
#    -62    29       3.4313392682E-012
#    -62    30       1.0978812318E-012
#    -62    31       7.5260972492E-012
#    -62    32       2.5744471821E-011
#    -62    33       9.7655041124E-012
#    -62    34       1.9866159069E-011
#    -62    35       6.3291440910E-011
#    -62    36       9.3309511022E-011
#    -62    37       7.2798238049E-011
#    -62    38       2.3365340440E-011
#    -62    39       4.7330996369E-011
#    -62    40       8.9984611091E-011
#    -62    41       2.9768890572E-012
#    -62    42       1.2081629991E-011
#    -61    -9       1.3109021124E-010
#    -61    -8       2.9611746199E-011
#    -61    -7       1.9097581357E-011
#    -61    -6       6.1353092006E-012
#    -61    -5       1.6935431464E-008
#    -61    -4       4.5735191197E-011
#    -61    -3       6.9577793431E-011
#    -61    -2       1.2318813793E-010
#    -61    -1       1.2451172032E-010
#    -61     0       3.5990468751E-011
#    -61     1       1.6009654286E-011
#    -61     2       1.7241025196E-012
#    -61     3       2.7782317535E-009
#    -61     4       2.8036375581E-011
#    -61     5       9.1643328061E-013
#    -61     6       9.3075282382E-011
#    -61     7       9.5198666230E-011
#    -61     8       6.3915217003E-011
#    -61     9       5.3116156421E-011
#    -61    10       5.0318421254E-011
#    -61    11       3.1884730595E-010
#    -61    12       4.5526099046E-011
#    -61    13       3.0974526786E-011
#    -61    14       4.2806948694E-011
#    -61    15       4.6804253279E-011
#    -61    16       3.7310742659E-011
#    -61    17       2.9507166681E-011
#    -61    18       2.2764755455E-011
#    -61    19       1.0131629789E-011
#    -61    20       1.2276276308E-011
#    -61    21       1.3645320927E-011
#    -61    22       5.9237243748E-012
#    -61    23       3.8866322405E-012
#    -61    24       2.7484398658E-012
#    -61    25       1.1573975777E-012
#    -61    26       1.0026788351E-012
#    -61    27       5.2357999363E-012
#    -61    28       3.7386966939E-012
#    -61    29       1.6963959834E-012
#    -61    30       1.4441023645E-011
#    -61    31       5.6450243692E-012
#    -61    32       2.1719162481E-011
#    -61    33       4.1317159635E-011
#    -61    34       2.2451550151E-011
#    -61    35       4.6046714842E-011
#    -61    36       4.5053666826E-011
#    -61    37       1.9695811608E-011
#    -61    38       5.7549489935E-011
#    -61    39       1.0781591070E-011
#    -61    40       3.1599943292E-011
#    -61    41       3.9965982172E-011
#    -61    42       2.7149001362E-012
#    -60   -10       2.9870841231E-008
#    -60    -9       8.7748018174E-011
#    -60    -8       1.3428738008E-010
#    -60    -7       1.4604862521E-011
#    -60    -6       4.0421660158E-011
#    -60    -5       1.5482256100E-011
#    -60    -4       7.1453823627E-012
#    -60    -3       2.0600241625E-011
#    -60    -2       1.4180406449E-008
#    -60    -1       6.6994610574E-011
#    -60     0       8.2986048465E-011
#    -60     1       3.6423482990E-012
#    -60     2       6.6754610387E-012
#    -60     3       1.6804523205E-011
#    -60     4       1.4438826248E-011
#    -60     5       1.7215150593E-011
#    -60     6       5.0299201344E-009
#    -60     7       5.9165609279E-011
#    -60     8       7.3027686297E-011
#    -60     9       3.9645394644E-011
#    -60    10       4.7495202313E-011
#    -60    11       2.2131108473E-011
#    -60    12       1.0657177300E-011
#    -60    13       2.2408237194E-011
#    -60    14       1.5569926227E-009
#    -60    15       4.4020535904E-011
#    -60    16       4.9885385449E-011
#    -60    17       2.6038981540E-011
#    -60    18       3.2011579652E-011
#    -60    19       1.7235581349E-011
#    -60    20       2.0289354528E-011
#    -60    21       1.3632050755E-011
#    -60    22       1.1638806463E-010
#    -60    23       3.9994517118E-012
#    -60    24       1.0679689356E-011
#    -60    25       1.9980932074E-012
#    -60    26       7.4480658596E-013
#    -60    27       2.3874621504E-012
#    -60    28       5.9941149739E-012
#    -60    29       5.0221169567E-012
#    -60    30       1.5782631998E-010
#    -60    31       2.5423779453E-011
#    -60    32       1.3033070287E-009
#    -60    33       2.7916429480E-011
#    -60    34       4.2696551883E-011
#    -60    35       2.9214377513E-011
#    -60    36       4.3215419651E-011
#    -60    37       2.3813024703E-011
#    -60    38       1.6959891210E-010
#    -60    39       2.9455443037E-011
#    -60    40       2.2344812189E-009
#    -60    41       1.1384915503E-011
#    -60    42       1.5516696377E-011
#    -60    43       3.6076777188E-012
#    -59   -11       2.3239494293E-010
#    -59   -10       2.2411073218E-010
#    -59    -9       1.1194024403E-010
#    -59    -8       1.3278155191E-010
#    -59    -7       6.4919181729E-011
#    -59    -6       1.2039195720E-010
#    -59    -5       7.3788899006E-012
#    -59    -4       1.5068890757E-011
#    -59    -3       1.0163055100E-010
#    -59    -2       1.4248886783E-010
#    -59    -1       4.3664604848E-011
#    -59     0       7.7611117657E-011
#    -59     1       1.6903566898E-011
#    -59     2       5.0919015751E-011
#    -59     3       2.8720447256E-012
#    -59     4       1.3303223575E-011
#    -59     5       4.2071820178E-011
#    -59     6       9.0159040479E-011
#    -59     7       6.1066693557E-011
#    -59     8       1.1703796548E-010
#    -59     9       6.8083509145E-011
#    -59    10       3.5404304310E-010
#    -59    11       2.2385268634E-011
#    -59    12       1.6097040787E-011
#    -59    13       3.0722333849E-011
#    -59    14       3.8709194683E-011
#    -59    15       2.6738620608E-011
#    -59    16       4.3089845720E-011
#    -59    17       3.0161572922E-011
#    -59    18       1.9635219659E-010
#    -59    19       2.1511508017E-011
#    -59    20       1.6927060394E-011
#    -59    21       1.6578491236E-011
#    -59    22       2.0116373949E-012
#    -59    23       2.7429117760E-012
#    -59    24       1.3317581635E-012
#    -59    25       6.3520139060E-013
#    -59    26       8.8904465785E-012
#    -59    27       2.6744408437E-012
#    -59    28       6.7729713480E-012
#    -59    29       2.1228164095E-011
#    -59    30       1.3305782880E-011
#    -59    31       4.3423715622E-011
#    -59    32       3.9842388166E-011
#    -59    33       2.3290034295E-010
#    -59    34       1.8879053335E-011
#    -59    35       3.4464967388E-011
#    -59    36       1.7783164742E-011
#    -59    37       3.0670876981E-011
#    -59    38       2.1513224334E-012
#    -59    39       5.7322256834E-011
#    -59    40       1.3976140896E-011
#    -59    41       8.8143924366E-010
#    -59    42       2.4428906809E-012
#    -59    43       3.2622776276E-011
#    -58   -13       9.3808870607E-010
#    -58   -12       3.4222438075E-010
#    -58   -11       1.6520874198E-010
#    -58   -10       2.4635701228E-010
#    -58    -9       4.4599762424E-011
#    -58    -8       9.4466580490E-011
#    -58    -7       6.4880137063E-010
#    -58    -6       4.4417073780E-010
#    -58    -5       2.7510422319E-010
#    -58    -4       1.2439629918E-010
#    -58    -3       2.6167040770E-011
#    -58    -2       1.4959648434E-010
#    -58    -1       4.4357984097E-011
#    -58     0       4.1648479187E-011
#    -58     1       1.2759921794E-010
#    -58     2       8.9346842546E-011
#    -58     3       6.1609428488E-011
#    -58     4       5.5435032472E-011
#    -58     5       5.7144069328E-013
#    -58     6       1.3497268663E-010
#    -58     7       7.8317305064E-011
#    -58     8       4.5058076041E-011
#    -58     9       9.0976212150E-011
#    -58    10       4.2733714706E-012
#    -58    11       3.1188779121E-011
#    -58    12       2.8727018445E-011
#    -58    13       4.4683928455E-011
#    -58    14       3.3056901163E-011
#    -58    15       3.0182008862E-011
#    -58    16       3.2246894317E-011
#    -58    17       1.8374538803E-011
#    -58    18       2.3813504937E-011
#    -58    19       1.0664624700E-011
#    -58    20       8.1451559102E-012
#    -58    21       3.7014739483E-011
#    -58    22       5.3973379309E-012
#    -58    23       2.9071851719E-011
#    -58    24       7.4661858777E-012
#    -58    25       8.4450511768E-012
#    -58    26       2.1780930424E-012
#    -58    27       5.8261831070E-012
#    -58    28       5.6611905434E-012
#    -58    29       5.7912127835E-012
#    -58    30       1.3024609835E-011
#    -58    31       9.7849690516E-011
#    -58    32       5.3464122475E-011
#    -58    33       3.9239749935E-011
#    -58    34       2.1408943964E-011
#    -58    35       1.9132712464E-011
#    -58    36       2.2355866703E-010
#    -58    37       4.0457717844E-012
#    -58    38       8.7993941307E-012
#    -58    39       6.5508336559E-011
#    -58    40       6.3179000910E-011
#    -58    41       8.8315609567E-012
#    -58    42       8.2333992942E-012
#    -58    43       1.6957683414E-012
#    -57   -14       7.0459260376E-010
#    -57   -13       6.9578905349E-009
#    -57   -12       3.8244914026E-010
#    -57   -11       1.8140755667E-010
#    -57   -10       6.0695587875E-009
#    -57    -9       1.9823855532E-011
#    -57    -8       1.2352422220E-010
#    -57    -7       1.9013781306E-010
#    -57    -6       1.7542142769E-010
#    -57    -5       2.4555556960E-009
#    -57    -4       1.3373096146E-010
#    -57    -3       6.4795004607E-011
#    -57    -2       9.2148250042E-010
#    -57    -1       1.2033203274E-011
#    -57     0       3.1631884607E-011
#    -57     1       4.8280758940E-011
#    -57     2       4.1121733160E-011
#    -57     3       9.4635213171E-010
#    -57     4       6.6292419262E-011
#    -57     5       4.6657079066E-011
#    -57     6       9.2668610132E-011
#    -57     7       4.3975196597E-011
#    -57     8       5.6781645631E-011
#    -57     9       6.7621908242E-011
#    -57    10       3.9801839865E-011
#    -57    11       4.2074021014E-010
#    -57    12       2.2082758153E-011
#    -57    13       1.3326595258E-011
#    -57    14       2.0277334326E-011
#    -57    15       1.7501362928E-010
#    -57    16       1.7770312803E-011
#    -57    17       1.4414125423E-011
#    -57    18       7.8614400414E-012
#    -57    19       1.3454091839E-010
#    -57    20       5.0769081245E-012
#    -57    21       1.2253609276E-011
#    -57    22       1.7793640573E-011
#    -57    23       8.8673986495E-010
#    -57    24       2.0211840906E-012
#    -57    25       1.8446576283E-011
#    -57    26       7.3952793661E-012
#    -57    27       7.9076205541E-012
#    -57    28       2.1305371727E-011
#    -57    29       9.8403228789E-012
#    -57    30       1.8098103955E-011
#    -57    31       3.1343298648E-010
#    -57    32       2.1917812803E-011
#    -57    33       7.0020298233E-010
#    -57    34       2.1570472035E-011
#    -57    35       1.8703191126E-011
#    -57    36       7.7583633470E-012
#    -57    37       5.9915633131E-012
#    -57    38       1.4061689213E-012
#    -57    39       4.1565827450E-011
#    -57    40       5.0563345824E-012
#    -57    41       9.8500599532E-010
#    -57    42       3.7589890315E-012
#    -57    43       1.4649396766E-012
#    -57    44       2.4972222262E-012
#    -56   -15       5.1592756885E-010
#    -56   -14       4.3581564375E-010
#    -56   -13       3.5805031859E-010
#    -56   -12       3.6113980789E-010
#    -56   -11       2.3007045225E-010
#    -56   -10       2.6439315474E-011
#    -56    -9       5.5635142435E-011
#    -56    -8       2.4362596119E-011
#    -56    -7       8.0294417728E-011
#    -56    -6       7.7944400704E-011
#    -56    -5       5.2256886364E-011
#    -56    -4       1.1286220401E-010
#    -56    -3       7.9508386412E-011
#    -56    -2       3.3784704522E-011
#    -56    -1       2.6187925192E-011
#    -56     0       1.1797425648E-011
#    -56     1       2.4852325992E-011
#    -56     2       1.8179903574E-011
#    -56     3       1.6369843504E-012
#    -56     4       3.3696903977E-011
#    -56     5       5.0327387174E-011
#    -56     6       8.8309265318E-011
#    -56     7       2.1543673234E-011
#    -56     8       3.8473292240E-011
#    -56     9       3.6543958173E-011
#    -56    10       1.7286277497E-011
#    -56    11       1.3003637791E-011
#    -56    12       6.5627907097E-012
#    -56    13       6.2363193834E-012
#    -56    14       4.2256184087E-011
#    -56    15       2.7388343270E-012
#    -56    16       7.1548177128E-012
#    -56    17       6.7597939327E-012
#    -56    18       2.1838779520E-011
#    -56    19       1.5420192116E-011
#    -56    20       3.0146662689E-012
#    -56    21       2.2490811574E-012
#    -56    22       8.0538305163E-013
#    -56    23       5.6091785491E-012
#    -56    24       8.5584398068E-012
#    -56    25       1.2057964863E-011
#    -56    26       4.5898617861E-012
#    -56    27       6.9699829996E-012
#    -56    28       1.6935883536E-011
#    -56    29       1.6870994824E-011
#    -56    30       5.0289505598E-011
#    -56    31       2.2712955172E-011
#    -56    32       2.0272605293E-011
#    -56    33       3.4711536955E-011
#    -56    34       4.8082556484E-011
#    -56    35       3.6596341026E-012
#    -56    36       6.3488486754E-012
#    -56    37       1.9581360613E-012
#    -56    38       1.3191810553E-011
#    -56    39       2.3683644486E-012
#    -56    40       7.8136685113E-014
#    -56    41       7.7565341226E-012
#    -56    42       4.3973487648E-011
#    -56    43       3.4015322469E-012
#    -56    44       9.5124361641E-013
#    -55   -16       3.7379699897E-010
#    -55   -15       5.2103734673E-010
#    -55   -14       3.9477130189E-010
#    -55   -13       3.1022946948E-010
#    -55   -12       2.1576788142E-010
#    -55   -11       4.8252298481E-011
#    -55   -10       3.8193471621E-011
#    -55    -9       6.4274565986E-012
#    -55    -8       2.7757786157E-011
#    -55    -7       9.3895681859E-011
#    -55    -6       8.7802748575E-011
#    -55    -5       8.3597784391E-011
#    -55    -4       7.7733895671E-011
#    -55    -3       4.8542447007E-011
#    -55    -2       3.7307767549E-011
#    -55    -1       9.6446673731E-012
#    -55     0       1.2460451701E-011
#    -55     1       2.2952248416E-011
#    -55     2       3.5759040078E-011
#    -55     3       2.8421481853E-011
#    -55     4       4.8742397013E-011
#    -55     5       4.8732059119E-011
#    -55     6       4.4244230261E-011
#    -55     7       3.1776234984E-011
#    -55     8       3.7137608897E-011
#    -55     9       1.4739803226E-011
#    -55    10       1.0693220771E-011
#    -55    11       9.5582086146E-012
#    -55    12       6.2749719932E-012
#    -55    13       1.4385583525E-011
#    -55    14       8.7271518373E-012
#    -55    15       4.9438856272E-012
#    -55    16       8.2054496319E-012
#    -55    17       5.0517713749E-012
#    -55    18       2.9699719695E-012
#    -55    19       3.3863356721E-012
#    -55    20       1.2375779934E-011
#    -55    21       1.4051647290E-012
#    -55    22       2.1223622765E-012
#    -55    23       8.3085731706E-012
#    -55    24       9.7572802586E-012
#    -55    25       6.6017174125E-012
#    -55    26       1.7115124757E-011
#    -55    27       6.9547169626E-011
#    -55    28       5.0520350364E-011
#    -55    29       2.6220802620E-011
#    -55    30       2.0274088881E-011
#    -55    31       2.7240675273E-011
#    -55    32       2.5647844104E-011
#    -55    33       1.1096700256E-011
#    -55    34       1.4503153702E-011
#    -55    35       1.1051279921E-010
#    -55    36       2.1532969318E-011
#    -55    37       5.7612211949E-012
#    -55    38       7.1039880665E-012
#    -55    39       1.1198506570E-011
#    -55    40       3.5164477068E-012
#    -55    41       3.1051556864E-012
#    -55    42       1.6184380957E-012
#    -55    43       1.4719910958E-012
#    -55    44       4.2184559262E-012
#    -54   -18       8.2039390087E-010
#    -54   -17       4.0137739213E-010
#    -54   -16       4.5630257719E-010
#    -54   -15       4.3497432882E-010
#    -54   -14       1.0402462127E-009
#    -54   -13       2.6391668838E-010
#    -54   -12       8.8810336483E-011
#    -54   -11       2.1234608746E-011
#    -54   -10       4.3892813264E-011
#    -54    -9       1.1756824569E-011
#    -54    -8       4.7026185840E-011
#    -54    -7       6.2871411421E-011
#    -54    -6       4.4704940995E-010
#    -54    -5       8.1390414276E-011
#    -54    -4       4.5340485271E-011
#    -54    -3       3.5607126670E-011
#    -54    -2       1.0744763800E-012
#    -54    -1       9.1424251656E-012
#    -54     0       9.8144032590E-012
#    -54     1       1.3586664654E-011
#    -54     2       1.3481189613E-010
#    -54     3       2.9225002537E-011
#    -54     4       3.2360798791E-011
#    -54     5       5.1281201954E-011
#    -54     6       1.8553662020E-011
#    -54     7       2.8191434309E-011
#    -54     8       2.3210801066E-011
#    -54     9       1.4096435046E-011
#    -54    10       6.8873590006E-011
#    -54    11       6.6340885332E-012
#    -54    12       6.5468776787E-012
#    -54    13       3.9746963653E-012
#    -54    14       4.2324234512E-012
#    -54    15       4.1213995388E-012
#    -54    16       3.6466223406E-012
#    -54    17       1.1950053397E-012
#    -54    18       1.0905457218E-011
