 Diffraction intensities for potential:g-5x5_00D10001.in                       
#    -35   -13       1.0331336811E-022
#    -35   -12       5.3258717797E-031
#    -35   -11       4.0736478535E-023
#    -35   -10       2.4858854602E-006
#    -35    -9       1.2618358261E-025
#    -35    -8       1.0553491444E-023
#    -35    -7       4.1284990445E-029
#    -35    -6       1.3535263510E-023
#    -35    -5       1.3340683016E-005
#    -35    -4       6.5224799883E-025
#    -35    -3       1.1536541080E-024
#    -35    -2       5.3516411298E-028
#    -35    -1       3.5120054810E-024
#    -35     0       3.5381477846E-005
#    -35     1       2.1177534565E-024
#    -35     2       1.3674597275E-025
#    -35     3       2.1796038379E-027
#    -35     4       8.1722217226E-025
#    -35     5       6.2711476127E-005
#    -35     6       3.6178998129E-024
#    -35     7       2.3363643153E-026
#    -35     8       3.9941471709E-027
#    -35     9       2.0822621795E-025
#    -35    10       8.7821510653E-005
#    -35    11       2.9262739723E-024
#    -35    12       5.7962869036E-027
#    -35    13       3.2378513709E-027
#    -35    14       5.9968778332E-026
#    -35    15       8.0453546583E-005
#    -35    16       1.0458723304E-024
#    -35    17       1.3943865636E-027
#    -35    18       9.9378907404E-028
#    -35    19       1.4435528280E-026
#    -35    20       1.9948106065E-005
#    -35    21       1.4490865373E-025
#    -35    22       1.7362277821E-028
#    -35    23       9.8141702102E-029
#    -35    24       1.4140915183E-027
#    -35    25       2.7433741748E-005
#    -35    26       5.3130365068E-027
#    -35    27       6.5717300357E-030
#    -34   -17       1.4453969265E-060
#    -34   -16       3.6345908048E-057
#    -34   -15       3.6513488435E-032
#    -34   -14       1.3860645530E-033
#    -34   -13       6.0825495240E-058
#    -34   -12       1.4075941126E-059
#    -34   -11       1.1560447072E-057
#    -34   -10       4.6673251805E-030
#    -34    -9       3.3677790548E-032
#    -34    -8       3.0392145897E-057
#    -34    -7       4.4400760688E-058
#    -34    -6       3.0623097926E-056
#    -34    -5       1.6395259590E-028
#    -34    -4       3.4700965382E-031
#    -34    -3       7.8688586047E-058
#    -34    -2       4.4151783967E-057
#    -34    -1       1.5628575943E-055
#    -34     0       1.2334709646E-027
#    -34     1       1.2508113435E-030
#    -34     2       1.1812656987E-057
#    -34     3       1.4793266953E-056
#    -34     4       3.9141782807E-055
#    -34     5       3.0729090946E-027
#    -34     6       2.4194610879E-030
#    -34     7       5.6812920949E-057
#    -34     8       2.4293598303E-056
#    -34     9       7.6698783372E-055
#    -34    10       2.9577747394E-027
#    -34    11       2.1104946824E-030
#    -34    12       6.0061074628E-057
#    -34    13       1.8075370552E-056
#    -34    14       4.3622024180E-053
#    -34    15       1.2576960211E-027
#    -34    16       7.7392837105E-031
#    -34    17       2.3846412088E-057
#    -34    18       4.9590525648E-057
#    -34    19       1.6048598478E-051
#    -34    20       2.4067992773E-028
#    -34    21       1.0156943344E-031
#    -34    22       2.9798125179E-058
#    -34    23       4.2463278751E-058
#    -34    24       1.4636045894E-050
#    -34    25       1.5059010314E-029
#    -34    26       3.4847945396E-033
#    -34    27       4.5875399019E-060
#    -33   -18       5.2464663005E-054
#    -33   -17       4.8581650588E-061
#    -33   -16       1.7380017282E-043
#    -33   -15       8.1484282333E-032
#    -33   -14       2.1656142167E-054
#    -33   -13       5.5449292029E-053
#    -33   -12       3.3593400197E-060
#    -33   -11       6.1349263429E-040
#    -33   -10       8.7432189615E-030
#    -33    -9       4.2978328092E-053
#    -33    -8       3.5037368180E-052
#    -33    -7       1.6289078873E-058
#    -33    -6       2.7524645717E-037
#    -33    -5       1.9561662403E-028
#    -33    -4       5.4199805157E-053
#    -33    -3       1.5772842338E-051
#    -33    -2       1.4284090956E-057
#    -33    -1       3.6431697134E-035
#    -33     0       1.0771064162E-027
#    -33     1       8.4013994552E-053
#    -33     2       1.7975152683E-051
#    -33     3       4.7971319592E-057
#    -33     4       1.0092093095E-033
#    -33     5       2.4440138724E-027
#    -33     6       2.5842374834E-053
#    -33     7       4.9558802005E-049
#    -33     8       8.0201088437E-057
#    -33     9       2.5336652887E-033
#    -33    10       2.2976593386E-027
#    -33    11       5.8248427496E-054
#    -33    12       1.0801489550E-047
#    -33    13       5.7849207227E-057
#    -33    14       2.7881477226E-033
#    -33    15       9.0983587198E-028
#    -33    16       1.5165482252E-054
#    -33    17       7.8748937000E-047
#    -33    18       1.5458796666E-057
#    -33    19       1.3995043957E-033
#    -33    20       1.5591360334E-028
#    -33    21       2.3323765687E-055
#    -33    22       1.3302436294E-046
#    -33    23       1.2045743605E-058
#    -33    24       1.6674503732E-033
#    -33    25       9.2069972434E-030
#    -33    26       1.3706628674E-056
#    -33    27       3.9225638079E-047
#    -32   -18       2.0967096771E-055
#    -32   -17       2.1565097202E-056
#    -32   -16       3.4599900867E-053
#    -32   -15       1.5734385773E-024
#    -32   -14       4.1156679526E-051
#    -32   -13       3.7355606416E-056
#    -32   -12       3.7817648491E-056
#    -32   -11       2.0186667748E-053
#    -32   -10       5.3805194713E-025
#    -32    -9       7.1144146427E-047
#    -32    -8       2.4848857931E-056
#    -32    -7       2.2961589694E-056
#    -32    -6       1.3561284001E-053
#    -32    -5       3.1828879881E-024
#    -32    -4       3.4766558244E-044
#    -32    -3       1.0230327976E-056
#    -32    -2       1.6123132034E-057
#    -32    -1       7.1789531153E-054
#    -32     0       1.3339428950E-024
#    -32     1       1.0918463724E-041
#    -32     2       1.2895684749E-056
#    -32     3       2.4637127574E-057
#    -32     4       3.5736087024E-054
#    -32     5       8.5293428489E-026
#    -32     6       4.4037595680E-039
#    -32     7       5.7804288490E-056
#    -32     8       3.6467939339E-056
#    -32     9       1.2842588169E-054
#    -32    10       3.2094420234E-026
#    -32    11       1.7334779405E-036
#    -32    12       3.4195642198E-055
#    -32    13       5.3096486766E-057
#    -32    14       4.6427559144E-055
#    -32    15       6.0938496877E-026
#    -32    16       1.8811001060E-034
#    -32    17       1.7680693002E-055
#    -32    18       9.0356017714E-058
#    -32    19       1.1289158879E-055
#    -32    20       3.9333968388E-027
#    -32    21       1.3163571840E-031
#    -32    22       1.5484338528E-056
#    -32    23       2.0375994845E-056
#    -32    24       8.0609325737E-056
#    -32    25       4.0422195668E-028
#    -32    26       3.6016047930E-028
#    -32    27       2.0254527751E-055
#    -31   -19       1.0159506662E-051
#    -31   -18       6.2113876181E-056
#    -31   -17       5.4319475511E-044
#    -31   -16       9.4993535459E-043
#    -31   -15       5.4044234225E-029
#    -31   -14       7.7274658077E-050
#    -31   -13       2.5433973984E-056
#    -31   -12       1.3933364951E-044
#    -31   -11       1.5059799028E-042
#    -31   -10       6.0267530368E-027
#    -31    -9       1.2170361646E-048
#    -31    -8       1.3908454432E-056
#    -31    -7       4.4727215697E-045
#    -31    -6       3.4531875070E-042
#    -31    -5       1.1547578724E-025
#    -31    -4       1.7842812480E-048
#    -31    -3       5.9878289845E-056
#    -31    -2       2.6057248746E-045
#    -31    -1       9.7372475583E-042
#    -31     0       6.1899437403E-025
#    -31     1       2.0699206528E-048
#    -31     2       1.8003084105E-055
#    -31     3       1.5149230173E-045
#    -31     4       9.8330833305E-042
#    -31     5       1.3440360963E-024
#    -31     6       1.0175033659E-048
#    -31     7       2.9267062136E-055
#    -31     8       6.4634493872E-046
#    -31     9       5.4663765870E-042
#    -31    10       1.2871922923E-024
#    -31    11       3.8685512842E-049
#    -31    12       2.1989291331E-055
#    -31    13       1.5793888450E-046
#    -31    14       1.8133975747E-042
#    -31    15       5.3556474212E-025
#    -31    16       1.4574593380E-048
#    -31    17       6.5722892768E-056
#    -31    18       2.2885009643E-045
#    -31    19       2.8843371871E-043
#    -31    20       8.3805388092E-026
#    -31    21       1.6701497570E-046
#    -31    22       6.9194148451E-057
#    -31    23       4.4595429183E-043
#    -31    24       1.4364251432E-044
#    -31    25       4.0421363770E-027
#    -31    26       9.2826972519E-045
#    -31    27       9.3610791968E-058
#    -30   -20       1.1949086489E-007
#    -30   -19       1.8809623466E-024
#    -30   -18       6.4562659734E-022
#    -30   -17       2.7789997564E-031
#    -30   -16       7.9748086269E-024
#    -30   -15       1.9922843035E-006
#    -30   -14       1.9499909148E-024
#    -30   -13       9.7072952064E-023
#    -30   -12       4.4365358812E-029
#    -30   -11       4.2729983473E-024
#    -30   -10       2.0460716508E-005
#    -30    -9       3.9136679634E-024
#    -30    -8       1.4987933233E-023
#    -30    -7       1.3310993685E-027
#    -30    -6       1.8360686804E-024
#    -30    -5       6.2709790292E-005
#    -30    -4       2.1233648200E-023
#    -30    -3       2.3839366570E-024
#    -30    -2       9.1265694765E-027
#    -30    -1       7.1972453781E-025
#    -30     0       1.5157988429E-004
#    -30     1       5.8007072089E-023
#    -30     2       3.8431387121E-025
#    -30     3       2.6068520502E-026
#    -30     4       3.0683156077E-025
#    -30     5       2.6451789291E-004
#    -30     6       7.5635805369E-023
#    -30     7       5.3304271749E-026
#    -30     8       3.7169040979E-026
#    -30     9       1.7118429593E-025
#    -30    10       2.7428820256E-004
#    -30    11       4.8529140138E-023
#    -30    12       4.8742967018E-027
#    -30    13       2.3959465622E-026
#    -30    14       8.6667164401E-026
#    -30    15       2.8731952379E-004
#    -30    16       1.4168595424E-023
#    -30    17       5.4025057962E-028
#    -30    18       6.2899727703E-027
#    -30    19       2.1335982974E-026
#    -30    20       3.6594471287E-005
#    -30    21       1.6142848301E-024
#    -30    22       1.0339369582E-028
#    -30    23       4.9480206778E-028
#    -30    24       1.4061078721E-027
#    -30    25       1.6180339356E-004
#    -30    26       3.9928047172E-026
#    -29   -21       1.6337479975E-058
#    -29   -20       1.3070793969E-032
#    -29   -19       7.1168681568E-034
#    -29   -18       1.5333429004E-057
#    -29   -17       1.1348770713E-059
#    -29   -16       4.2186344381E-058
#    -29   -15       2.4277979673E-030
#    -29   -14       5.3860746746E-032
#    -29   -13       8.4438323202E-057
#    -29   -12       4.4780130808E-058
#    -29   -11       8.5036580113E-056
#    -29   -10       1.8853218555E-028
#    -29    -9       1.0099208216E-030
#    -29    -8       1.3153468443E-056
#    -29    -7       9.4416230644E-057
#    -29    -6       2.9209517865E-055
#    -29    -5       3.0777411198E-027
#    -29    -4       5.8643888883E-030
#    -29    -3       2.3094673005E-056
#    -29    -2       5.3826077853E-056
#    -29    -1       8.0380003198E-055
#    -29     0       1.3214401771E-026
#    -29     1       1.6972452883E-029
#    -29     2       3.9608224824E-056
#    -29     3       1.3740277271E-055
#    -29     4       3.6957148495E-054
#    -29     5       2.3029350624E-026
#    -29     6       2.5504332451E-029
#    -29     7       5.4391718721E-056
#    -29     8       1.8284045812E-055
#    -29     9       2.8885050308E-053
#    -29    10       1.8519856299E-026
#    -29    11       1.8467434308E-029
#    -29    12       3.8518629799E-056
#    -29    13       1.0836752827E-055
#    -29    14       4.6383372417E-052
#    -29    15       6.9922259036E-027
#    -29    16       5.3313128460E-030
#    -29    17       1.1425058381E-056
#    -29    18       2.5045951919E-056
#    -29    19       3.3665092535E-051
#    -29    20       1.0074515447E-027
#    -29    21       5.6000475548E-031
#    -29    22       1.1086019873E-057
#    -29    23       1.8996256469E-057
#    -29    24       2.5044886311E-051
#    -29    25       3.2546033782E-029
#    -29    26       1.1968678122E-032
#    -28   -21       3.6485640293E-044
#    -28   -20       2.1677796201E-032
#    -28   -19       1.0172500054E-051
#    -28   -18       6.1341516674E-051
#    -28   -17       3.8534838979E-060
#    -28   -16       2.7309640119E-040
#    -28   -15       4.9818730890E-030
#    -28   -14       2.6771922479E-051
#    -28   -13       1.3464401241E-051
#    -28   -12       1.6358488966E-058
#    -28   -11       2.5997358748E-037
#    -28   -10       2.1352704757E-028
#    -28    -9       2.7629259108E-051
#    -28    -8       4.5530234213E-050
#    -28    -7       2.5642252304E-057
#    -28    -6       4.8727815886E-035
#    -28    -5       2.4425277188E-027
#    -28    -4       9.4352229547E-052
#    -28    -3       8.9011392460E-050
#    -28    -2       1.3094380265E-056
#    -28    -1       1.4313823897E-033
#    -28     0       9.4334442453E-027
#    -28     1       2.6148214463E-052
#    -28     2       4.0348402926E-049
